datetime,Precio_Real,Prediccion_SARIMA,Diferencia_SARIMA,hour,month
2024-01-01 00:00:00,63.33,58.57742680144595,4.752573198554046,0,1
2024-01-01 01:00:00,50.09,50.092680636805355,-0.002680636805351355,1,1
2024-01-01 02:00:00,47.5,48.66014960569902,-1.1601496056990186,2,1
2024-01-01 03:00:00,43.5,44.68325210931407,-1.1832521093140684,3,1
2024-01-01 04:00:00,42.5,40.62429202865326,1.875707971346742,4,1
2024-01-01 05:00:00,42.09,39.80930090215215,2.280699097847851,5,1
2024-01-01 06:00:00,42.5,46.29659736834404,-3.796597368344038,6,1
2024-01-01 07:00:00,42.59,52.61831914089149,-10.028319140891483,7,1
2024-01-01 08:00:00,43.37,56.01946486853671,-12.649464868536711,8,1
2024-01-01 09:00:00,42.29,58.78700255758142,-16.497002557581418,9,1
2024-01-01 10:00:00,25.0,56.29061352454161,-31.290613524541612,10,1
2024-01-01 11:00:00,3.9,49.15896221938606,-45.25896221938606,11,1
2024-01-01 12:00:00,3.2,47.863795573435716,-44.66379557343571,12,1
2024-01-01 13:00:00,2.06,43.60582089014702,-41.54582089014702,13,1
2024-01-01 14:00:00,1.73,42.42611369645002,-40.69611369645002,14,1
2024-01-01 15:00:00,5.72,45.75184510538913,-40.03184510538913,15,1
2024-01-01 16:00:00,18.49,60.85317023438388,-42.36317023438389,16,1
2024-01-01 17:00:00,37.0,79.72319174445593,-42.72319174445593,17,1
2024-01-01 18:00:00,47.5,90.67234740923928,-43.17234740923928,18,1
2024-01-01 19:00:00,54.97,101.9147113115282,-46.944711311528195,19,1
2024-01-01 20:00:00,60.9,98.77464833694467,-37.87464833694467,20,1
2024-01-01 21:00:00,60.0,93.17303918085153,-33.17303918085153,21,1
2024-01-01 22:00:00,47.5,79.43075553629039,-31.93075553629039,22,1
2024-01-01 23:00:00,42.09,72.52963002283316,-30.439630022833157,23,1
2024-01-02 00:00:00,37.8,55.32459020226497,-17.524590202264974,0,1
2024-01-02 01:00:00,25.0,46.90024906273512,-21.90024906273512,1,1
2024-01-02 02:00:00,3.99,44.99009178527149,-41.000091785271486,2,1
2024-01-02 03:00:00,14.0,39.716077606502054,-25.716077606502054,3,1
2024-01-02 04:00:00,10.0,35.56418333744447,-25.56418333744447,4,1
2024-01-02 05:00:00,14.54,34.338797036230915,-19.798797036230916,5,1
2024-01-02 06:00:00,36.29,42.15893968404227,-5.868939684042267,6,1
2024-01-02 07:00:00,44.7,47.00410547212721,-2.3041054721272047,7,1
2024-01-02 08:00:00,53.78,50.60735115444716,3.1726488455528425,8,1
2024-01-02 09:00:00,54.23,54.060612865211716,0.1693871347882805,9,1
2024-01-02 10:00:00,50.0,50.38467920326176,-0.3846792032617614,10,1
2024-01-02 11:00:00,52.2,42.04746280823235,10.15253719176765,11,1
2024-01-02 12:00:00,45.0,39.46795145512098,5.532048544879018,12,1
2024-01-02 13:00:00,43.0,34.86067253072525,8.139327469274747,13,1
2024-01-02 14:00:00,43.0,33.390002857025046,9.609997142974954,14,1
2024-01-02 15:00:00,40.99,37.21511522623612,3.7748847737638798,15,1
2024-01-02 16:00:00,43.66,52.69532630628506,-9.035326306285064,16,1
2024-01-02 17:00:00,52.2,73.92252936057146,-21.722529360571457,17,1
2024-01-02 18:00:00,57.77,84.37059478071808,-26.600594780718076,18,1
2024-01-02 19:00:00,62.45,95.69313223529969,-33.24313223529968,19,1
2024-01-02 20:00:00,58.0,91.62998964525285,-33.62998964525285,20,1
2024-01-02 21:00:00,52.83,85.70050643624533,-32.870506436245336,21,1
2024-01-02 22:00:00,46.26,71.48966223917579,-25.229662239175788,22,1
2024-01-02 23:00:00,40.1,63.751313273295196,-23.651313273295195,23,1
2024-01-03 00:00:00,6.8,45.30764667695893,-38.507646676958935,0,1
2024-01-03 01:00:00,3.2,35.47468442973245,-32.274684429732446,1,1
2024-01-03 02:00:00,3.2,33.96422287805257,-30.764222878052568,2,1
2024-01-03 03:00:00,3.2,29.50871800001093,-26.30871800001093,3,1
2024-01-03 04:00:00,3.2,26.507282668963853,-23.307282668963854,4,1
2024-01-03 05:00:00,2.21,25.75448612306983,-23.54448612306983,5,1
2024-01-03 06:00:00,4.78,30.936325247387458,-26.156325247387457,6,1
2024-01-03 07:00:00,45.42,35.93565727694451,9.48434272305549,7,1
2024-01-03 08:00:00,61.92,38.52263144201562,23.39736855798438,8,1
2024-01-03 09:00:00,67.0,42.58540226284167,24.41459773715833,9,1
2024-01-03 10:00:00,63.6,41.33546962488548,22.264530375114525,10,1
2024-01-03 11:00:00,57.1,35.75552961885682,21.344470381143182,11,1
2024-01-03 12:00:00,55.0,33.70462000936342,21.295379990636583,12,1
2024-01-03 13:00:00,55.42,29.13783108232863,26.28216891767137,13,1
2024-01-03 14:00:00,61.0,29.009146617143873,31.990853382856127,14,1
2024-01-03 15:00:00,66.03,32.728084946901085,33.30191505309892,15,1
2024-01-03 16:00:00,67.52,50.745744115812236,16.77425588418776,16,1
2024-01-03 17:00:00,89.57,72.53513446520888,17.03486553479111,17,1
2024-01-03 18:00:00,94.2,83.33127736865173,10.868722631348277,18,1
2024-01-03 19:00:00,104.35,99.00233136464153,5.34766863535846,19,1
2024-01-03 20:00:00,113.26,93.9453788988539,19.314621101146102,20,1
2024-01-03 21:00:00,113.26,87.6533583456737,25.60664165432631,21,1
2024-01-03 22:00:00,94.2,74.58091298491857,19.619087015081433,22,1
2024-01-03 23:00:00,86.58,68.51807946195859,18.061920538041406,23,1
2024-01-04 00:00:00,90.39,51.888802747513374,38.50119725248663,0,1
2024-01-04 01:00:00,87.0,42.83251186134198,44.16748813865802,1,1
2024-01-04 02:00:00,80.21,41.237051395399085,38.97294860460091,2,1
2024-01-04 03:00:00,70.1,36.69977869404714,33.400221305952854,3,1
2024-01-04 04:00:00,66.86,33.07802817093292,33.78197182906708,4,1
2024-01-04 05:00:00,68.14,32.17939758483708,35.96060241516292,5,1
2024-01-04 06:00:00,86.74,38.45894116714482,48.28105883285517,6,1
2024-01-04 07:00:00,94.51,43.80294756352595,50.70705243647406,7,1
2024-01-04 08:00:00,96.0,46.90389039056903,49.09610960943097,8,1
2024-01-04 09:00:00,98.13,50.423585940931986,47.70641405906801,9,1
2024-01-04 10:00:00,95.0,48.15175156949083,46.84824843050917,10,1
2024-01-04 11:00:00,90.35,41.37086115354286,48.97913884645713,11,1
2024-01-04 12:00:00,89.0,39.3974330329069,49.6025669670931,12,1
2024-01-04 13:00:00,85.96,34.9101244687643,51.04987553123569,13,1
2024-01-04 14:00:00,92.11,34.110705116977286,57.99929488302271,14,1
2024-01-04 15:00:00,98.62,37.74396484688385,60.876035153116156,15,1
2024-01-04 16:00:00,99.5,54.22188567001548,45.27811432998452,16,1
2024-01-04 17:00:00,100.0,75.00675932439343,24.99324067560657,17,1
2024-01-04 18:00:00,102.57,85.75331703744251,16.81668296255748,18,1
2024-01-04 19:00:00,104.0,98.95155935750644,5.04844064249356,19,1
2024-01-04 20:00:00,105.18,94.72408588850455,10.45591411149546,20,1
2024-01-04 21:00:00,102.42,88.73217844914326,13.68782155085674,21,1
2024-01-04 22:00:00,99.41,75.15538857255694,24.254611427443052,22,1
2024-01-04 23:00:00,90.39,68.3932421015023,21.996757898497705,23,1
2024-01-05 00:00:00,86.08,51.10358072254315,34.97641927745685,0,1
2024-01-05 01:00:00,80.51,42.021086980283044,38.48891301971696,1,1
2024-01-05 02:00:00,77.01,40.35696076737815,36.65303923262186,2,1
2024-01-05 03:00:00,70.67,35.62694064878671,35.043059351213294,3,1
2024-01-05 04:00:00,61.1,32.01891356206841,29.08108643793159,4,1
2024-01-05 05:00:00,68.26,31.064584263704578,37.19541573629543,5,1
2024-01-05 06:00:00,75.0,37.49598525309993,37.50401474690007,6,1
2024-01-05 07:00:00,86.39,42.60091320759281,43.78908679240719,7,1
2024-01-05 08:00:00,90.88,45.70905753338844,45.17094246661156,8,1
2024-01-05 09:00:00,90.0,49.35683672043842,40.64316327956158,9,1
2024-01-05 10:00:00,76.47,46.95257644845839,29.51742355154161,10,1
2024-01-05 11:00:00,57.68,40.04341737808395,17.636582621916048,11,1
