DATE;CONCEPT;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24;H25
2020-02-05;PRICE_SP;27.1;25.0;24.43;23.63;24.83;26.62;35.0;41.14;43.5;42.14;41.37;40.0;37.07;36.39;35.17;37.13;40.25;42.19;45.38;45.66;45.01;43.51;40.82;40.34;
2020-02-06;PRICE_SP;35.0;30.31;28.15;26.95;26.0;28.0;33.0;43.15;44.51;44.8;42.38;40.81;39.25;38.01;37.94;38.06;39.09;42.51;46.83;47.21;45.95;45.47;42.71;41.21;
2020-02-07;PRICE_SP;41.21;37.05;32.19;30.55;30.55;35.55;40.09;44.8;48.11;47.0;43.01;41.75;40.5;38.88;37.7;36.55;37.51;40.0;42.08;44.0;44.01;43.27;41.75;38.84;
2020-02-08;PRICE_SP;41.03;40.0;37.01;34.69;32.75;33.3;36.08;35.0;38.36;40.13;41.53;41.07;40.13;40.38;39.5;38.4;38.3;40.0;41.3;43.01;43.28;43.01;40.46;38.59;
2020-02-09;PRICE_SP;33.56;30.76;30.0;27.8;29.1;29.1;29.1;29.1;29.5;32.1;32.1;30.5;29.1;29.5;29.1;25.01;23.6;25.2;29.1;34.05;37.05;36.3;32.1;29.1;
2020-02-10;PRICE_SP;27.5;25.31;17.9;16.0;16.0;24.0;28.5;36.1;36.59;37.2;34.51;33.16;32.51;30.0;29.01;29.15;29.3;33.6;37.3;44.6;48.05;46.01;37.61;33.6;
2020-02-11;PRICE_SP;40.68;40.0;37.0;37.05;37.58;40.2;41.5;42.26;44.01;44.1;43.04;41.89;41.69;41.69;40.95;40.95;41.01;41.5;43.04;47.51;49.15;47.98;42.0;40.95;
2020-02-12;PRICE_SP;44.23;43.01;43.38;42.78;42.62;42.43;42.88;44.62;46.96;48.05;47.27;46.46;45.65;45.45;43.98;43.38;43.0;43.39;44.23;46.0;46.46;44.68;42.42;39.46;
2020-02-13;PRICE_SP;33.97;35.0;31.19;31.11;30.65;31.19;35.92;39.61;40.01;41.35;40.51;39.95;39.01;38.39;36.07;36.31;38.01;39.56;41.51;45.45;46.46;45.95;41.01;39.31;
2020-02-14;PRICE_SP;40.01;40.2;40.61;40.2;38.55;40.61;42.15;42.6;45.66;45.05;43.0;41.14;39.02;40.13;37.8;37.23;38.51;40.0;42.62;46.6;47.43;46.5;43.17;43.0;
2020-02-15;PRICE_SP;41.35;38.85;36.01;33.37;36.01;36.49;36.49;37.58;37.58;39.55;38.5;35.45;30.76;30.61;29.1;27.5;27.5;30.11;36.31;39.55;39.55;38.51;36.79;30.61;
2020-02-16;PRICE_SP;28.0;26.65;25.0;25.0;21.99;21.99;24.03;25.0;25.49;26.1;26.49;23.0;18.15;16.51;18.55;5.95;5.1;19.75;26.8;36.14;37.58;37.69;36.49;30.01;
2020-02-17;PRICE_SP;31.69;28.5;28.0;27.0;27.0;28.03;35.6;39.4;42.2;41.14;40.2;38.01;37.39;36.91;35.78;34.11;35.77;36.79;36.79;41.01;43.4;42.6;38.1;37.58;
2020-02-18;PRICE_SP;34.19;31.7;34.35;33.38;31.7;33.5;31.69;38.0;41.55;41.55;41.55;39.02;40.0;41.17;39.0;39.8;39.52;39.79;41.55;42.06;43.5;41.69;39.8;37.47;
2020-02-19;PRICE_SP;41.56;40.0;37.58;37.58;37.58;40.0;42.01;43.51;43.15;43.35;43.02;42.77;42.35;42.69;42.01;42.57;42.77;42.81;44.65;48.01;50.33;47.75;44.55;43.52;
2020-02-20;PRICE_SP;43.01;41.06;40.2;37.99;37.22;39.01;39.06;42.37;44.81;44.81;43.69;42.37;42.77;42.36;42.01;42.07;42.77;43.69;44.65;47.3;47.66;45.01;43.61;41.19;
2020-02-21;PRICE_SP;33.18;31.5;30.19;29.95;30.0;31.51;35.75;40.25;40.75;41.66;41.0;40.75;39.75;39.25;38.62;38.43;38.62;41.0;44.51;49.08;50.24;48.84;45.5;42.55;
2020-02-22;PRICE_SP;42.02;40.12;38.35;38.5;38.35;38.51;37.29;38.1;39.1;39.42;39.96;39.0;38.01;37.85;37.47;36.85;36.85;37.9;39.59;44.51;46.5;45.01;42.6;41.5;
2020-02-23;PRICE_SP;38.01;38.01;36.69;35.75;35.48;35.25;35.0;35.0;33.62;32.51;32.05;31.15;31.85;32.05;31.15;30.15;30.01;32.15;37.51;45.5;48.38;48.36;47.01;42.8;
2020-02-24;PRICE_SP;42.07;40.51;40.63;39.88;39.46;39.38;41.88;45.44;47.2;46.02;43.53;42.11;41.29;39.63;39.63;37.72;39.33;40.63;41.8;44.73;46.26;44.0;40.63;35.0;
2020-02-25;PRICE_SP;33.13;31.75;29.4;28.03;25.97;26.47;29.55;32.77;37.0;38.1;33.77;34.63;33.35;33.13;29.61;28.3;27.0;29.71;36.02;39.94;41.82;40.68;33.68;33.01;
2020-02-26;PRICE_SP;27.55;25.9;24.9;24.48;24.48;25.01;31.24;34.54;37.64;37.01;34.02;33.13;32.1;30.45;28.14;27.61;28.21;30.82;35.71;42.17;41.75;41.31;35.51;33.68;
2020-02-27;PRICE_SP;32.07;28.54;27.04;25.17;25.45;28.81;33.0;34.63;35.01;34.67;33.37;32.0;30.0;25.58;22.0;20.87;23.07;28.88;33.13;41.23;39.13;35.68;33.77;31.77;
2020-02-28;PRICE_SP;30.0;30.88;30.01;30.88;32.44;32.14;35.01;40.74;43.88;40.12;37.81;37.2;35.71;35.01;30.95;31.03;31.51;33.38;34.51;35.34;34.94;34.97;29.01;26.5;
2020-02-29;PRICE_SP;20.01;16.75;13.71;12.0;9.6;9.04;10.6;14.21;14.91;17.0;16.75;16.5;16.75;15.99;15.0;14.75;15.0;19.36;20.81;24.03;22.35;21.86;21.0;20.3;
2020-03-01;PRICE_SP;16.99;13.8;13.53;7.7;5.64;5.67;9.29;10.25;10.16;12.57;13.8;13.3;14.0;11.0;9.97;9.07;12.0;14.0;18.15;22.48;28.0;26.1;23.49;20.3;
2020-03-02;PRICE_SP;20.0;16.0;10.15;9.68;9.25;9.98;17.5;23.0;24.49;25.0;24.0;23.0;22.98;21.26;18.15;17.39;17.5;22.98;24.49;36.01;37.75;35.04;30.88;28.97;
2020-03-03;PRICE_SP;25.35;23.5;21.0;19.96;18.96;19.96;23.5;26.9;27.9;28.6;26.9;25.48;25.0;24.13;23.0;22.98;23.03;24.15;26.0;35.53;40.2;38.19;30.05;27.15;
2020-03-04;PRICE_SP;30.1;26.07;24.57;23.57;23.57;25.0;30.85;35.1;36.07;37.64;36.72;34.95;34.92;34.05;32.07;31.1;32.07;33.05;33.2;41.02;43.58;37.53;33.78;31.82;
2020-03-05;PRICE_SP;27.85;24.8;22.05;22.05;21.41;22.0;23.8;26.3;28.51;28.95;28.35;26.0;25.3;24.3;22.05;21.99;21.9;23.03;24.35;28.35;30.24;27.85;26.9;25.3;
2020-03-06;PRICE_SP;21.7;20.0;17.08;16.0;15.0;18.0;21.7;25.0;25.8;25.27;22.32;19.99;17.0;16.3;12.61;9.56;13.74;18.5;23.03;29.49;35.46;31.71;30.5;28.51;
2020-03-07;PRICE_SP;29.1;25.5;24.51;24.03;24.0;24.03;25.3;25.8;26.0;28.06;28.25;26.0;25.3;25.06;24.94;25.0;25.03;27.02;31.01;37.61;35.0;34.7;33.53;30.79;
2020-03-08;PRICE_SP;31.5;25.5;25.0;24.4;24.4;24.4;25.0;24.84;24.59;25.0;25.0;25.0;24.0;24.0;24.4;23.0;22.9;25.71;31.97;34.86;34.02;33.17;31.99;30.41;
2020-03-09;PRICE_SP;25.8;25.0;25.09;24.77;24.47;25.3;28.01;35.5;37.68;37.64;35.5;34.54;33.48;35.04;33.53;32.02;32.09;33.64;35.17;39.09;40.5;37.64;35.04;33.99;
2020-03-10;PRICE_SP;28.6;28.1;25.8;25.5;25.5;27.55;29.5;35.68;37.84;38.51;37.27;36.84;37.1;36.84;35.02;35.01;35.0;36.56;37.05;40.34;44.5;40.6;38.15;36.16;
2020-03-11;PRICE_SP;37.55;37.21;36.84;36.84;36.84;37.52;38.37;40.05;39.46;39.0;37.84;37.55;37.52;36.84;36.19;36.21;36.39;37.21;37.87;43.05;48.28;45.0;38.87;38.71;
2020-03-12;PRICE_SP;38.88;38.17;37.77;37.54;37.54;37.77;38.42;41.18;41.58;41.52;40.51;39.51;39.51;39.01;38.17;38.07;37.69;37.69;37.69;39.63;40.01;38.88;37.69;36.38;
2020-03-13;PRICE_SP;26.3;22.81;22.89;24.09;24.06;25.0;29.62;32.07;34.88;36.12;37.11;37.17;37.53;37.58;37.17;37.17;37.17;37.58;38.17;42.5;41.53;40.07;39.01;38.1;
2020-03-14;PRICE_SP;37.33;37.17;36.09;35.24;35.02;34.99;34.41;33.56;34.83;34.94;35.01;34.83;34.41;34.83;34.41;31.51;30.07;31.34;37.17;38.53;40.61;40.67;38.91;38.31;
2020-03-15;PRICE_SP;37.68;35.01;30.01;27.8;27.8;27.4;27.5;27.1;25.89;26.87;27.1;25.78;24.43;23.0;20.9;14.0;14.0;19.5;26.0;32.08;33.01;33.01;30.18;27.19;
2020-03-16;PRICE_SP;22.9;20.23;20.17;20.0;19.92;22.4;25.88;32.17;32.69;32.17;28.0;25.88;24.83;25.0;25.23;25.5;25.0;25.5;25.91;33.31;37.03;35.0;33.51;30.24;
2020-03-17;PRICE_SP;24.2;22.99;22.16;21.8;21.8;22.94;24.2;30.01;32.33;31.37;29.32;28.48;25.59;25.0;24.51;24.02;26.09;30.04;32.94;38.23;39.43;37.31;35.0;32.5;
2020-03-18;PRICE_SP;30.87;24.0;23.69;23.69;23.69;23.9;24.69;30.59;31.48;31.48;31.24;31.27;31.48;31.48;31.3;31.0;30.87;31.27;32.94;40.38;40.01;37.71;35.12;32.48;
2020-03-19;PRICE_SP;29.22;28.29;28.87;28.79;28.51;29.29;30.25;31.57;32.06;29.75;29.01;29.65;29.75;29.79;29.79;30.0;29.75;30.0;29.75;33.64;36.42;35.16;32.11;28.79;
2020-03-20;PRICE_SP;28.12;25.0;24.19;24.09;24.19;24.2;24.09;24.19;28.01;29.04;29.04;29.77;30.54;30.79;29.78;29.01;28.51;28.01;29.01;30.54;35.03;33.03;29.54;26.21;
2020-03-21;PRICE_SP;25.51;22.54;25.51;25.51;26.01;26.01;27.0;23.99;26.04;27.85;27.51;27.58;27.6;28.0;27.8;27.6;27.5;27.5;28.0;30.01;34.83;34.57;31.22;28.0;
2020-03-22;PRICE_SP;28.11;27.2;27.05;27.11;27.1;27.11;27.55;26.0;24.03;26.08;27.55;28.3;27.61;28.7;27.85;26.61;24.51;23.5;27.05;30.23;32.57;31.82;30.01;27.05;
2020-03-23;PRICE_SP;30.14;27.89;25.0;24.53;24.09;25.0;28.64;30.94;31.05;31.51;31.32;31.09;31.32;31.59;30.78;29.14;27.9;26.23;27.51;33.14;33.99;32.05;28.71;23.5;
2020-03-24;PRICE_SP;23.4;21.49;21.24;20.9;20.74;21.24;23.63;25.88;27.51;29.6;28.84;29.39;29.84;31.05;29.85;28.09;27.51;27.72;27.51;33.78;34.06;33.6;31.05;30.03;
2020-03-25;PRICE_SP;32.8;32.22;31.1;31.1;31.1;31.55;32.72;32.05;32.05;31.62;31.32;31.1;31.95;32.47;31.6;30.12;28.51;28.79;30.01;34.48;33.78;33.22;32.47;30.02;
2020-03-26;PRICE_SP;28.01;21.0;20.46;19.9;19.6;19.8;22.2;25.53;25.0;21.32;19.5;19.5;19.5;19.5;16.82;18.19;18.9;19.5;21.33;32.46;30.21;31.0;30.02;28.51;
2020-03-27;PRICE_SP;22.49;19.0;18.54;18.25;18.5;20.6;24.65;26.95;25.91;22.67;22.0;25.23;27.23;27.75;27.51;27.2;25.92;26.56;28.0;30.0;30.75;30.5;29.51;26.01;
2020-03-28;PRICE_SP;28.85;27.75;26.1;25.0;24.0;24.9;26.51;24.0;25.0;26.0;27.11;27.75;28.85;29.95;30.01;29.5;28.5;28.85;29.9;30.01;31.48;31.12;30.05;29.4;
2020-03-29;PRICE_SP;27.13;23.77;18.84;18.0;18.0;18.84;18.84;17.8;17.4;17.55;18.0;19.5;23.35;24.0;18.0;15.82;15.0;14.0;16.99;17.9;26.1;20.14;20.59;;
2020-03-30;PRICE_SP;17.0;15.8;15.25;14.0;13.25;13.0;15.25;15.56;18.0;21.25;22.4;21.09;21.09;19.12;17.07;15.8;15.5;14.99;18.0;26.18;28.98;28.6;27.01;23.0;
2020-03-31;PRICE_SP;15.7;15.0;12.5;11.0;10.7;10.7;15.05;15.6;20.02;25.75;23.94;20.45;22.5;25.99;25.76;22.5;20.46;22.5;20.2;26.0;29.02;30.01;27.75;24.1;
2020-04-01;PRICE_SP;22.26;20.22;19.67;19.25;19.31;20.76;25.43;27.21;27.96;28.5;29.07;28.99;28.51;28.0;27.38;27.01;26.1;26.61;27.4;29.22;30.05;31.01;29.85;29.07;
2020-04-02;PRICE_SP;24.5;22.93;21.8;20.96;20.8;22.56;25.31;27.31;27.8;26.0;24.51;24.51;24.84;25.0;24.5;22.01;17.07;17.2;22.71;25.82;27.3;28.1;25.5;24.5;
2020-04-03;PRICE_SP;21.88;18.93;18.15;18.19;18.47;18.45;23.76;26.1;26.45;25.5;23.03;23.0;24.09;25.5;25.5;24.5;22.22;21.01;23.0;26.0;28.5;30.11;29.15;28.0;
2020-04-04;PRICE_SP;25.1;22.99;21.1;20.1;19.8;19.6;20.3;19.8;19.31;19.0;14.98;13.06;14.28;10.82;10.0;9.88;9.0;8.6;10.9;13.0;18.78;18.12;17.24;14.0;
2020-04-05;PRICE_SP;8.51;5.5;5.26;5.01;5.0;5.26;5.5;5.5;5.74;5.77;4.63;3.5;3.86;5.5;5.5;3.0;1.95;4.48;12.88;15.1;19.08;22.65;20.63;16.13;
2020-04-06;PRICE_SP;22.52;18.0;15.0;15.0;15.0;19.8;23.0;25.51;26.4;27.1;27.69;28.6;28.1;28.7;28.51;27.1;27.0;27.0;27.1;27.02;28.5;30.19;27.6;25.51;
2020-04-07;PRICE_SP;23.8;23.8;23.0;20.3;20.3;20.54;23.2;24.19;23.65;24.19;23.8;23.19;23.0;20.3;19.8;19.59;16.25;18.5;21.2;23.19;25.0;28.51;25.0;24.61;
2020-04-08;PRICE_SP;25.0;23.0;22.01;20.53;20.3;21.18;23.0;23.01;23.0;24.19;24.19;23.0;23.0;23.0;23.0;22.51;20.0;22.52;24.8;25.65;27.01;30.0;27.01;25.9;
2020-04-09;PRICE_SP;22.66;21.3;21.08;20.9;17.34;15.59;19.97;21.02;22.66;23.0;24.52;23.66;23.72;24.8;24.5;21.78;16.5;21.02;22.66;23.0;26.2;27.99;26.2;23.52;
2020-04-10;PRICE_SP;19.98;17.1;14.99;14.81;14.99;15.0;15.0;15.54;16.29;17.53;18.56;23.0;23.66;24.0;23.66;17.3;14.9;14.99;16.35;18.1;24.9;27.69;25.65;23.72;
2020-04-11;PRICE_SP;25.21;22.52;18.1;18.1;18.0;18.01;18.1;21.02;18.1;22.0;24.3;24.5;24.98;26.0;25.9;20.31;18.1;17.99;19.5;21.11;26.18;29.0;26.45;25.1;
2020-04-12;PRICE_SP;24.3;19.01;16.8;16.0;15.99;16.0;16.72;16.72;15.1;15.1;15.0;15.0;15.0;16.8;16.98;14.59;13.9;13.5;14.5;16.98;25.01;28.03;26.1;24.5;
2020-04-13;PRICE_SP;20.3;17.0;16.4;16.01;16.01;16.5;20.3;23.0;23.75;25.0;25.5;26.03;25.5;26.29;24.96;22.86;18.99;17.0;22.75;23.51;26.02;29.51;26.5;24.5;
2020-04-14;PRICE_SP;26.53;25.71;20.0;18.6;17.5;18.0;25.0;18.76;21.13;24.5;25.01;25.5;25.2;25.25;24.5;17.5;16.0;16.0;17.61;22.51;24.59;26.9;23.85;20.69;
2020-04-15;PRICE_SP;19.87;17.08;16.01;14.89;14.0;14.0;14.24;15.34;16.9;16.7;19.01;17.99;15.67;15.67;15.34;12.98;12.13;12.9;15.0;17.01;21.25;25.5;21.0;18.27;
2020-04-16;PRICE_SP;14.06;12.07;10.66;9.2;7.96;8.89;10.2;11.86;14.23;14.27;11.77;12.98;15.1;12.0;12.0;11.73;11.39;10.0;13.0;14.4;15.0;19.5;17.34;16.0;
2020-04-17;PRICE_SP;15.22;13.4;12.39;10.22;9.55;10.18;11.84;12.0;12.17;15.0;14.91;15.48;16.05;15.61;14.0;11.93;11.51;11.81;13.93;15.55;19.31;24.67;21.47;20.76;
2020-04-18;PRICE_SP;22.1;18.15;18.0;18.0;18.0;18.0;21.81;17.5;18.0;22.0;20.0;21.81;21.49;23.46;23.46;23.96;20.52;18.5;23.0;24.21;24.21;26.01;24.58;24.03;
2020-04-19;PRICE_SP;16.51;15.0;14.51;14.27;14.71;14.67;14.71;14.23;14.01;14.23;14.23;14.51;14.71;15.01;14.71;12.66;8.0;5.33;11.2;9.93;11.8;14.11;14.11;12.11;
2020-04-20;PRICE_SP;5.95;5.05;4.0;4.0;3.97;5.0;10.81;12.81;15.0;13.97;12.02;9.95;13.0;13.51;12.99;10.27;9.1;11.74;14.23;15.02;15.81;18.33;16.0;14.33;
2020-04-21;PRICE_SP;10.1;9.0;8.0;8.0;7.66;8.0;9.8;11.43;11.17;9.99;9.87;9.99;9.97;9.99;9.0;7.57;5.0;5.0;8.0;10.99;10.99;11.17;10.99;9.99;
2020-04-22;PRICE_SP;4.64;4.12;3.5;4.14;4.57;6.0;8.0;8.49;11.64;10.57;6.77;6.1;7.9;8.4;8.49;8.0;7.5;8.59;12.14;18.85;20.03;22.19;20.01;19.0;
2020-04-23;PRICE_SP;20.1;18.61;16.11;13.49;12.69;14.01;14.55;16.16;19.02;20.01;18.18;17.4;16.95;16.63;14.95;14.97;14.79;16.73;18.85;21.33;22.4;23.94;22.31;21.9;
2020-04-24;PRICE_SP;23.87;21.63;20.65;18.69;17.01;16.57;19.18;20.52;21.09;21.84;20.0;18.45;16.15;15.0;14.1;10.0;11.81;15.62;19.97;20.44;22.5;23.08;23.0;20.52;
2020-04-25;PRICE_SP;16.25;15.0;15.59;14.42;14.48;16.25;17.5;15.68;14.17;16.6;16.33;19.53;20.64;21.33;21.2;17.29;14.12;14.01;16.21;19.53;20.51;22.7;22.65;21.23;
2020-04-26;PRICE_SP;16.23;15.76;14.55;12.42;11.92;11.8;12.0;11.99;12.12;12.42;13.0;14.38;15.0;16.23;15.01;12.0;12.42;12.42;14.0;17.07;19.46;24.1;25.15;23.76;
2020-04-27;PRICE_SP;20.84;20.23;18.44;16.89;13.64;16.08;19.73;20.62;20.58;21.99;20.3;20.64;21.49;20.39;19.85;18.31;18.4;18.26;20.0;21.4;21.7;24.1;23.56;22.29;
2020-04-28;PRICE_SP;21.74;20.02;15.85;13.8;13.06;13.0;14.24;17.52;20.0;21.2;21.19;21.87;22.5;21.87;20.64;16.27;13.25;12.21;15.0;19.9;21.45;24.56;24.09;21.03;
2020-04-29;PRICE_SP;15.5;11.5;10.8;10.62;10.0;10.7;11.0;12.72;14.05;13.61;11.0;10.5;10.0;10.22;7.57;5.95;5.69;5.95;7.4;9.8;12.0;14.0;15.0;11.0;
2020-04-30;PRICE_SP;9.99;7.5;5.72;5.54;5.3;5.3;5.54;9.45;8.69;10.23;6.0;6.66;9.9;8.46;5.51;5.54;5.54;5.6;6.0;6.85;8.06;10.2;10.4;12.04;
2020-05-01;PRICE_SP;5.5;5.35;4.0;3.0;2.2;2.46;3.0;2.3;2.46;3.01;3.01;2.99;4.0;2.01;1.7;1.02;1.95;1.95;3.0;5.5;8.69;14.61;15.39;12.01;
2020-05-02;PRICE_SP;12.2;10.0;10.0;8.0;8.0;8.0;7.2;8.0;10.3;10.55;10.7;11.28;10.01;7.35;6.95;5.25;5.66;8.5;12.0;15.0;18.0;23.51;24.38;20.49;
