DATE;CONCEPT;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24;H25
2024-02-02;PRICE_SP;62.95;60.05;58.0;54.69;52.41;55.0;61.0;80.34;90.75;83.98;61.42;54.0;54.0;55.5;53.3;55.91;55.5;70.95;80.16;83.83;83.98;76.46;68.44;55.0;
2024-02-03;PRICE_SP;56.44;52.71;51.18;50.83;51.16;52.57;53.5;56.8;63.0;59.1;53.28;45.27;41.58;39.81;41.76;46.44;53.0;64.87;81.43;87.76;95.68;92.71;86.11;70.79;
2024-02-04;PRICE_SP;66.62;64.78;64.91;63.92;61.75;61.75;60.0;59.8;63.92;53.0;44.7;40.0;34.28;35.65;35.0;32.0;43.35;54.93;77.5;89.0;129.81;119.77;82.94;75.0;
2024-02-05;PRICE_SP;71.66;73.0;69.1;67.87;67.87;69.78;73.22;83.15;98.59;87.36;76.68;69.74;60.0;50.0;51.0;59.71;68.8;76.44;89.13;129.47;181.26;111.36;81.06;75.75;
2024-02-06;PRICE_SP;74.5;75.0;70.75;68.88;65.1;68.88;74.5;82.06;121.06;96.06;79.61;72.48;71.0;56.47;51.5;56.44;61.33;71.0;78.77;89.01;88.87;78.28;69.03;56.09;
2024-02-07;PRICE_SP;41.7;39.0;37.45;33.21;21.01;38.0;47.28;69.99;74.49;68.61;66.04;59.2;45.0;40.4;35.0;28.33;37.45;41.0;57.84;72.76;76.89;67.72;58.42;45.8;
2024-02-08;PRICE_SP;46.73;39.0;33.8;32.45;31.7;32.45;41.5;50.0;57.0;42.13;37.0;35.22;38.0;31.7;33.8;33.08;39.4;41.5;44.23;40.0;40.5;37.94;40.19;28.7;
2024-02-09;PRICE_SP;22.04;11.17;5.0;3.2;3.2;11.14;29.62;48.92;57.84;65.0;66.35;57.84;50.56;46.73;47.99;46.73;44.99;42.0;44.46;59.95;66.35;55.02;43.13;35.0;
2024-02-10;PRICE_SP;26.78;14.0;5.0;3.2;3.2;3.2;3.2;3.2;3.2;3.2;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.43;3.2;25.01;36.46;37.9;32.68;23.0;
2024-02-11;PRICE_SP;35.0;23.26;22.01;20.5;25.0;24.98;37.9;40.19;41.0;42.1;43.46;40.19;39.9;40.19;39.98;39.99;46.73;61.94;83.13;83.98;76.82;70.01;56.94;40.7;
2024-02-12;PRICE_SP;39.23;38.12;35.0;33.76;33.76;35.1;37.4;39.88;50.5;46.78;40.0;35.6;33.76;35.6;35.0;35.0;30.0;40.0;59.34;88.21;79.15;71.54;65.87;61.9;
2024-02-13;PRICE_SP;53.87;41.1;40.0;40.0;40.0;42.61;52.0;65.91;87.92;66.8;65.0;63.87;60.53;60.26;60.52;60.52;66.5;68.61;87.92;91.81;82.14;73.17;69.18;65.0;
2024-02-14;PRICE_SP;60.63;59.34;55.76;54.79;55.06;59.21;64.95;74.28;80.56;69.65;59.87;47.0;46.1;41.1;39.88;40.0;43.0;59.93;65.0;85.16;77.1;69.59;61.77;59.93;
2024-02-15;PRICE_SP;50.5;39.88;36.37;36.37;36.6;36.87;47.0;62.53;62.53;59.93;54.79;55.99;52.65;48.01;45.56;46.89;45.39;49.0;59.5;64.44;63.29;60.0;59.5;55.68;
2024-02-16;PRICE_SP;51.76;51.08;49.92;47.06;42.0;46.0;51.57;60.5;66.06;59.0;48.73;47.06;42.1;44.2;42.1;42.1;47.06;52.08;63.22;77.93;73.09;69.66;65.94;61.6;
2024-02-17;PRICE_SP;46.8;46.0;46.0;45.0;45.0;44.23;44.23;45.27;46.34;44.5;40.0;35.0;33.2;33.5;32.4;30.7;33.5;45.27;65.68;82.93;75.03;70.75;68.2;69.11;
2024-02-18;PRICE_SP;59.98;54.81;51.05;49.16;47.72;48.47;46.02;48.97;47.28;43.03;40.0;35.6;34.8;33.5;33.2;30.18;32.2;41.2;51.96;63.91;64.71;59.83;57.33;53.94;
2024-02-19;PRICE_SP;44.0;44.33;44.63;43.91;43.67;41.5;44.0;55.0;59.04;44.0;39.5;31.23;30.6;30.6;30.0;27.79;31.23;43.22;53.52;66.28;72.26;65.22;54.1;53.52;
2024-02-20;PRICE_SP;43.74;41.43;37.88;37.0;38.0;41.0;47.96;61.0;56.28;47.67;32.2;28.6;28.76;28.76;28.6;29.68;30.62;43.06;72.64;75.44;181.0;119.47;63.16;54.76;
2024-02-21;PRICE_SP;52.84;49.5;46.99;44.95;45.68;50.35;50.98;69.6;76.7;48.77;35.0;32.72;33.2;30.0;28.6;28.6;32.0;36.0;47.67;63.47;54.76;47.91;43.76;37.14;
2024-02-22;PRICE_SP;22.73;16.29;14.0;14.0;11.27;11.27;16.17;14.69;16.2;13.75;10.07;8.87;3.5;3.2;3.2;3.2;5.0;9.0;10.07;9.99;11.8;13.0;10.07;5.67;
2024-02-23;PRICE_SP;9.57;4.09;3.2;1.83;2.58;3.2;6.8;11.0;11.22;6.8;3.2;3.2;3.0;0.43;0.01;0.01;0.43;3.2;11.17;15.1;17.15;18.36;13.94;11.69;
2024-02-24;PRICE_SP;7.41;5.0;3.2;4.2;5.0;5.0;6.2;8.18;7.41;3.7;3.2;0.0;0.0;0.0;0.0;0.0;0.0;3.2;8.22;15.83;32.37;25.0;14.0;9.48;
2024-02-25;PRICE_SP;4.3;3.2;3.2;3.2;3.2;3.0;3.2;3.2;3.2;3.2;3.2;3.2;0.43;0.43;0.43;0.0;0.01;2.33;3.3;4.82;7.0;7.2;5.0;3.2;
2024-02-26;PRICE_SP;3.2;3.2;0.1;0.1;0.1;3.0;3.2;11.24;10.5;3.35;3.2;3.2;0.43;0.43;0.01;0.0;0.2;3.2;3.21;10.0;11.75;10.0;4.7;3.3;
2024-02-27;PRICE_SP;2.58;1.0;0.0;0.0;0.0;0.0;3.2;4.38;4.8;3.2;0.43;0.0;0.0;0.0;0.0;0.0;0.43;1.8;4.51;10.0;25.0;14.0;6.56;5.83;
2024-02-28;PRICE_SP;3.2;3.2;3.2;3.2;3.2;3.2;3.2;5.68;5.9;3.2;0.43;0.0;0.0;0.0;0.0;0.0;0.0;3.2;10.54;25.0;66.96;50.0;19.71;11.29;
2024-02-29;PRICE_SP;14.67;10.0;6.48;6.0;5.68;5.83;5.6;10.67;10.0;5.9;3.2;0.1;0.0;0.0;0.0;0.0;0.0;0.01;3.28;5.0;7.97;6.33;5.0;3.4;
2024-03-01;PRICE_SP;2.17;0.5;0.2;0.1;0.01;0.5;3.0;3.25;3.25;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.84;3.25;5.68;10.1;6.48;5.0;3.8;
2024-03-02;PRICE_SP;3.2;2.0;0.5;0.01;0.01;0.0;0.1;2.1;2.17;2.05;1.68;0.01;0.0;0.01;0.01;0.01;1.02;2.1;3.2;8.12;31.25;30.6;5.6;4.2;
2024-03-03;PRICE_SP;1.8;0.1;0.0;0.0;0.0;0.0;0.01;0.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.06;7.98;29.6;30.6;14.0;4.6;
2024-03-04;PRICE_SP;6.0;3.2;3.2;3.2;3.19;3.2;3.2;20.0;25.0;15.0;7.6;3.2;3.2;2.91;1.68;1.0;2.33;3.2;5.0;14.0;25.0;17.98;12.5;6.1;
2024-03-05;PRICE_SP;7.36;4.66;4.66;5.0;6.0;8.23;24.1;50.01;61.45;17.63;8.0;4.6;4.0;3.9;3.9;4.0;5.83;17.0;50.51;125.17;129.47;99.12;85.41;72.86;
2024-03-06;PRICE_SP;71.0;50.5;50.51;50.01;41.64;50.01;65.68;106.64;108.7;25.0;14.24;5.96;4.07;3.9;3.87;3.9;5.87;18.75;41.64;119.27;103.75;80.15;54.46;23.67;
2024-03-07;PRICE_SP;14.13;4.89;3.51;3.2;3.2;3.2;4.89;14.0;17.0;5.7;3.9;3.2;2.0;0.43;0.43;0.43;0.76;3.2;5.48;24.67;35.0;30.0;16.0;5.33;
2024-03-08;PRICE_SP;3.2;0.59;0.35;0.05;0.01;0.13;3.2;4.0;4.0;3.2;0.43;0.0;0.0;0.0;0.0;0.0;0.0;2.41;1.59;3.2;5.98;4.0;3.2;0.43;
2024-03-09;PRICE_SP;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.13;0.43;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.2;3.2;3.5;3.2;3.2;0.2;
2024-03-10;PRICE_SP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.19;3.2;3.2;3.2;0.1;
2024-03-11;PRICE_SP;0.1;0.0;0.0;0.0;0.0;0.0;1.68;4.97;3.2;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.51;70.0;87.97;76.64;75.0;26.1;
2024-03-12;PRICE_SP;35.0;27.3;25.0;24.6;25.0;25.0;60.02;89.8;75.0;20.0;0.5;0.43;0.15;0.1;0.1;0.42;3.0;20.1;60.02;98.99;173.82;117.9;70.54;61.99;
2024-03-13;PRICE_SP;55.09;35.0;26.1;24.1;24.74;25.11;57.54;88.03;86.74;22.08;10.0;3.2;3.0;2.3;2.01;2.3;3.2;21.62;76.41;98.78;134.32;89.05;68.26;57.56;
2024-03-14;PRICE_SP;37.48;31.05;26.1;24.6;24.6;31.05;36.83;87.85;70.0;35.0;31.05;12.0;10.2;9.14;3.5;3.2;9.14;21.71;35.0;85.82;78.25;62.8;59.91;37.48;
2024-03-15;PRICE_SP;34.97;27.2;24.1;23.6;20.89;24.1;33.26;51.92;40.33;24.1;15.35;15.05;12.43;10.95;10.55;10.55;15.15;25.0;40.0;88.01;123.58;110.0;74.9;49.59;
2024-03-16;PRICE_SP;45.18;42.31;37.99;35.58;35.0;41.17;48.28;37.45;26.45;14.77;10.5;5.42;3.2;3.2;1.0;0.43;4.25;13.45;30.0;80.5;82.61;73.35;51.06;35.58;
2024-03-17;PRICE_SP;35.0;30.0;25.15;25.15;25.15;25.0;21.45;24.0;11.25;11.34;9.72;0.43;0.43;0.43;0.43;0.43;9.72;14.95;35.0;79.96;77.89;72.33;72.1;65.91;
2024-03-18;PRICE_SP;64.12;50.3;48.85;48.85;46.03;44.28;61.71;94.68;94.45;52.61;42.1;35.0;35.0;35.0;35.0;35.5;43.86;47.7;73.45;125.16;114.24;95.85;77.8;70.51;
2024-03-19;PRICE_SP;69.14;65.06;58.13;56.18;53.0;58.76;76.18;101.64;95.87;58.13;37.28;35.26;35.0;35.0;35.0;35.0;35.54;54.5;76.62;128.96;110.0;92.01;81.75;76.1;
2024-03-20;PRICE_SP;70.0;68.57;60.78;50.53;42.84;58.0;68.0;88.38;85.25;61.76;35.7;35.0;33.26;27.0;27.28;28.69;34.15;35.43;61.02;97.01;100.76;79.25;68.0;50.0;
2024-03-21;PRICE_SP;35.0;34.47;33.97;34.17;34.07;35.0;35.0;55.96;45.02;35.0;30.0;17.27;15.99;14.0;10.83;10.61;15.98;26.1;35.0;70.4;84.0;65.86;48.0;40.0;
2024-03-22;PRICE_SP;25.0;20.1;17.2;16.7;18.9;25.0;35.0;49.19;35.0;20.0;14.5;7.0;3.35;2.44;1.1;3.19;3.35;14.7;35.0;57.3;53.92;35.0;29.16;15.6;
2024-03-23;PRICE_SP;3.2;3.03;0.9;2.71;2.05;2.0;2.1;2.3;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;3.19;3.2;9.01;7.18;3.2;3.2;
2024-03-24;PRICE_SP;0.16;0.0;0.0;0.0;0.0;0.0;0.01;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;3.2;16.7;35.0;35.0;35.0;35.0;
2024-03-25;PRICE_SP;35.0;30.0;28.26;30.5;28.35;34.47;35.0;75.75;59.0;35.0;20.0;13.3;12.21;4.0;3.2;2.1;3.12;3.2;3.2;20.02;35.0;29.11;17.2;12.9;
2024-03-26;PRICE_SP;3.2;3.19;1.54;1.0;0.98;0.98;3.2;4.0;3.2;1.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.55;2.0;5.0;14.0;7.5;3.2;1.69;
2024-03-27;PRICE_SP;3.2;0.57;0.01;0.0;0.0;0.0;0.1;0.54;0.43;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43;3.17;3.2;3.2;3.02;0.12;
2024-03-28;PRICE_SP;0.4;0.0;0.0;0.0;0.0;0.0;0.02;0.34;0.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.6;3.2;3.2;3.2;3.2;1.47;
2024-03-29;PRICE_SP;2.0;0.58;0.52;0.5;0.57;1.0;2.0;3.1;1.47;1.0;0.9;0.77;0.53;0.5;0.47;0.4;0.4;0.5;3.2;6.82;17.47;21.42;16.0;15.14;
2024-03-30;PRICE_SP;10.6;6.66;4.91;3.2;3.2;4.0;6.0;5.04;3.2;1.0;0.58;0.43;0.43;0.43;0.43;0.43;0.5;1.47;3.5;9.36;16.7;16.27;6.66;3.38;
2024-03-31;PRICE_SP;3.2;1.63;0.5;0.5;0.5;0.6;0.5;0.6;0.5;0.5;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.69;3.2;3.2;1.63;;
2024-04-01;PRICE_SP;0.7;0.02;0.0;0.0;0.0;0.0;0.13;1.19;0.94;0.13;0.0;0.0;0.0;0.0;-0.01;-0.01;-0.01;0.0;0.0;0.44;11.33;21.43;17.47;12.58;
2024-04-02;PRICE_SP;3.6;3.25;3.25;1.63;2.0;3.25;20.0;35.0;35.0;10.02;1.63;0.44;0.44;0.01;0.0;0.0;0.01;0.94;2.77;8.69;34.9;35.0;29.6;5.0;
2024-04-03;PRICE_SP;3.25;1.68;1.35;1.0;0.09;1.0;3.25;28.07;34.9;5.5;2.0;0.44;0.0;0.0;0.0;0.0;0.0;0.0;0.4;6.76;35.0;35.0;31.62;25.43;
2024-04-04;PRICE_SP;2.6;0.44;3.25;4.99;3.25;3.25;3.25;11.19;13.47;3.74;0.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.25;10.0;25.0;4.6;3.25;
2024-04-05;PRICE_SP;0.44;0.48;0.01;0.0;0.0;0.0;0.4;3.25;2.97;0.0;0.0;0.0;0.0;0.0;-0.01;-0.01;0.0;0.0;0.0;0.0;0.02;2.0;1.0;0.0;
2024-04-06;PRICE_SP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.01;-0.01;-0.01;-0.01;-0.01;-0.02;-0.01;-0.01;0.0;0.01;3.25;8.0;3.44;3.25;
2024-04-07;PRICE_SP;0.97;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.01;-0.01;-0.01;-0.01;0.0;0.0;0.4;25.0;35.0;25.0;10.66;
2024-04-08;PRICE_SP;1.33;0.0;0.0;0.0;0.0;0.0;0.0;3.25;3.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.01;0.0;0.0;0.0;0.44;3.25;1.0;0.0;
2024-04-09;PRICE_SP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.01;-0.02;-0.02;-0.02;-0.02;-0.02;-0.02;0.0;0.01;5.0;14.72;6.35;5.0;
2024-04-10;PRICE_SP;4.21;3.25;1.0;0.44;0.35;1.0;2.17;35.0;7.68;0.0;-0.01;-0.03;-0.03;-0.03;-0.05;-0.05;-0.05;-0.05;-0.01;0.0;6.0;34.45;5.0;3.25;
2024-04-11;PRICE_SP;3.25;1.0;0.04;0.0;0.0;1.47;3.6;22.42;17.04;0.01;0.0;-0.01;-0.01;-0.01;-0.02;-0.01;-0.01;-0.01;0.0;4.9;60.0;70.95;70.01;34.08;
2024-04-12;PRICE_SP;23.77;15.37;12.5;11.94;12.49;16.93;33.47;78.44;74.04;5.85;0.0;0.0;0.0;-0.06;-0.06;-0.1;-0.03;0.0;0.0;15.77;39.35;74.23;38.05;26.67;
2024-04-13;PRICE_SP;24.15;17.73;17.15;11.13;7.74;6.79;10.39;11.76;13.26;0.01;-0.02;-0.1;-0.1;-0.1;-0.2;-0.4;-0.4;-0.08;0.0;3.25;24.96;35.0;24.26;13.83;
2024-04-14;PRICE_SP;5.79;2.74;1.69;1.51;3.25;6.35;12.86;13.0;5.6;0.0;-0.53;-1.0;-1.0;-1.0;-1.0;-1.01;-1.01;-0.25;-0.02;2.5;18.41;30.77;19.72;17.0;
2024-04-15;PRICE_SP;7.3;3.25;1.77;0.44;0.03;0.07;1.0;10.75;18.7;1.5;0.0;0.0;-0.01;-0.04;-0.1;-0.32;-1.0;-0.09;0.0;0.44;10.0;19.72;6.0;4.2;
2024-04-16;PRICE_SP;0.44;0.0;0.0;0.0;0.0;0.0;0.08;6.0;4.47;0.0;-0.01;-0.01;-0.03;-0.1;-0.1;-0.1;-0.13;-0.1;-0.01;0.0;4.15;10.01;5.0;3.25;
2024-04-17;PRICE_SP;3.25;3.25;1.77;1.24;1.0;1.5;3.25;19.72;5.0;0.44;0.0;-0.01;-0.02;-0.03;-0.05;-0.05;-0.03;-0.01;0.0;0.44;6.0;22.34;6.0;3.25;
2024-04-18;PRICE_SP;3.25;2.9;2.2;2.0;1.77;2.0;3.25;21.03;6.0;1.77;0.0;0.0;0.0;0.0;0.0;-0.01;0.0;0.0;0.0;2.0;12.17;30.77;14.21;3.6;
2024-04-19;PRICE_SP;13.07;12.17;12.59;13.75;9.02;17.59;25.73;35.0;35.0;8.6;3.35;3.25;0.6;0.04;0.02;0.0;0.0;2.5;7.62;21.96;34.96;37.52;35.0;35.0;
2024-04-20;PRICE_SP;24.69;10.0;11.39;10.0;9.57;7.0;7.54;8.43;7.42;2.1;0.44;0.05;0.0;0.0;0.0;-0.04;-0.07;-0.01;0.04;3.25;7.88;10.0;8.58;7.54;
2024-04-21;PRICE_SP;3.25;3.25;3.22;3.25;3.25;3.25;3.6;7.46;3.25;0.44;0.0;-0.01;-0.07;-1.21;-1.49;-1.5;-1.32;-0.25;-0.01;0.44;3.35;8.93;7.46;3.6;
2024-04-22;PRICE_SP;3.0;2.0;1.1;1.01;0.49;1.0;1.1;3.25;1.1;0.0;0.0;-0.01;-0.03;-0.05;-0.1;-0.25;-0.3;-0.1;0.0;0.45;6.0;12.81;7.62;5.54;
2024-04-23;PRICE_SP;6.15;3.6;3.25;3.35;3.6;5.0;6.58;20.0;6.9;0.5;0.0;0.0;0.0;0.0;-0.01;-0.01;-0.01;0.0;0.0;1.0;12.17;35.0;24.89;8.21;
2024-04-24;PRICE_SP;23.21;16.05;12.08;11.28;10.7;11.93;17.33;33.69;24.89;5.0;1.0;0.04;0.0;0.0;0.0;0.0;0.0;0.04;3.25;24.89;35.02;101.48;78.85;35.01;
2024-04-25;PRICE_SP;38.07;35.02;35.01;35.01;35.01;35.01;38.69;100.0;66.85;35.0;26.96;22.3;19.29;15.65;9.99;7.0;6.0;9.35;22.3;32.56;88.61;109.9;91.35;79.74;
2024-04-26;PRICE_SP;79.87;74.0;65.15;74.07;77.1;73.88;91.82;104.06;96.06;81.08;35.33;35.0;33.75;31.2;21.2;20.1;16.98;20.2;24.89;35.0;58.53;96.06;81.49;52.97;
2024-04-27;PRICE_SP;47.88;40.0;35.0;35.0;35.0;35.0;35.0;34.21;30.0;15.4;7.3;3.25;0.03;0.0;0.0;0.0;0.0;0.0;0.44;14.98;45.51;65.27;62.78;58.52;
2024-04-28;PRICE_SP;56.39;38.96;39.6;35.01;35.01;35.5;35.76;36.73;35.0;14.98;0.44;0.0;0.0;0.0;0.0;0.0;-0.01;0.0;20.66;35.01;58.88;78.56;72.21;60.65;
2024-04-29;PRICE_SP;63.15;60.05;58.93;58.87;56.0;58.52;52.25;102.26;96.24;59.79;45.5;36.73;35.1;35.01;35.01;35.01;35.0;35.2;40.74;60.53;87.21;97.92;83.75;69.77;
2024-04-30;PRICE_SP;73.73;57.83;58.99;68.81;64.77;77.13;85.36;99.32;84.41;58.0;41.0;35.01;28.26;15.1;17.5;19.14;17.5;20.4;31.96;48.25;60.1;83.91;70.98;65.0;
2024-05-01;PRICE_SP;35.01;34.99;21.07;19.77;17.83;17.83;18.97;17.83;8.0;3.0;-0.01;-0.07;-0.06;-1.0;-1.26;-1.29;-1.29;-0.13;0.0;0.44;19.0;35.0;33.4;23.71;
