id;name;value;datetime
1167;Generación medida Energía residual;0.878;2024-01-01 03:00:00+01:00
1168;Generación medida Biomasa;177.635;2024-01-01 03:00:00+01:00
1154;Generación medida Hulla antracita;272.887;2024-01-01 04:00:00+01:00
1151;Generación medida Hidráulica no UGH;705.885;2024-01-01 04:00:00+01:00
1170;Generación medida Residuos domésticos y similares;178.761;2024-01-01 04:00:00+01:00
1163;Generación medida Océano y geotérmica;0.069;2024-01-01 04:00:00+01:00
1167;Generación medida Energía residual;0.783;2024-01-01 04:00:00+01:00
1169;Generación medida Biogás;77.23;2024-01-01 04:00:00+01:00
1171;Generación medida Residuos varios;39.827;2024-01-01 04:00:00+01:00
1150;Generación medida Hidráulica UGH;1372.746;2024-01-01 04:00:00+01:00
10195;Generación medida total tipo producción;20336.848;2024-01-01 04:00:00+01:00
1159;Generación medida Eólica terrestre;5121.134;2024-01-01 04:00:00+01:00
1153;Generación medida Nuclear;7131.306;2024-01-01 04:00:00+01:00
1161;Generación medida Solar fotovoltaica;1.123;2024-01-01 04:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1189.563;2024-01-01 04:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.329;2024-01-01 04:00:00+01:00
1156;Generación medida Ciclo combinado;3387.779;2024-01-01 04:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;2.756;2024-01-01 04:00:00+01:00
1168;Generación medida Biomasa;178.504;2024-01-01 04:00:00+01:00
1150;Generación medida Hidráulica UGH;1111.987;2024-01-01 05:00:00+01:00
1153;Generación medida Nuclear;7129.117;2024-01-01 05:00:00+01:00
1171;Generación medida Residuos varios;39.98;2024-01-01 05:00:00+01:00
1151;Generación medida Hidráulica no UGH;686.611;2024-01-01 05:00:00+01:00
1154;Generación medida Hulla antracita;272.968;2024-01-01 05:00:00+01:00
10195;Generación medida total tipo producción;20311.728;2024-01-01 05:00:00+01:00
1168;Generación medida Biomasa;175.176;2024-01-01 05:00:00+01:00
1163;Generación medida Océano y geotérmica;0.063;2024-01-01 05:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.138;2024-01-01 05:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;3.602;2024-01-01 05:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.322;2024-01-01 05:00:00+01:00
1156;Generación medida Ciclo combinado;3574.287;2024-01-01 05:00:00+01:00
1170;Generación medida Residuos domésticos y similares;177.788;2024-01-01 05:00:00+01:00
1169;Generación medida Biogás;76.75;2024-01-01 05:00:00+01:00
1159;Generación medida Eólica terrestre;5098.588;2024-01-01 05:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1194.715;2024-01-01 05:00:00+01:00
1167;Generación medida Energía residual;0.622;2024-01-01 05:00:00+01:00
1163;Generación medida Océano y geotérmica;0.058;2024-01-01 06:00:00+01:00
10195;Generación medida total tipo producción;20430.357;2024-01-01 06:00:00+01:00
1169;Generación medida Biogás;76.191;2024-01-01 06:00:00+01:00
1159;Generación medida Eólica terrestre;5156.762;2024-01-01 06:00:00+01:00
1171;Generación medida Residuos varios;37.755;2024-01-01 06:00:00+01:00
1151;Generación medida Hidráulica no UGH;672.999;2024-01-01 06:00:00+01:00
1170;Generación medida Residuos domésticos y similares;175.532;2024-01-01 06:00:00+01:00
1168;Generación medida Biomasa;174.631;2024-01-01 06:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;3.15;2024-01-01 06:00:00+01:00
1162;Generación medida Solar térmica;2.376;2024-01-01 06:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.312;2024-01-01 06:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.228;2024-01-01 06:00:00+01:00
1153;Generación medida Nuclear;7127.886;2024-01-01 06:00:00+01:00
1167;Generación medida Energía residual;0.511;2024-01-01 06:00:00+01:00
1154;Generación medida Hulla antracita;273.028;2024-01-01 06:00:00+01:00
1156;Generación medida Ciclo combinado;3456.948;2024-01-01 06:00:00+01:00
1150;Generación medida Hidráulica UGH;1148.76;2024-01-01 06:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1210.768;2024-01-01 06:00:00+01:00
10195;Generación medida total tipo producción;20825.451;2024-01-01 07:00:00+01:00
1159;Generación medida Eólica terrestre;5350.743;2024-01-01 07:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1210.452;2024-01-01 07:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.337;2024-01-01 07:00:00+01:00
1169;Generación medida Biogás;76.227;2024-01-01 07:00:00+01:00
1150;Generación medida Hidráulica UGH;1440.583;2024-01-01 07:00:00+01:00
1170;Generación medida Residuos domésticos y similares;176.626;2024-01-01 07:00:00+01:00
1153;Generación medida Nuclear;7128.064;2024-01-01 07:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;2.637;2024-01-01 07:00:00+01:00
1156;Generación medida Ciclo combinado;3432.896;2024-01-01 07:00:00+01:00
1163;Generación medida Océano y geotérmica;0.076;2024-01-01 07:00:00+01:00
1161;Generación medida Solar fotovoltaica;1.685;2024-01-01 07:00:00+01:00
1168;Generación medida Biomasa;178.419;2024-01-01 07:00:00+01:00
1171;Generación medida Residuos varios;36.97;2024-01-01 07:00:00+01:00
1154;Generación medida Hulla antracita;272.887;2024-01-01 07:00:00+01:00
1162;Generación medida Solar térmica;9.221;2024-01-01 07:00:00+01:00
1151;Generación medida Hidráulica no UGH;671.315;2024-01-01 07:00:00+01:00
1167;Generación medida Energía residual;0.447;2024-01-01 07:00:00+01:00
1162;Generación medida Solar térmica;13.464;2024-01-01 08:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.436;2024-01-01 08:00:00+01:00
1161;Generación medida Solar fotovoltaica;31.804;2024-01-01 08:00:00+01:00
1154;Generación medida Hulla antracita;272.768;2024-01-01 08:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1212.103;2024-01-01 08:00:00+01:00
1163;Generación medida Océano y geotérmica;0.059;2024-01-01 08:00:00+01:00
1167;Generación medida Energía residual;0.542;2024-01-01 08:00:00+01:00
1150;Generación medida Hidráulica UGH;1452.82;2024-01-01 08:00:00+01:00
10195;Generación medida total tipo producción;20752.015;2024-01-01 08:00:00+01:00
1159;Generación medida Eólica terrestre;5569.723;2024-01-01 08:00:00+01:00
1151;Generación medida Hidráulica no UGH;662.244;2024-01-01 08:00:00+01:00
1153;Generación medida Nuclear;7127.785;2024-01-01 08:00:00+01:00
1171;Generación medida Residuos varios;38.444;2024-01-01 08:00:00+01:00
1168;Generación medida Biomasa;176.245;2024-01-01 08:00:00+01:00
1169;Generación medida Biogás;77.197;2024-01-01 08:00:00+01:00
1156;Generación medida Ciclo combinado;3370.533;2024-01-01 08:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;14.507;2024-01-01 08:00:00+01:00
1170;Generación medida Residuos domésticos y similares;176.809;2024-01-01 08:00:00+01:00
1150;Generación medida Hidráulica UGH;1307.192;2024-01-01 09:00:00+01:00
1171;Generación medida Residuos varios;36.484;2024-01-01 09:00:00+01:00
1161;Generación medida Solar fotovoltaica;1489.481;2024-01-01 09:00:00+01:00
1159;Generación medida Eólica terrestre;5766.01;2024-01-01 09:00:00+01:00
1168;Generación medida Biomasa;177.84;2024-01-01 09:00:00+01:00
10195;Generación medida total tipo producción;22537.381;2024-01-01 09:00:00+01:00
1169;Generación medida Biogás;75.83;2024-01-01 09:00:00+01:00
1162;Generación medida Solar térmica;13.515;2024-01-01 09:00:00+01:00
1154;Generación medida Hulla antracita;272.808;2024-01-01 09:00:00+01:00
1167;Generación medida Energía residual;0.593;2024-01-01 09:00:00+01:00
1151;Generación medida Hidráulica no UGH;665.432;2024-01-01 09:00:00+01:00
1156;Generación medida Ciclo combinado;3693.099;2024-01-01 09:00:00+01:00
1170;Generación medida Residuos domésticos y similares;178.061;2024-01-01 09:00:00+01:00
1153;Generación medida Nuclear;7128.845;2024-01-01 09:00:00+01:00
1163;Generación medida Océano y geotérmica;0.058;2024-01-01 09:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;27.245;2024-01-01 09:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1217.067;2024-01-01 09:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.31;2024-01-01 09:00:00+01:00
1163;Generación medida Océano y geotérmica;0.093;2024-01-01 10:00:00+01:00
1161;Generación medida Solar fotovoltaica;4919.024;2024-01-01 10:00:00+01:00
1162;Generación medida Solar térmica;12.91;2024-01-01 10:00:00+01:00
1151;Generación medida Hidráulica no UGH;649.451;2024-01-01 10:00:00+01:00
1167;Generación medida Energía residual;0.573;2024-01-01 10:00:00+01:00
1168;Generación medida Biomasa;172.198;2024-01-01 10:00:00+01:00
1156;Generación medida Ciclo combinado;2552.214;2024-01-01 10:00:00+01:00
1170;Generación medida Residuos domésticos y similares;176.38;2024-01-01 10:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;28.025;2024-01-01 10:00:00+01:00
1153;Generación medida Nuclear;7129.3;2024-01-01 10:00:00+01:00
1150;Generación medida Hidráulica UGH;1032.637;2024-01-01 10:00:00+01:00
1159;Generación medida Eólica terrestre;5627.63;2024-01-01 10:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.154;2024-01-01 10:00:00+01:00
10195;Generación medida total tipo producción;24327.267;2024-01-01 10:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1155.496;2024-01-01 10:00:00+01:00
1171;Generación medida Residuos varios;34.503;2024-01-01 10:00:00+01:00
1169;Generación medida Biogás;69.981;2024-01-01 10:00:00+01:00
1154;Generación medida Hulla antracita;272.767;2024-01-01 10:00:00+01:00
1154;Generación medida Hulla antracita;272.747;2024-01-01 11:00:00+01:00
1171;Generación medida Residuos varios;34.747;2024-01-01 11:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.143;2024-01-01 11:00:00+01:00
1168;Generación medida Biomasa;170.155;2024-01-01 11:00:00+01:00
1156;Generación medida Ciclo combinado;2122.111;2024-01-01 11:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;26.942;2024-01-01 11:00:00+01:00
1150;Generación medida Hidráulica UGH;921.724;2024-01-01 11:00:00+01:00
10195;Generación medida total tipo producción;26794.207;2024-01-01 11:00:00+01:00
1153;Generación medida Nuclear;7129.106;2024-01-01 11:00:00+01:00
1151;Generación medida Hidráulica no UGH;636.08;2024-01-01 11:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1102.743;2024-01-01 11:00:00+01:00
1163;Generación medida Océano y geotérmica;0.081;2024-01-01 11:00:00+01:00
1169;Generación medida Biogás;69.775;2024-01-01 11:00:00+01:00
1161;Generación medida Solar fotovoltaica;7957.429;2024-01-01 11:00:00+01:00
1167;Generación medida Energía residual;0.871;2024-01-01 11:00:00+01:00
1170;Generación medida Residuos domésticos y similares;179.377;2024-01-01 11:00:00+01:00
1162;Generación medida Solar térmica;14.587;2024-01-01 11:00:00+01:00
1159;Generación medida Eólica terrestre;5566.33;2024-01-01 11:00:00+01:00
1163;Generación medida Océano y geotérmica;0.097;2024-01-01 12:00:00+01:00
1156;Generación medida Ciclo combinado;1818.83;2024-01-01 12:00:00+01:00
1154;Generación medida Hulla antracita;267.648;2024-01-01 12:00:00+01:00
1151;Generación medida Hidráulica no UGH;602.449;2024-01-01 12:00:00+01:00
1169;Generación medida Biogás;70.967;2024-01-01 12:00:00+01:00
1167;Generación medida Energía residual;0.619;2024-01-01 12:00:00+01:00
1161;Generación medida Solar fotovoltaica;9891.966;2024-01-01 12:00:00+01:00
10195;Generación medida total tipo producción;29083.148;2024-01-01 12:00:00+01:00
1153;Generación medida Nuclear;7130.179;2024-01-01 12:00:00+01:00
1159;Generación medida Eólica terrestre;6461.203;2024-01-01 12:00:00+01:00
1150;Generación medida Hidráulica UGH;647.797;2024-01-01 12:00:00+01:00
1171;Generación medida Residuos varios;34.771;2024-01-01 12:00:00+01:00
1168;Generación medida Biomasa;173.781;2024-01-01 12:00:00+01:00
1170;Generación medida Residuos domésticos y similares;177.978;2024-01-01 12:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1096.994;2024-01-01 12:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.183;2024-01-01 12:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;28.276;2024-01-01 12:00:00+01:00
1162;Generación medida Solar térmica;63.479;2024-01-01 12:00:00+01:00
1170;Generación medida Residuos domésticos y similares;178.612;2024-01-01 13:00:00+01:00
1167;Generación medida Energía residual;0.608;2024-01-01 13:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1104.663;2024-01-01 13:00:00+01:00
1169;Generación medida Biogás;70.276;2024-01-01 13:00:00+01:00
1159;Generación medida Eólica terrestre;6183.774;2024-01-01 13:00:00+01:00
1156;Generación medida Ciclo combinado;1851.467;2024-01-01 13:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.115;2024-01-01 13:00:00+01:00
1162;Generación medida Solar térmica;135.555;2024-01-01 13:00:00+01:00
10195;Generación medida total tipo producción;29738.591;2024-01-01 13:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;28.833;2024-01-01 13:00:00+01:00
1168;Generación medida Biomasa;173.066;2024-01-01 13:00:00+01:00
1151;Generación medida Hidráulica no UGH;616.671;2024-01-01 13:00:00+01:00
1171;Generación medida Residuos varios;33.885;2024-01-01 13:00:00+01:00
1150;Generación medida Hidráulica UGH;658.552;2024-01-01 13:00:00+01:00
1163;Generación medida Océano y geotérmica;0.092;2024-01-01 13:00:00+01:00
1154;Generación medida Hulla antracita;257.727;2024-01-01 13:00:00+01:00
1161;Generación medida Solar fotovoltaica;10667.923;2024-01-01 13:00:00+01:00
1153;Generación medida Nuclear;7129.133;2024-01-01 13:00:00+01:00
10195;Generación medida total tipo producción;31161.164;2024-01-01 14:00:00+01:00
1154;Generación medida Hulla antracita;257.728;2024-01-01 14:00:00+01:00
1171;Generación medida Residuos varios;34.135;2024-01-01 14:00:00+01:00
1170;Generación medida Residuos domésticos y similares;175.578;2024-01-01 14:00:00+01:00
1150;Generación medida Hidráulica UGH;860.028;2024-01-01 14:00:00+01:00
1161;Generación medida Solar fotovoltaica;10901.672;2024-01-01 14:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;19.099;2024-01-01 14:00:00+01:00
1159;Generación medida Eólica terrestre;6843.568;2024-01-01 14:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1104.035;2024-01-01 14:00:00+01:00
1153;Generación medida Nuclear;7129.1;2024-01-01 14:00:00+01:00
1151;Generación medida Hidráulica no UGH;629.49;2024-01-01 14:00:00+01:00
1169;Generación medida Biogás;70.645;2024-01-01 14:00:00+01:00
1167;Generación medida Energía residual;0.647;2024-01-01 14:00:00+01:00
1163;Generación medida Océano y geotérmica;0.095;2024-01-01 14:00:00+01:00
1162;Generación medida Solar térmica;303.561;2024-01-01 14:00:00+01:00
1156;Generación medida Ciclo combinado;2008.132;2024-01-01 14:00:00+01:00
1168;Generación medida Biomasa;171.23;2024-01-01 14:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.169;2024-01-01 14:00:00+01:00
1153;Generación medida Nuclear;7129.024;2024-01-01 15:00:00+01:00
1170;Generación medida Residuos domésticos y similares;179.614;2024-01-01 15:00:00+01:00
1169;Generación medida Biogás;70.833;2024-01-01 15:00:00+01:00
1163;Generación medida Océano y geotérmica;0.096;2024-01-01 15:00:00+01:00
1168;Generación medida Biomasa;172.321;2024-01-01 15:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.132;2024-01-01 15:00:00+01:00
10195;Generación medida total tipo producción;31822.004;2024-01-01 15:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1089.995;2024-01-01 15:00:00+01:00
1167;Generación medida Energía residual;0.682;2024-01-01 15:00:00+01:00
1161;Generación medida Solar fotovoltaica;10829.03;2024-01-01 15:00:00+01:00
1171;Generación medida Residuos varios;35.234;2024-01-01 15:00:00+01:00
1154;Generación medida Hulla antracita;253.247;2024-01-01 15:00:00+01:00
1156;Generación medida Ciclo combinado;2118.669;2024-01-01 15:00:00+01:00
1151;Generación medida Hidráulica no UGH;621.514;2024-01-01 15:00:00+01:00
1162;Generación medida Solar térmica;487.003;2024-01-01 15:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;25.389;2024-01-01 15:00:00+01:00
1150;Generación medida Hidráulica UGH;903.861;2024-01-01 15:00:00+01:00
1159;Generación medida Eólica terrestre;7282.811;2024-01-01 15:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1124.11;2024-01-01 16:00:00+01:00
1163;Generación medida Océano y geotérmica;0.101;2024-01-01 16:00:00+01:00
1162;Generación medida Solar térmica;663.776;2024-01-01 16:00:00+01:00
1168;Generación medida Biomasa;174.282;2024-01-01 16:00:00+01:00
1153;Generación medida Nuclear;7129.282;2024-01-01 16:00:00+01:00
1171;Generación medida Residuos varios;34.85;2024-01-01 16:00:00+01:00
1161;Generación medida Solar fotovoltaica;7036.545;2024-01-01 16:00:00+01:00
1150;Generación medida Hidráulica UGH;915.621;2024-01-01 16:00:00+01:00
1167;Generación medida Energía residual;0.986;2024-01-01 16:00:00+01:00
1169;Generación medida Biogás;72.603;2024-01-01 16:00:00+01:00
1159;Generación medida Eólica terrestre;7467.039;2024-01-01 16:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;28.405;2024-01-01 16:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.151;2024-01-01 16:00:00+01:00
1156;Generación medida Ciclo combinado;2089.601;2024-01-01 16:00:00+01:00
1154;Generación medida Hulla antracita;250.748;2024-01-01 16:00:00+01:00
1151;Generación medida Hidráulica no UGH;615.681;2024-01-01 16:00:00+01:00
10195;Generación medida total tipo producción;28356.515;2024-01-01 16:00:00+01:00
1170;Generación medida Residuos domésticos y similares;179.461;2024-01-01 16:00:00+01:00
1162;Generación medida Solar térmica;646.914;2024-01-01 17:00:00+01:00
1163;Generación medida Océano y geotérmica;0.095;2024-01-01 17:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;28.362;2024-01-01 17:00:00+01:00
1150;Generación medida Hidráulica UGH;1673.086;2024-01-01 17:00:00+01:00
1151;Generación medida Hidráulica no UGH;659.251;2024-01-01 17:00:00+01:00
1169;Generación medida Biogás;73.593;2024-01-01 17:00:00+01:00
1171;Generación medida Residuos varios;33.894;2024-01-01 17:00:00+01:00
1153;Generación medida Nuclear;7128.119;2024-01-01 17:00:00+01:00
1167;Generación medida Energía residual;0.847;2024-01-01 17:00:00+01:00
1168;Generación medida Biomasa;178.825;2024-01-01 17:00:00+01:00
10195;Generación medida total tipo producción;25124.49;2024-01-01 17:00:00+01:00
1154;Generación medida Hulla antracita;251.067;2024-01-01 17:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1169.737;2024-01-01 17:00:00+01:00
1156;Generación medida Ciclo combinado;2920.726;2024-01-01 17:00:00+01:00
1170;Generación medida Residuos domésticos y similares;180.539;2024-01-01 17:00:00+01:00
1161;Generación medida Solar fotovoltaica;1666.537;2024-01-01 17:00:00+01:00
1159;Generación medida Eólica terrestre;7361.152;2024-01-01 17:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.173;2024-01-01 17:00:00+01:00
1169;Generación medida Biogás;74.907;2024-01-01 18:00:00+01:00
1153;Generación medida Nuclear;7127.348;2024-01-01 18:00:00+01:00
1162;Generación medida Solar térmica;180.951;2024-01-01 18:00:00+01:00
1159;Generación medida Eólica terrestre;8322.201;2024-01-01 18:00:00+01:00
1170;Generación medida Residuos domésticos y similares;180.755;2024-01-01 18:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1214.633;2024-01-01 18:00:00+01:00
1167;Generación medida Energía residual;0.73;2024-01-01 18:00:00+01:00
1163;Generación medida Océano y geotérmica;0.1;2024-01-01 18:00:00+01:00
10195;Generación medida total tipo producción;25129.346;2024-01-01 18:00:00+01:00
1151;Generación medida Hidráulica no UGH;699.718;2024-01-01 18:00:00+01:00
1171;Generación medida Residuos varios;35.08;2024-01-01 18:00:00+01:00
1168;Generación medida Biomasa;196.478;2024-01-01 18:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;45.856;2024-01-01 18:00:00+01:00
1150;Generación medida Hidráulica UGH;2614.03;2024-01-01 18:00:00+01:00
1156;Generación medida Ciclo combinado;2365.458;2024-01-01 18:00:00+01:00
1161;Generación medida Solar fotovoltaica;10.514;2024-01-01 18:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.425;2024-01-01 18:00:00+01:00
1154;Generación medida Hulla antracita;250.908;2024-01-01 18:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.479;2024-01-01 19:00:00+01:00
1159;Generación medida Eólica terrestre;9092.34;2024-01-01 19:00:00+01:00
1156;Generación medida Ciclo combinado;1879.993;2024-01-01 19:00:00+01:00
1171;Generación medida Residuos varios;35.264;2024-01-01 19:00:00+01:00
1168;Generación medida Biomasa;201.177;2024-01-01 19:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;1227.471;2024-01-01 19:00:00+01:00
1167;Generación medida Energía residual;0.845;2024-01-01 19:00:00+01:00
1150;Generación medida Hidráulica UGH;3322.636;2024-01-01 19:00:00+01:00
1169;Generación medida Biogás;74.797;2024-01-01 19:00:00+01:00
1154;Generación medida Hulla antracita;251.008;2024-01-01 19:00:00+01:00
1163;Generación medida Océano y geotérmica;0.094;2024-01-01 19:00:00+01:00
10195;Generación medida total tipo producción;26294.731;2024-01-01 19:00:00+01:00
1170;Generación medida Residuos domésticos y similares;179.612;2024-01-01 19:00:00+01:00
1153;Generación medida Nuclear;7126.689;2024-01-01 19:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;49.249;2024-01-01 19:00:00+01:00
1161;Generación medida Solar fotovoltaica;1.195;2024-01-01 19:00:00+01:00
1151;Generación medida Hidráulica no UGH;738.983;2024-01-01 19:00:00+01:00
1162;Generación medida Solar térmica;81.091;2024-01-01 19:00:00+01:00
1161;Generación medida Solar fotovoltaica;1.079;2024-01-01 20:00:00+01:00
1168;Generación medida Biomasa;198.744;2024-01-01 20:00:00+01:00
1171;Generación medida Residuos varios;34.4;2024-01-01 20:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;48.746;2024-01-01 20:00:00+01:00
1170;Generación medida Residuos domésticos y similares;176.511;2024-01-01 20:00:00+01:00
1156;Generación medida Ciclo combinado;1830.357;2024-01-01 20:00:00+01:00
1159;Generación medida Eólica terrestre;9155.79;2024-01-01 20:00:00+01:00
