id;name;value;datetime
1167;Generación medida Energía residual;2.202;2024-01-13 08:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2379.862;2024-01-13 08:00:00+01:00
1154;Generación medida Hulla antracita;287.428;2024-01-13 08:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-9.122;2024-01-13 09:00:00+01:00
1168;Generación medida Biomasa;361.105;2024-01-13 09:00:00+01:00
1156;Generación medida Ciclo combinado;3413.246;2024-01-13 09:00:00+01:00
1167;Generación medida Energía residual;2.564;2024-01-13 09:00:00+01:00
1170;Generación medida Residuos domésticos y similares;178.665;2024-01-13 09:00:00+01:00
10195;Generación medida total tipo producción;29090.2;2024-01-13 09:00:00+01:00
1154;Generación medida Hulla antracita;281.947;2024-01-13 09:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2372.983;2024-01-13 09:00:00+01:00
1163;Generación medida Océano y geotérmica;0.001;2024-01-13 09:00:00+01:00
1161;Generación medida Solar fotovoltaica;1795.241;2024-01-13 09:00:00+01:00
1169;Generación medida Biogás;80.336;2024-01-13 09:00:00+01:00
1159;Generación medida Eólica terrestre;7275.37;2024-01-13 09:00:00+01:00
1153;Generación medida Nuclear;7129.083;2024-01-13 09:00:00+01:00
1151;Generación medida Hidráulica no UGH;793.654;2024-01-13 09:00:00+01:00
1162;Generación medida Solar térmica;23.257;2024-01-13 09:00:00+01:00
1171;Generación medida Residuos varios;78.853;2024-01-13 09:00:00+01:00
1150;Generación medida Hidráulica UGH;4976.086;2024-01-13 09:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;118.055;2024-01-13 09:00:00+01:00
10195;Generación medida total tipo producción;31682.147;2024-01-13 10:00:00+01:00
1169;Generación medida Biogás;81.93;2024-01-13 10:00:00+01:00
1167;Generación medida Energía residual;2.812;2024-01-13 10:00:00+01:00
1162;Generación medida Solar térmica;23.205;2024-01-13 10:00:00+01:00
1168;Generación medida Biomasa;364.103;2024-01-13 10:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2387.897;2024-01-13 10:00:00+01:00
1150;Generación medida Hidráulica UGH;5008.263;2024-01-13 10:00:00+01:00
1171;Generación medida Residuos varios;79.13;2024-01-13 10:00:00+01:00
1151;Generación medida Hidráulica no UGH;791.346;2024-01-13 10:00:00+01:00
1153;Generación medida Nuclear;7129.009;2024-01-13 10:00:00+01:00
1159;Generación medida Eólica terrestre;6563.206;2024-01-13 10:00:00+01:00
1154;Generación medida Hulla antracita;274.128;2024-01-13 10:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;115.443;2024-01-13 10:00:00+01:00
1161;Generación medida Solar fotovoltaica;4992.812;2024-01-13 10:00:00+01:00
1156;Generación medida Ciclo combinado;3411.901;2024-01-13 10:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-7.596;2024-01-13 10:00:00+01:00
1170;Generación medida Residuos domésticos y similares;173.141;2024-01-13 10:00:00+01:00
1170;Generación medida Residuos domésticos y similares;168.717;2024-01-13 11:00:00+01:00
1159;Generación medida Eólica terrestre;6321.319;2024-01-13 11:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-7.622;2024-01-13 11:00:00+01:00
1161;Generación medida Solar fotovoltaica;6727.72;2024-01-13 11:00:00+01:00
1167;Generación medida Energía residual;2.624;2024-01-13 11:00:00+01:00
1153;Generación medida Nuclear;7131.437;2024-01-13 11:00:00+01:00
1169;Generación medida Biogás;79.18;2024-01-13 11:00:00+01:00
1150;Generación medida Hidráulica UGH;5105.964;2024-01-13 11:00:00+01:00
1168;Generación medida Biomasa;356.931;2024-01-13 11:00:00+01:00
1171;Generación medida Residuos varios;75.718;2024-01-13 11:00:00+01:00
10195;Generación medida total tipo producción;32309.741;2024-01-13 11:00:00+01:00
1154;Generación medida Hulla antracita;289.867;2024-01-13 11:00:00+01:00
1156;Generación medida Ciclo combinado;2489.08;2024-01-13 11:00:00+01:00
1151;Generación medida Hidráulica no UGH;779.478;2024-01-13 11:00:00+01:00
1162;Generación medida Solar térmica;23.555;2024-01-13 11:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;112.846;2024-01-13 11:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2384.176;2024-01-13 11:00:00+01:00
1167;Generación medida Energía residual;2.247;2024-01-13 12:00:00+01:00
1150;Generación medida Hidráulica UGH;5188.656;2024-01-13 12:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;101.997;2024-01-13 12:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-7.663;2024-01-13 12:00:00+01:00
1156;Generación medida Ciclo combinado;2102.882;2024-01-13 12:00:00+01:00
1170;Generación medida Residuos domésticos y similares;160.158;2024-01-13 12:00:00+01:00
1159;Generación medida Eólica terrestre;6340.55;2024-01-13 12:00:00+01:00
1154;Generación medida Hulla antracita;306.888;2024-01-13 12:00:00+01:00
1153;Generación medida Nuclear;7132.151;2024-01-13 12:00:00+01:00
1171;Generación medida Residuos varios;76.716;2024-01-13 12:00:00+01:00
1161;Generación medida Solar fotovoltaica;7616.929;2024-01-13 12:00:00+01:00
10195;Generación medida total tipo producción;32633.751;2024-01-13 12:00:00+01:00
1151;Generación medida Hidráulica no UGH;777.078;2024-01-13 12:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2361.697;2024-01-13 12:00:00+01:00
1169;Generación medida Biogás;78.496;2024-01-13 12:00:00+01:00
1162;Generación medida Solar térmica;23.695;2024-01-13 12:00:00+01:00
1168;Generación medida Biomasa;371.117;2024-01-13 12:00:00+01:00
1151;Generación medida Hidráulica no UGH;767.67;2024-01-13 13:00:00+01:00
1170;Generación medida Residuos domésticos y similares;153.876;2024-01-13 13:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-6.837;2024-01-13 13:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;94.935;2024-01-13 13:00:00+01:00
1169;Generación medida Biogás;78.379;2024-01-13 13:00:00+01:00
1159;Generación medida Eólica terrestre;6468.843;2024-01-13 13:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2350.096;2024-01-13 13:00:00+01:00
1153;Generación medida Nuclear;7133.843;2024-01-13 13:00:00+01:00
1167;Generación medida Energía residual;2.233;2024-01-13 13:00:00+01:00
1156;Generación medida Ciclo combinado;2185.827;2024-01-13 13:00:00+01:00
1150;Generación medida Hidráulica UGH;5197.179;2024-01-13 13:00:00+01:00
1168;Generación medida Biomasa;373.275;2024-01-13 13:00:00+01:00
1162;Generación medida Solar térmica;19.005;2024-01-13 13:00:00+01:00
10195;Generación medida total tipo producción;32755.62;2024-01-13 13:00:00+01:00
1171;Generación medida Residuos varios;76.373;2024-01-13 13:00:00+01:00
1154;Generación medida Hulla antracita;347.107;2024-01-13 13:00:00+01:00
1161;Generación medida Solar fotovoltaica;7514.639;2024-01-13 13:00:00+01:00
1154;Generación medida Hulla antracita;337.348;2024-01-13 14:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2325.844;2024-01-13 14:00:00+01:00
1170;Generación medida Residuos domésticos y similares;149.251;2024-01-13 14:00:00+01:00
1161;Generación medida Solar fotovoltaica;6816.117;2024-01-13 14:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.978;2024-01-13 14:00:00+01:00
1159;Generación medida Eólica terrestre;6356.426;2024-01-13 14:00:00+01:00
1151;Generación medida Hidráulica no UGH;784.123;2024-01-13 14:00:00+01:00
1168;Generación medida Biomasa;382.551;2024-01-13 14:00:00+01:00
1156;Generación medida Ciclo combinado;2704.404;2024-01-13 14:00:00+01:00
1171;Generación medida Residuos varios;76.239;2024-01-13 14:00:00+01:00
1153;Generación medida Nuclear;7134.132;2024-01-13 14:00:00+01:00
1162;Generación medida Solar térmica;7.072;2024-01-13 14:00:00+01:00
1150;Generación medida Hidráulica UGH;4075.218;2024-01-13 14:00:00+01:00
1169;Generación medida Biogás;78.722;2024-01-13 14:00:00+01:00
10195;Generación medida total tipo producción;31459.962;2024-01-13 14:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;94.904;2024-01-13 14:00:00+01:00
1163;Generación medida Océano y geotérmica;0.001;2024-01-13 14:00:00+01:00
1167;Generación medida Energía residual;2.64;2024-01-13 14:00:00+01:00
1171;Generación medida Residuos varios;75.02;2024-01-13 15:00:00+01:00
1161;Generación medida Solar fotovoltaica;4577.969;2024-01-13 15:00:00+01:00
10195;Generación medida total tipo producción;30920.924;2024-01-13 15:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2313.891;2024-01-13 15:00:00+01:00
1168;Generación medida Biomasa;370.165;2024-01-13 15:00:00+01:00
1151;Generación medida Hidráulica no UGH;782.765;2024-01-13 15:00:00+01:00
1154;Generación medida Hulla antracita;309.767;2024-01-13 15:00:00+01:00
1153;Generación medida Nuclear;7134.557;2024-01-13 15:00:00+01:00
1156;Generación medida Ciclo combinado;3583.065;2024-01-13 15:00:00+01:00
1169;Generación medida Biogás;77.516;2024-01-13 15:00:00+01:00
1159;Generación medida Eólica terrestre;5936.911;2024-01-13 15:00:00+01:00
1167;Generación medida Energía residual;2.281;2024-01-13 15:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.963;2024-01-13 15:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;96.376;2024-01-13 15:00:00+01:00
1170;Generación medida Residuos domésticos y similares;146.769;2024-01-13 15:00:00+01:00
1162;Generación medida Solar térmica;6.238;2024-01-13 15:00:00+01:00
1150;Generación medida Hidráulica UGH;4938.761;2024-01-13 15:00:00+01:00
1161;Generación medida Solar fotovoltaica;2741.391;2024-01-13 16:00:00+01:00
1171;Generación medida Residuos varios;73.759;2024-01-13 16:00:00+01:00
1150;Generación medida Hidráulica UGH;4598.933;2024-01-13 16:00:00+01:00
10195;Generación medida total tipo producción;29804.818;2024-01-13 16:00:00+01:00
1159;Generación medida Eólica terrestre;5685.02;2024-01-13 16:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2312.619;2024-01-13 16:00:00+01:00
1168;Generación medida Biomasa;377.915;2024-01-13 16:00:00+01:00
1156;Generación medida Ciclo combinado;5013.437;2024-01-13 16:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;102.247;2024-01-13 16:00:00+01:00
1154;Generación medida Hulla antracita;304.048;2024-01-13 16:00:00+01:00
1162;Generación medida Solar térmica;7.348;2024-01-13 16:00:00+01:00
1167;Generación medida Energía residual;1.987;2024-01-13 16:00:00+01:00
1169;Generación medida Biogás;78.264;2024-01-13 16:00:00+01:00
1153;Generación medida Nuclear;7133.497;2024-01-13 16:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.994;2024-01-13 16:00:00+01:00
1151;Generación medida Hidráulica no UGH;816.08;2024-01-13 16:00:00+01:00
1170;Generación medida Residuos domésticos y similares;148.906;2024-01-13 16:00:00+01:00
1168;Generación medida Biomasa;376.831;2024-01-13 17:00:00+01:00
1154;Generación medida Hulla antracita;288.247;2024-01-13 17:00:00+01:00
1150;Generación medida Hidráulica UGH;5759.539;2024-01-13 17:00:00+01:00
1171;Generación medida Residuos varios;74.692;2024-01-13 17:00:00+01:00
1161;Generación medida Solar fotovoltaica;886.676;2024-01-13 17:00:00+01:00
1167;Generación medida Energía residual;2.374;2024-01-13 17:00:00+01:00
10195;Generación medida total tipo producción;29508.404;2024-01-13 17:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2327.683;2024-01-13 17:00:00+01:00
1162;Generación medida Solar térmica;7.074;2024-01-13 17:00:00+01:00
1156;Generación medida Ciclo combinado;5042.458;2024-01-13 17:00:00+01:00
1170;Generación medida Residuos domésticos y similares;156.511;2024-01-13 17:00:00+01:00
1159;Generación medida Eólica terrestre;5935.728;2024-01-13 17:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;107.994;2024-01-13 17:00:00+01:00
1169;Generación medida Biogás;82.524;2024-01-13 17:00:00+01:00
1151;Generación medida Hidráulica no UGH;821.692;2024-01-13 17:00:00+01:00
1153;Generación medida Nuclear;7133.294;2024-01-13 17:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-5.043;2024-01-13 17:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-5.145;2024-01-13 18:00:00+01:00
1167;Generación medida Energía residual;2.112;2024-01-13 18:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2328.552;2024-01-13 18:00:00+01:00
1153;Generación medida Nuclear;7134.435;2024-01-13 18:00:00+01:00
10195;Generación medida total tipo producción;31301.439;2024-01-13 18:00:00+01:00
1162;Generación medida Solar térmica;7.2;2024-01-13 18:00:00+01:00
1159;Generación medida Eólica terrestre;6248.827;2024-01-13 18:00:00+01:00
1169;Generación medida Biogás;83.84;2024-01-13 18:00:00+01:00
1150;Generación medida Hidráulica UGH;6647.225;2024-01-13 18:00:00+01:00
1154;Generación medida Hulla antracita;286.388;2024-01-13 18:00:00+01:00
1168;Generación medida Biomasa;380.97;2024-01-13 18:00:00+01:00
1151;Generación medida Hidráulica no UGH;828.404;2024-01-13 18:00:00+01:00
1161;Generación medida Solar fotovoltaica;17.344;2024-01-13 18:00:00+01:00
1171;Generación medida Residuos varios;77.462;2024-01-13 18:00:00+01:00
1156;Generación medida Ciclo combinado;5796.402;2024-01-13 18:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;108.325;2024-01-13 18:00:00+01:00
1170;Generación medida Residuos domésticos y similares;156.329;2024-01-13 18:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;108.779;2024-01-13 19:00:00+01:00
1167;Generación medida Energía residual;2.019;2024-01-13 19:00:00+01:00
1154;Generación medida Hulla antracita;286.647;2024-01-13 19:00:00+01:00
1159;Generación medida Eólica terrestre;6790.735;2024-01-13 19:00:00+01:00
1150;Generación medida Hidráulica UGH;6773.95;2024-01-13 19:00:00+01:00
1151;Generación medida Hidráulica no UGH;827.398;2024-01-13 19:00:00+01:00
1153;Generación medida Nuclear;7133.128;2024-01-13 19:00:00+01:00
1162;Generación medida Solar térmica;6.88;2024-01-13 19:00:00+01:00
1169;Generación medida Biogás;85.357;2024-01-13 19:00:00+01:00
10195;Generación medida total tipo producción;32020.55;2024-01-13 19:00:00+01:00
1171;Generación medida Residuos varios;76.957;2024-01-13 19:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.149;2024-01-13 19:00:00+01:00
1163;Generación medida Océano y geotérmica;0.001;2024-01-13 19:00:00+01:00
1170;Generación medida Residuos domésticos y similares;156.496;2024-01-13 19:00:00+01:00
1156;Generación medida Ciclo combinado;5753.581;2024-01-13 19:00:00+01:00
1168;Generación medida Biomasa;374.322;2024-01-13 19:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2321.381;2024-01-13 19:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-5.149;2024-01-13 19:00:00+01:00
1169;Generación medida Biogás;86.552;2024-01-13 20:00:00+01:00
10195;Generación medida total tipo producción;32227.121;2024-01-13 20:00:00+01:00
1156;Generación medida Ciclo combinado;5664.28;2024-01-13 20:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;107.662;2024-01-13 20:00:00+01:00
1170;Generación medida Residuos domésticos y similares;155.895;2024-01-13 20:00:00+01:00
1154;Generación medida Hulla antracita;287.308;2024-01-13 20:00:00+01:00
1171;Generación medida Residuos varios;73.418;2024-01-13 20:00:00+01:00
1150;Generación medida Hidráulica UGH;6728.922;2024-01-13 20:00:00+01:00
1151;Generación medida Hidráulica no UGH;826.96;2024-01-13 20:00:00+01:00
1168;Generación medida Biomasa;376.318;2024-01-13 20:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.09;2024-01-13 20:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-5.147;2024-01-13 20:00:00+01:00
1167;Generación medida Energía residual;2.463;2024-01-13 20:00:00+01:00
1159;Generación medida Eólica terrestre;7179.185;2024-01-13 20:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2339.434;2024-01-13 20:00:00+01:00
1162;Generación medida Solar térmica;7.277;2024-01-13 20:00:00+01:00
1153;Generación medida Nuclear;7134.617;2024-01-13 20:00:00+01:00
1168;Generación medida Biomasa;366.915;2024-01-13 21:00:00+01:00
1171;Generación medida Residuos varios;74.448;2024-01-13 21:00:00+01:00
1169;Generación medida Biogás;85.319;2024-01-13 21:00:00+01:00
1153;Generación medida Nuclear;7134.244;2024-01-13 21:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2339.537;2024-01-13 21:00:00+01:00
1161;Generación medida Solar fotovoltaica;1.055;2024-01-13 21:00:00+01:00
10195;Generación medida total tipo producción;30969.604;2024-01-13 21:00:00+01:00
1159;Generación medida Eólica terrestre;7344.56;2024-01-13 21:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;107.76;2024-01-13 21:00:00+01:00
1154;Generación medida Hulla antracita;287.068;2024-01-13 21:00:00+01:00
1151;Generación medida Hidráulica no UGH;830.927;2024-01-13 21:00:00+01:00
1162;Generación medida Solar térmica;6.788;2024-01-13 21:00:00+01:00
1167;Generación medida Energía residual;2.103;2024-01-13 21:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-5.082;2024-01-13 21:00:00+01:00
1156;Generación medida Ciclo combinado;5409.507;2024-01-13 21:00:00+01:00
1170;Generación medida Residuos domésticos y similares;156.896;2024-01-13 21:00:00+01:00
1150;Generación medida Hidráulica UGH;6071.563;2024-01-13 21:00:00+01:00
1170;Generación medida Residuos domésticos y similares;151.994;2024-01-13 22:00:00+01:00
1159;Generación medida Eólica terrestre;7369.973;2024-01-13 22:00:00+01:00
1167;Generación medida Energía residual;2.041;2024-01-13 22:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.82;2024-01-13 22:00:00+01:00
10195;Generación medida total tipo producción;29698.964;2024-01-13 22:00:00+01:00
1162;Generación medida Solar térmica;7.48;2024-01-13 22:00:00+01:00
1153;Generación medida Nuclear;7135.239;2024-01-13 22:00:00+01:00
1168;Generación medida Biomasa;361.499;2024-01-13 22:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.051;2024-01-13 22:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;107.716;2024-01-13 22:00:00+01:00
1156;Generación medida Ciclo combinado;4823.745;2024-01-13 22:00:00+01:00
1154;Generación medida Hulla antracita;286.728;2024-01-13 22:00:00+01:00
1169;Generación medida Biogás;83.75;2024-01-13 22:00:00+01:00
1151;Generación medida Hidráulica no UGH;813.34;2024-01-13 22:00:00+01:00
1171;Generación medida Residuos varios;75.673;2024-01-13 22:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2341.747;2024-01-13 22:00:00+01:00
1150;Generación medida Hidráulica UGH;5775.506;2024-01-13 22:00:00+01:00
1168;Generación medida Biomasa;353.822;2024-01-13 23:00:00+01:00
1156;Generación medida Ciclo combinado;3693.646;2024-01-13 23:00:00+01:00
1159;Generación medida Eólica terrestre;7553.239;2024-01-13 23:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.059;2024-01-13 23:00:00+01:00
1154;Generación medida Hulla antracita;287.067;2024-01-13 23:00:00+01:00
1169;Generación medida Biogás;83.579;2024-01-13 23:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2306.423;2024-01-13 23:00:00+01:00
1150;Generación medida Hidráulica UGH;4599.017;2024-01-13 23:00:00+01:00
1167;Generación medida Energía residual;2.377;2024-01-13 23:00:00+01:00
1162;Generación medida Solar térmica;7.62;2024-01-13 23:00:00+01:00
10195;Generación medida total tipo producción;27283.699;2024-01-13 23:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.843;2024-01-13 23:00:00+01:00
1170;Generación medida Residuos domésticos y similares;152.141;2024-01-13 23:00:00+01:00
1153;Generación medida Nuclear;7134.641;2024-01-13 23:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;108.516;2024-01-13 23:00:00+01:00
1171;Generación medida Residuos varios;78.159;2024-01-13 23:00:00+01:00
1151;Generación medida Hidráulica no UGH;797.64;2024-01-13 23:00:00+01:00
1167;Generación medida Energía residual;2.304;2024-01-14 00:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.855;2024-01-14 00:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2252.401;2024-01-14 00:00:00+01:00
1156;Generación medida Ciclo combinado;3167.811;2024-01-14 00:00:00+01:00
1153;Generación medida Nuclear;7136.695;2024-01-14 00:00:00+01:00
1154;Generación medida Hulla antracita;301.228;2024-01-14 00:00:00+01:00
1168;Generación medida Biomasa;337.524;2024-01-14 00:00:00+01:00
1151;Generación medida Hidráulica no UGH;810.179;2024-01-14 00:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.057;2024-01-14 00:00:00+01:00
1171;Generación medida Residuos varios;77.761;2024-01-14 00:00:00+01:00
1159;Generación medida Eólica terrestre;7792.865;2024-01-14 00:00:00+01:00
1150;Generación medida Hidráulica UGH;3428.471;2024-01-14 00:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;105.059;2024-01-14 00:00:00+01:00
1170;Generación medida Residuos domésticos y similares;150.832;2024-01-14 00:00:00+01:00
10195;Generación medida total tipo producción;25822.336;2024-01-14 00:00:00+01:00
1162;Generación medida Solar térmica;7.107;2024-01-14 00:00:00+01:00
1169;Generación medida Biogás;82.856;2024-01-14 00:00:00+01:00
1170;Generación medida Residuos domésticos y similares;151.575;2024-01-14 01:00:00+01:00
1154;Generación medida Hulla antracita;286.688;2024-01-14 01:00:00+01:00
1171;Generación medida Residuos varios;77.567;2024-01-14 01:00:00+01:00
1168;Generación medida Biomasa;338.067;2024-01-14 01:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2247.531;2024-01-14 01:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.044;2024-01-14 01:00:00+01:00
1167;Generación medida Energía residual;1.902;2024-01-14 01:00:00+01:00
1156;Generación medida Ciclo combinado;2878.392;2024-01-14 01:00:00+01:00
10195;Generación medida total tipo producción;25592.958;2024-01-14 01:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.869;2024-01-14 01:00:00+01:00
1169;Generación medida Biogás;81.264;2024-01-14 01:00:00+01:00
1151;Generación medida Hidráulica no UGH;797.289;2024-01-14 01:00:00+01:00
1162;Generación medida Solar térmica;6.008;2024-01-14 01:00:00+01:00
1153;Generación medida Nuclear;7135.116;2024-01-14 01:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;104.961;2024-01-14 01:00:00+01:00
1150;Generación medida Hidráulica UGH;3343.485;2024-01-14 01:00:00+01:00
1159;Generación medida Eólica terrestre;8098.384;2024-01-14 01:00:00+01:00
1169;Generación medida Biogás;81.671;2024-01-14 02:00:00+01:00
1159;Generación medida Eólica terrestre;8448.708;2024-01-14 02:00:00+01:00
1154;Generación medida Hulla antracita;286.767;2024-01-14 02:00:00+01:00
1156;Generación medida Ciclo combinado;2547.541;2024-01-14 02:00:00+01:00
1162;Generación medida Solar térmica;6.33;2024-01-14 02:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.797;2024-01-14 02:00:00+01:00
1153;Generación medida Nuclear;7135.456;2024-01-14 02:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;105.683;2024-01-14 02:00:00+01:00
10195;Generación medida total tipo producción;25420.286;2024-01-14 02:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2240.94;2024-01-14 02:00:00+01:00
1167;Generación medida Energía residual;1.844;2024-01-14 02:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.039;2024-01-14 02:00:00+01:00
1151;Generación medida Hidráulica no UGH;792.847;2024-01-14 02:00:00+01:00
1163;Generación medida Océano y geotérmica;0.001;2024-01-14 02:00:00+01:00
1168;Generación medida Biomasa;351.707;2024-01-14 02:00:00+01:00
1171;Generación medida Residuos varios;78.064;2024-01-14 02:00:00+01:00
1170;Generación medida Residuos domésticos y similares;152.427;2024-01-14 02:00:00+01:00
1150;Generación medida Hidráulica UGH;3167.48;2024-01-14 02:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;105.174;2024-01-14 03:00:00+01:00
10195;Generación medida total tipo producción;25159.582;2024-01-14 03:00:00+01:00
1162;Generación medida Solar térmica;7.577;2024-01-14 03:00:00+01:00
1154;Generación medida Hulla antracita;286.768;2024-01-14 03:00:00+01:00
1150;Generación medida Hidráulica UGH;2803.729;2024-01-14 03:00:00+01:00
1168;Generación medida Biomasa;350.03;2024-01-14 03:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.043;2024-01-14 03:00:00+01:00
1171;Generación medida Residuos varios;77.773;2024-01-14 03:00:00+01:00
1151;Generación medida Hidráulica no UGH;793.151;2024-01-14 03:00:00+01:00
1170;Generación medida Residuos domésticos y similares;152.159;2024-01-14 03:00:00+01:00
1159;Generación medida Eólica terrestre;8761.215;2024-01-14 03:00:00+01:00
1163;Generación medida Océano y geotérmica;0.001;2024-01-14 03:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2197.926;2024-01-14 03:00:00+01:00
1169;Generación medida Biogás;79.201;2024-01-14 03:00:00+01:00
1167;Generación medida Energía residual;2.058;2024-01-14 03:00:00+01:00
1156;Generación medida Ciclo combinado;2392.322;2024-01-14 03:00:00+01:00
1153;Generación medida Nuclear;7134.549;2024-01-14 03:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.792;2024-01-14 03:00:00+01:00
10195;Generación medida total tipo producción;25174.344;2024-01-14 04:00:00+01:00
1150;Generación medida Hidráulica UGH;2814.613;2024-01-14 04:00:00+01:00
1171;Generación medida Residuos varios;76.675;2024-01-14 04:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2181.434;2024-01-14 04:00:00+01:00
1170;Generación medida Residuos domésticos y similares;152.218;2024-01-14 04:00:00+01:00
1169;Generación medida Biogás;80.107;2024-01-14 04:00:00+01:00
1153;Generación medida Nuclear;7132.385;2024-01-14 04:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;105.942;2024-01-14 04:00:00+01:00
1167;Generación medida Energía residual;2.163;2024-01-14 04:00:00+01:00
1163;Generación medida Océano y geotérmica;0.001;2024-01-14 04:00:00+01:00
1156;Generación medida Ciclo combinado;2248.281;2024-01-14 04:00:00+01:00
1154;Generación medida Hulla antracita;286.728;2024-01-14 04:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-4.367;2024-01-14 04:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.043;2024-01-14 04:00:00+01:00
1162;Generación medida Solar térmica;7.533;2024-01-14 04:00:00+01:00
1159;Generación medida Eólica terrestre;8921.713;2024-01-14 04:00:00+01:00
1168;Generación medida Biomasa;350.77;2024-01-14 04:00:00+01:00
1151;Generación medida Hidráulica no UGH;765.066;2024-01-14 04:00:00+01:00
1171;Generación medida Residuos varios;77.589;2024-01-14 05:00:00+01:00
1161;Generación medida Solar fotovoltaica;0.127;2024-01-14 05:00:00+01:00
10195;Generación medida total tipo producción;25667.178;2024-01-14 05:00:00+01:00
1167;Generación medida Energía residual;1.881;2024-01-14 05:00:00+01:00
1155;Generación medida Hulla sub-bituminosa;-3.709;2024-01-14 05:00:00+01:00
1170;Generación medida Residuos domésticos y similares;152.465;2024-01-14 05:00:00+01:00
1163;Generación medida Océano y geotérmica;0.002;2024-01-14 05:00:00+01:00
1164;Generación medida Gas Natural Cogeneración;2175.698;2024-01-14 05:00:00+01:00
1169;Generación medida Biogás;80.556;2024-01-14 05:00:00+01:00
1153;Generación medida Nuclear;7130.967;2024-01-14 05:00:00+01:00
1165;Generación medida Derivados del petróleo ó carbón;103.414;2024-01-14 05:00:00+01:00
1156;Generación medida Ciclo combinado;2103.46;2024-01-14 05:00:00+01:00
1154;Generación medida Hulla antracita;276.627;2024-01-14 05:00:00+01:00
