iter	RMSE
0	28.85903202
1	28.76722168
2	28.67565452
3	28.58530762
4	28.49808284
5	28.40313319
6	28.32291471
7	28.23158877
8	28.1557505
9	28.06866136
10	27.99131232
11	27.92005458
12	27.84587876
13	27.78568976
14	27.71657611
15	27.6446521
16	27.57793329
17	27.51496753
18	27.45578651
19	27.39058886
20	27.32894494
21	27.27419786
22	27.21567204
23	27.15819858
24	27.1055711
25	27.04684893
26	26.99962943
27	26.95496961
28	26.90632476
29	26.85615062
30	26.79995741
31	26.75561939
32	26.70647239
33	26.66542349
34	26.62155989
35	26.57214498
36	26.52511074
37	26.48244883
38	26.43848568
39	26.40086615
40	26.35822813
41	26.31588983
42	26.27385771
43	26.22924821
44	26.19303086
45	26.14784089
46	26.11212533
47	26.07391872
48	26.04152905
49	26.00513232
50	25.96572722
51	25.92946404
52	25.88642696
53	25.84469686
54	25.81367591
55	25.77559224
56	25.73987387
57	25.70903116
58	25.67785123
59	25.65033519
60	25.62076373
61	25.58815491
62	25.55065242
63	25.51240686
64	25.47811889
65	25.44436663
66	25.41310097
67	25.38903209
68	25.36316155
69	25.33608132
70	25.31020506
71	25.27760556
72	25.25416814
73	25.22222676
74	25.19270492
75	25.15829423
76	25.13563697
77	25.10472609
78	25.07163272
79	25.04042548
80	25.01263582
81	24.98915873
82	24.96740939
83	24.94767488
84	24.91975689
85	24.88680545
86	24.85706632
87	24.82648273
88	24.80654753
89	24.78164248
90	24.76028004
91	24.73698218
92	24.71041673
93	24.68202642
94	24.6577058
95	24.62817029
96	24.59967497
97	24.57984031
98	24.55195693
99	24.53280514
100	24.50925433
101	24.49208748
102	24.46267206
103	24.43428524
104	24.41004609
105	24.38838825
106	24.3720433
107	24.34957636
108	24.32650122
109	24.30526286
110	24.28852727
111	24.26959956
112	24.24435479
113	24.22479687
114	24.20365959
115	24.18007024
116	24.15373227
117	24.13258191
118	24.11013826
119	24.09112652
120	24.07199105
121	24.05035795
122	24.02752804
123	24.00969686
124	23.99046204
125	23.97489965
126	23.95849952
127	23.94316832
128	23.92583155
129	23.90512327
130	23.87965758
131	23.85829418
132	23.83644751
133	23.81377864
134	23.79108177
135	23.77466406
136	23.75364556
137	23.73213317
138	23.71871952
139	23.70618522
140	23.68398313
141	23.67349372
142	23.65838494
143	23.63852597
144	23.61908381
145	23.59774401
146	23.58225723
147	23.56703228
148	23.55501785
149	23.53933454
150	23.52606711
151	23.51144745
152	23.49330257
153	23.47959755
154	23.45752682
155	23.44406855
156	23.42686124
157	23.40688848
158	23.39761994
159	23.3795862
160	23.36771437
161	23.34910204
162	23.33607965
163	23.3187758
164	23.3011046
165	23.28972976
166	23.27662891
167	23.26174167
168	23.24831192
169	23.23154895
170	23.21472296
171	23.19634045
172	23.18442377
173	23.17471181
174	23.16687428
175	23.15353912
176	23.1420659
177	23.12400168
178	23.10828528
179	23.09315109
180	23.07244069
181	23.05717801
182	23.04629239
183	23.03580783
184	23.01907079
185	23.00508057
186	22.98743215
187	22.96906066
188	22.95197804
189	22.93163261
190	22.92365584
191	22.91244441
192	22.90036611
193	22.88400942
194	22.8715803
195	22.85810983
196	22.84827006
197	22.83499464
198	22.82092247
199	22.80675277
