iter	Passed	Remaining
206	16561	143456
207	16785	144617
208	16888	144720
209	16978	144725
210	17058	144636
211	17144	144598
212	17253	144752
213	17368	144956
214	17448	144866
215	17527	144761
216	17604	144645
217	17680	144528
218	17747	144326
219	17843	144370
220	18038	145208
221	18115	145090
222	18342	146166
223	18429	146118
224	18514	146061
225	18596	145977
226	18678	145891
227	18749	145721
228	18837	145680
229	18924	145638
230	18996	145477
231	19082	145420
232	19166	145355
233	19245	145242
234	19321	145113
235	19397	144987
236	19473	144856
237	19548	144725
238	19623	144586
239	19705	144506
240	19786	144415
241	19863	144296
242	19944	144209
243	20025	144121
244	20106	144030
245	20187	143941
246	20262	143808
247	20343	143714
248	20411	143538
249	20497	143479
250	20574	143367
251	20654	143271
252	20731	143153
253	20806	143026
254	20882	142904
255	20968	142848
256	21058	142818
257	21128	142657
258	21207	142556
259	21290	142484
260	21366	142364
261	21438	142213
262	21524	142162
263	21622	142185
264	21802	142742
265	21873	142591
266	21949	142467
267	22029	142367
268	22100	142213
269	22177	142101
270	22253	141976
271	22341	141931
272	22414	141796
273	22493	141689
274	22568	141564
275	22635	141392
276	22714	141288
277	22787	141151
278	22868	141064
279	22939	140911
280	23010	140766
281	23098	140721
282	23179	140633
283	23260	140548
284	23332	140404
285	23410	140301
286	23491	140211
287	23566	140088
288	23643	139976
289	23713	139826
290	23783	139676
291	23862	139578
292	23942	139486
293	24018	139372
294	24094	139257
295	24169	139139
296	24240	138996
297	24328	138949
298	24420	138925
299	24490	138777
300	24566	138668
301	24653	138616
302	24744	138586
303	24820	138471
304	24896	138359
305	24974	138259
306	25041	138093
307	25115	137971
308	25193	137873
309	25280	137819
310	25363	137745
311	25439	137632
312	25509	137493
313	25599	137457
314	25676	137349
315	25770	137332
316	25847	137227
317	25922	137111
318	25991	136964
319	26076	136901
320	26153	136795
321	26236	136720
322	26306	136583
323	26389	136507
324	26472	136432
325	26545	136309
326	26624	136216
327	26700	136109
328	26772	135979
329	26856	135911
330	26934	135811
331	27010	135704
332	27086	135597
333	27157	135464
334	27238	135381
335	27308	135241
336	27385	135137
337	27459	135021
338	27535	134915
339	27620	134855
340	27701	134770
341	27781	134683
342	27856	134574
343	27933	134472
344	28015	134390
345	28090	134283
346	28164	134166
347	28244	134081
348	28339	134064
349	28417	133969
350	28495	133871
351	28570	133763
352	28650	133675
353	28730	133590
354	28804	133473
355	28881	133376
356	28959	133279
357	29023	133120
358	29106	133045
359	29185	132954
360	29259	132840
361	29334	132734
362	29503	133048
363	29581	132955
364	29649	132812
365	29738	132768
366	29813	132656
367	29891	132561
368	29955	132404
369	30044	132357
370	30124	132273
371	30190	132126
372	30278	132074
373	30372	132047
374	30442	131916
375	30519	131818
376	30603	131747
377	30678	131639
378	30761	131567
379	30834	131451
380	30913	131363
381	30991	131269
382	31072	131186
383	31152	131098
384	31225	130985
385	31299	130874
386	31385	130811
387	31466	130729
388	31555	130682
389	31637	130604
390	31709	130487
391	31793	130417
392	31880	130362
393	31957	130261
394	32033	130163
395	32110	130064
396	32192	129987
397	32266	129875
398	32346	129791
399	32423	129694
400	32509	129633
401	32598	129581
402	32662	129435
403	32744	129356
404	32822	129263
405	32892	129139
406	32978	129076
407	33058	128991
408	33133	128888
409	33204	128769
410	33285	128688
411	33365	128603
412	33440	128498
413	33520	128413
414	33598	128321
415	33672	128214
416	33752	128130
417	33827	128025
418	33899	127910
419	33989	127865
420	34082	127828
421	34158	127730
422	34234	127631
423	34328	127598
424	34399	127481
425	34484	127413
426	34555	127295
427	34638	127224
428	34721	127150
429	34808	127092
430	34887	127002
431	34963	126905
432	35052	126852
433	35125	126744
434	35202	126646
435	35287	126583
436	35368	126499
437	35441	126392
438	35510	126269
439	35601	126223
440	35671	126105
441	35741	125986
442	35828	125924
443	35906	125836
444	35973	125706
445	36054	125624
446	36124	125505
447	36201	125412
448	36286	125347
449	36377	125301
450	36469	125258
451	36545	125158
452	36617	125047
453	36689	124937
454	36760	124823
455	36840	124739
456	36917	124646
457	36989	124536
458	37185	124843
459	37281	124810
460	37372	124765
461	37450	124672
462	37528	124582
463	37621	124540
464	37699	124449
465	37769	124330
466	37850	124248
467	37930	124165
468	38006	124069
469	38073	123940
470	38163	123889
471	38240	123796
472	38333	123752
473	38410	123659
474	38505	123621
475	38578	123515
476	38650	123405
477	38738	123347
478	38817	123260
479	38894	123166
480	38977	123089
481	39065	123032
482	39140	122933
483	39219	122843
484	39285	122715
485	39375	122663
486	39456	122581
487	39529	122477
488	39596	122351
489	39670	122249
490	39745	122150
491	39824	122062
492	39896	121956
493	39967	121844
494	40056	121789
495	40128	121679
496	40205	121587
497	40291	121520
498	40365	121418
499	40445	121335
500	40518	121230
501	40590	121125
502	40676	121059
503	40757	120977
504	40831	120876
505	40908	120786
506	40985	120693
507	41069	120622
508	41150	120542
509	41222	120433
510	41302	120351
511	41376	120249
512	41440	120120
513	41525	120052
514	41605	119970
515	41676	119859
516	41764	119800
517	41838	119699
518	41915	119607
519	41992	119517
520	42069	119425
521	42138	119311
522	42230	119263
523	42317	119198
524	42390	119097
525	42476	119031
526	42553	118940
527	42631	118850
528	42708	118761
529	42786	118672
530	42859	118569
531	42937	118480
532	43018	118401
533	43089	118293
534	43171	118217
535	43247	118124
536	43317	118013
537	43391	117915
538	43461	117805
539	43550	117748
540	43637	117684
541	43713	117590
542	43793	117508
543	43874	117428
544	43953	117343
545	44031	117255
546	44102	117148
547	44179	117060
548	44254	116964
549	44331	116874
550	44408	116782
551	44489	116703
552	44566	116614
553	44643	116524
554	44719	116430
555	44790	116326
556	44869	116240
557	44948	116156
558	45025	116068
559	45130	116048
560	45304	116209
561	45395	116154
562	45481	116085
563	45559	116000
564	45643	115926
565	45723	115842
566	45814	115788
567	45891	115698
568	45970	115612
569	46046	115520
570	46121	115425
571	46194	115324
572	46259	115205
573	46343	115131
574	46410	115017
575	46481	114911
576	46556	114818
577	46628	114715
578	46714	114649
579	46785	114544
580	46869	114470
581	46950	114391
582	47034	114319
583	47113	114234
584	47195	114156
585	47272	114067
586	47352	113984
587	47432	113902
588	47505	113803
589	47588	113729
590	47665	113639
591	47740	113544
592	47813	113446
593	47898	113375
594	47977	113290
595	48050	113192
596	48133	113117
597	48215	113040
598	48286	112937
599	48366	112856
600	48436	112750
601	48518	112672
602	48595	112583
603	48668	112485
604	48751	112409
605	48821	112306
606	48906	112235
607	48980	112140
608	49059	112055
609	49137	111969
610	49210	111871
611	49293	111797
612	49373	111714
613	49450	111626
614	49527	111537
615	49598	111434
616	49669	111334
617	49735	111220
618	49825	111160
619	49901	111071
620	49977	110979
621	50048	110878
622	50133	110807
