Precio_Real_MWh,Precio_Predicho_MWh
90.93,119.67016
83.39,113.13572
73.96,108.155106
71.45,105.996376
74.51,107.46435
80.4,109.03096
91.23,118.268585
99.3,126.81368
107.99,134.47653
103.14,139.26353
100.0,134.04898
97.61000000000001,130.94368
93.12,128.28241
90.0,124.9901
86.1,116.46937
82.78,105.29221
78.66,92.14967
72.53,85.39632
69.34,83.812546
69.13,84.06967
69.71,83.450554
72.95,84.17014
77.9,86.15882
79.45,88.81411
74.69,81.94985
69.0,74.13484
67.8,74.75241
65.4,73.44213
63.1,74.571434
62.29999999999999,73.95056
65.13,73.356606
72.84,82.891205
86.18,99.89506
92.00999999999999,110.54309
86.03000000000002,111.05168
84.49,110.1421
82.97,105.20537
72.52,100.85961
77.7,97.49161
67.0,96.485176
64.99,85.91108
62.03999999999999,80.72713
62.1,84.768845
65.1,96.17815
69.13,106.32313
86.74,122.22705
99.52,137.94006
100.33,140.8804
94.92,132.46715
90.30000000000001,124.30636
85.7,121.48311
82.41,115.21768
84.99,111.4264
90.1,111.85772
95.82,116.967865
100.0,124.753296
112.85,132.06416
113.9,135.58743
107.57999999999998,132.20921
100.0,128.82645
97.21000000000001,124.34912
90.99999999999999,114.73106
86.59,105.249504
83.33,101.74728
80.94,95.34764
78.65,92.88796
78.35,97.741554
80.37,104.878746
89.0,113.01909
101.0,122.745735
127.07,136.39241
120.18,138.4236
99.28,123.49228
91.69,108.96978
93.0,99.44808
89.42,93.54856
90.0,93.06614
88.0,95.79382
84.88,104.13947
88.0,111.01705
89.02,109.36452
99.49000000000001,101.17258
99.78,95.23559
88.75,91.381256
75.99,87.03242
60.0,80.83228
19.13,70.77654
15.93,51.592937
6.0,30.673513
4.900000000000001,17.797039
4.900000000000001,14.259551
5.0,19.938217
16.7,30.531488
44.2,43.834347
45.49999999999999,56.996037
45.49999999999999,60.51221
44.800000000000004,52.634933
34.52,40.03153
17.29,29.077631
12.99,21.232592
5.1,16.73013
5.0,17.77991
18.38,24.596596
43.49999999999999,37.93155
45.4,58.499306
49.1,68.45826
54.88,63.740437
46.8,57.358852
43.36999999999999,51.229473
18.03,39.47372
3.2,29.511417
3.2,22.513893
1.6800000000000002,14.352975
0.42999999999999994,11.101324
0.99,14.120152
3.2,22.357052
3.2,30.764563
30.1,40.62364
47.19,55.73946
55.77,74.27469
45.27,75.32744
43.66,65.59003
39.19,58.6828
35.0,56.95075
35.3,60.82994
45.4,66.8291
62.17,78.89976
96.02,101.82556
103.71,124.72088
99.6,132.63368
105.34,127.62493
98.84000000000002,124.836205
92.14000000000001,122.26466
73.61,115.37611
71.82,108.21495
67.44,102.207344
67.17,93.17679
60.0,88.499504
54.79,87.345474
50.0,85.982216
60.0,84.05033
74.4,87.484505
82.32,95.43991
87.33,100.50867
81.0,100.095795
78.0,98.92155
78.74,94.085526
70.83,92.303535
61.13,88.74883
60.14000000000001,90.911865
63.0,94.11044
69.18,102.273415
80.5,117.41716
84.2,125.63137
82.88,122.32439
80.5,117.95807
74.4,114.889404
61.0,109.08942
73.75,101.3225
63.92,99.46845
63.81,94.0861
63.81,91.94884
63.67999999999999,94.60801
66.1,101.2383
70.3,106.95846
75.93,112.95034
84.09,122.854515
88.31,124.742424
82.85,118.20482
76.64,108.09975
74.65,104.12191
69.84,103.44821
73.41,106.76905
79.21,107.77171
87.97,114.69619
95.07000000000001,125.227165
99.94,139.08739
99.58000000000001,142.23503
99.94,132.68837
99.58000000000001,125.399826
94.46,124.17077
85.78,121.972404
69.07,115.84389
59.11000000000001,111.26615
58.2,99.49793
57.57,94.577614
57.5,95.0394
57.5,97.640594
57.5,97.1372
58.99999999999999,97.24595
60.1,101.0806
58.99999999999999,102.06076
58.64,96.15024
56.8,83.86077
56.36,75.29463
47.42,74.4221
52.67,77.56271
53.75000000000001,81.33336
56.89,84.08201
64.89,97.546555
83.98,125.107315
93.52,134.1855
95.62,124.01695
94.52,118.1617
76.83,117.12552
59.20000000000001,112.50306
47.0,105.55834
41.8,97.342155
35.0,85.91764
25.0,84.80788
28.099999999999998,91.23007
40.0,100.25784
49.01,107.3121
75.0,114.42894
92.69,128.11662
86.66,128.36794
71.08,113.11419
61.99,97.7678
57.67000000000001,93.76517
58.48,92.66744
59.87,94.63551
59.99,100.566055
66.07,108.57975
79.09,124.92497
98.17999999999999,147.71657
104.90999999999998,155.00134
119.0,145.56413
103.21000000000001,136.14844
94.27,132.56105
75.93,126.234886
61.099999999999994,119.25096
58.99999999999999,117.08661
58.50000000000001,107.404976
59.87,104.11142
58.50000000000001,110.94265
58.50000000000001,119.17587
