datetime,Precio_Real,Prediccion_LightGBM,Diferencia_LightGBM,Prediccion_XGBoost,Diferencia_XGBoost,Prediccion_CatBoost,Diferencia_CatBoost,hour,month
2024-01-01 00:00:00,63.33,56.89759584815726,6.432404151842739,55.056778,8.273222045898436,45.94791439807282,17.38208560192718,0,1
2024-01-01 01:00:00,50.09,55.18367753643147,-5.093677536431464,47.36556,2.7244413757324253,39.171207853960716,10.918792146039287,1,1
2024-01-01 02:00:00,47.5,55.0047875083812,-7.504787508381199,50.53679,-3.0367889404296875,35.11457099235761,12.385429007642387,2,1
2024-01-01 03:00:00,43.5,54.24758285644906,-10.747582856449057,49.66182,-6.1618194580078125,29.09195838078709,14.40804161921291,3,1
2024-01-01 04:00:00,42.5,55.67554190664584,-13.17554190664584,50.891792,-8.391792297363281,29.29404228009335,13.20595771990665,4,1
2024-01-01 05:00:00,42.09,57.010863273254365,-14.920863273254362,52.378826,-10.288826141357418,30.557435031663985,11.532564968336018,5,1
2024-01-01 06:00:00,42.5,56.18808276001787,-13.68808276001787,51.78549,-9.28548812866211,28.459295805426507,14.040704194573493,6,1
2024-01-01 07:00:00,42.59,56.56866445272809,-13.97866445272809,52.526833,-9.936832580566403,32.08723897386186,10.502761026138145,7,1
2024-01-01 08:00:00,43.37,56.68255999619473,-13.312559996194736,52.667507,-9.297507171630862,32.14610393109085,11.223896068909148,8,1
2024-01-01 09:00:00,42.29,58.79682771818477,-16.506827718184773,55.13614,-12.846138916015626,35.24448668427199,7.045513315728009,9,1
2024-01-01 10:00:00,25.0,46.64070856467773,-21.64070856467773,35.436966,-10.436965942382812,16.079484483324833,8.920515516675167,10,1
2024-01-01 11:00:00,3.9,41.87144513862859,-37.97144513862859,33.66313,-29.76313171386719,12.842647228143534,-8.942647228143533,11,1
2024-01-01 12:00:00,3.2,37.696252645911194,-34.49625264591119,31.236706,-28.036705780029298,8.225853629598731,-5.025853629598731,12,1
2024-01-01 13:00:00,2.06,36.6097998468811,-34.5497998468811,30.317501,-28.257501068115236,6.6731279516124005,-4.6131279516124,13,1
2024-01-01 14:00:00,1.73,37.394187555463986,-35.66418755546399,30.284378,-28.554378051757812,8.858222595722154,-7.128222595722153,14,1
2024-01-01 15:00:00,5.72,41.15648927027162,-35.43648927027162,32.190998,-26.47099807739258,9.076481285498545,-3.3564812854985453,15,1
2024-01-01 16:00:00,18.49,38.81703313906319,-20.327033139063193,31.858181,-13.368180999755861,9.901425358429066,8.588574641570933,16,1
2024-01-01 17:00:00,37.0,52.41398184771431,-15.413981847714311,43.50547,-6.505470275878906,25.27088130162622,11.729118698373782,17,1
2024-01-01 18:00:00,47.5,48.0405359428324,-0.540535942832399,43.2496,4.250400543212891,38.05932128814988,9.440678711850119,18,1
2024-01-01 19:00:00,54.97,42.266861465619975,12.703138534380024,39.83975,15.13025161743164,38.27487971625586,16.69512028374414,19,1
2024-01-01 20:00:00,60.9,42.073435795214934,18.826564204785065,39.997086,20.902914428710936,39.616610184494085,21.283389815505913,20,1
2024-01-01 21:00:00,60.0,45.93239454359555,14.06760545640445,42.032722,17.96727752685547,41.805957453278545,18.194042546721455,21,1
2024-01-01 22:00:00,47.5,41.2805994863401,6.219400513659899,38.531124,8.968875885009766,37.22735725593145,10.272642744068548,22,1
2024-01-01 23:00:00,42.09,39.011487048598234,3.0785129514017697,37.291523,4.798477020263675,28.128848239120458,13.961151760879545,23,1
2024-01-02 00:00:00,37.8,42.624150072815446,-4.824150072815449,35.74404,2.0559585571289034,20.315600251272514,17.484399748727483,0,1
2024-01-02 01:00:00,25.0,46.100269319389554,-21.100269319389554,38.34457,-13.34457015991211,11.52421546630272,13.47578453369728,1,1
2024-01-02 02:00:00,3.99,49.3143598613318,-45.3243598613318,37.600613,-33.61061264038086,14.850617634553899,-10.860617634553899,2,1
2024-01-02 03:00:00,14.0,45.582840525758805,-31.582840525758805,36.780758,-22.780757904052734,9.846692464452346,4.153307535547654,3,1
2024-01-02 04:00:00,10.0,45.582840525758805,-35.582840525758805,40.32795,-30.32794952392578,14.182638360441842,-4.1826383604418425,4,1
2024-01-02 05:00:00,14.54,45.486066351413626,-30.946066351413627,37.47822,-22.938221893310548,16.290137212818465,-1.7501372128184656,5,1
2024-01-02 06:00:00,36.29,48.14932244871424,-11.859322448714238,39.411194,-3.121193847656251,22.757176808201336,13.532823191798663,6,1
2024-01-02 07:00:00,44.7,56.15752469041912,-11.45752469041912,46.71721,-2.0172088623046847,39.35357289383877,5.346427106161229,7,1
2024-01-02 08:00:00,53.78,44.382096006601124,9.397903993398877,41.71701,12.062989501953126,41.381986809289074,12.398013190710927,8,1
2024-01-02 09:00:00,54.23,42.78043717434127,11.449562825658724,40.27696,13.953041534423825,40.67591165442091,13.554088345579089,9,1
2024-01-02 10:00:00,50.0,37.22311406635484,12.776885933645161,34.342155,15.657844543457031,34.122728450705736,15.877271549294264,10,1
2024-01-02 11:00:00,52.2,37.91957654791005,14.280423452089956,33.460133,18.73986740112305,32.85055032424262,19.349449675757384,11,1
2024-01-02 12:00:00,45.0,42.32190309106341,2.6780969089365882,37.560028,7.439971923828125,37.87564374615067,7.124356253849328,12,1
2024-01-02 13:00:00,43.0,35.918324595287935,7.081675404712065,32.76729,10.232711791992188,30.49527462998296,12.504725370017042,13,1
2024-01-02 14:00:00,43.0,37.89588806678204,5.104111933217958,36.124348,6.875652313232422,35.00262945048982,7.99737054951018,14,1
2024-01-02 15:00:00,40.99,35.93057641558396,5.059423584416045,32.334473,8.655527343750002,28.87941933002719,12.110580669972812,15,1
2024-01-02 16:00:00,43.66,38.01858447890743,5.6414155210925685,34.16049,9.499511871337887,32.65851982840705,11.001480171592945,16,1
2024-01-02 17:00:00,52.2,50.61416726038552,1.5858327396144816,45.781956,6.418044281005862,47.72411384372258,4.475886156277426,17,1
2024-01-02 18:00:00,57.77,53.74939569036159,4.020604309638415,48.465656,9.304343719482425,51.52864877464256,6.241351225357441,18,1
2024-01-02 19:00:00,62.45,52.04481522758423,10.405184772415772,49.457138,12.992861938476565,53.18374287754633,9.266257122453673,19,1
2024-01-02 20:00:00,58.0,49.99976255022503,8.000237449774971,47.406742,10.593257904052734,48.25062882958202,9.74937117041798,20,1
2024-01-02 21:00:00,52.83,52.40219690346802,0.42780309653198145,48.492672,4.337328033447264,51.04165744871059,1.7883425512894107,21,1
2024-01-02 22:00:00,46.26,45.48060417021472,0.7793958297852797,43.501217,2.7587831115722636,42.66880712450417,3.591192875495828,22,1
2024-01-02 23:00:00,40.1,40.566224879600185,-0.46622487960018333,37.065876,3.0341239929199233,33.28487920507558,6.815120794924418,23,1
2024-01-03 00:00:00,6.8,38.35052601375825,-31.550526013758248,35.91128,-29.11128158569336,31.278499417147003,-24.478499417147003,0,1
2024-01-03 01:00:00,3.2,36.12271648363415,-32.92271648363415,29.66266,-26.462660598754884,23.505996660580138,-20.30599666058014,1,1
2024-01-03 02:00:00,3.2,35.19698080793104,-31.996980807931042,28.583351,-25.383351135253907,19.591645594882337,-16.391645594882338,2,1
2024-01-03 03:00:00,3.2,33.43128417396191,-30.231284173961914,26.63468,-23.434679794311524,13.751203090423274,-10.551203090423275,3,1
2024-01-03 04:00:00,3.2,33.67080447140417,-30.47080447140417,26.927908,-23.727907943725587,15.175177430298703,-11.975177430298704,4,1
2024-01-03 05:00:00,2.21,33.67080447140417,-31.460804471404167,27.479422,-25.269421615600585,17.355514722478517,-15.145514722478516,5,1
2024-01-03 06:00:00,4.78,37.4414673259726,-32.6614673259726,34.146347,-29.366347045898436,28.5399837786632,-23.759983778663198,6,1
2024-01-03 07:00:00,45.42,43.20395896931325,2.2160410306867533,39.509445,5.910554809570314,43.22571931469229,2.19428068530771,7,1
2024-01-03 08:00:00,61.92,42.940406432074944,18.979593567925058,39.248978,22.67102233886719,46.341022310419646,15.578977689580356,8,1
2024-01-03 09:00:00,67.0,43.30015762780633,23.69984237219367,40.487877,26.512123107910156,50.95411026007459,16.045889739925407,9,1
2024-01-03 10:00:00,63.6,42.24873761638826,21.35126238361174,37.502083,26.09791717529297,45.663265388318024,17.936734611681977,10,1
2024-01-03 11:00:00,57.1,42.37685834664185,14.723141653358148,36.14486,20.955140686035158,42.76624393369388,14.333756066306123,11,1
2024-01-03 12:00:00,55.0,41.691225269643695,13.308774730356305,35.74476,19.25524139404297,41.98582987081857,13.01417012918143,12,1
2024-01-03 13:00:00,55.42,41.07101822526691,14.34898177473309,35.549454,19.87054626464844,41.720594111119524,13.699405888880477,13,1
2024-01-03 14:00:00,61.0,43.40801551857962,17.591984481420383,37.37349,23.626510620117188,44.675165436445106,16.324834563554894,14,1
2024-01-03 15:00:00,66.03,49.00403660686155,17.025963393138454,43.72436,22.305638580322267,49.94176731407827,16.08823268592173,15,1
2024-01-03 16:00:00,67.52,59.94856835335065,7.571431646649344,54.381134,13.138865966796871,60.844673014697825,6.675326985302171,16,1
2024-01-03 17:00:00,89.57,64.80504983725636,24.76495016274363,61.389526,28.180473632812493,69.46363080386652,20.10636919613347,17,1
2024-01-03 18:00:00,94.2,65.93254038462611,28.267459615373895,63.44938,30.750621032714847,68.15655349767111,26.04344650232889,18,1
2024-01-03 19:00:00,104.35,66.89325451749507,37.45674548250493,65.27471,39.075288391113276,68.48394096125361,35.866059038746386,19,1
2024-01-03 20:00:00,113.26,66.66944042282114,46.590559577178865,64.64871,48.61128784179688,67.05959333630334,46.20040666369667,20,1
