Modelo,MAE (€/MWh),RMSE (€/MWh),R²,MAPE (%),wAPE (%),sMAPE (%),MedAE (€/MWh),Moda Error (€/MWh)
ARIMA,40.681,47.314,-0.061,1.4225326046483715e+18,64.52,83.03,43.762,52
