iter	RMSE
0	72.13745873
1	71.00600707
2	69.87337559
3	68.78627437
4	67.74227993
5	66.70532733
6	65.68871144
7	64.70152184
8	63.72533931
9	62.76725278
10	61.83757776
11	60.94226323
12	60.05240829
13	59.21090699
14	58.3601143
15	57.5333109
16	56.73475164
17	55.96385279
18	55.18341251
19	54.4028925
20	53.658449
21	52.93347451
22	52.23621828
23	51.55253398
24	50.88240233
25	50.22412024
26	49.58535997
27	48.92647664
28	48.3231738
29	47.72310194
30	47.13995443
31	46.57765417
32	46.02052234
33	45.51432927
34	44.98822465
35	44.46573558
36	43.97384726
37	43.49363551
38	43.02089971
39	42.54425765
40	42.08300339
41	41.62047393
42	41.2083327
43	40.78787298
44	40.35656074
45	39.93706253
46	39.54383057
47	39.15562281
48	38.77860735
49	38.41762294
50	38.08174585
51	37.7394792
52	37.41948111
53	37.0829801
54	36.76764968
55	36.45587805
56	36.15184289
57	35.8620517
58	35.55802016
59	35.2799268
60	35.00959656
61	34.73664921
62	34.48228889
63	34.22488825
64	33.97675848
65	33.75269899
66	33.52066606
67	33.29471481
68	33.07942896
69	32.86615845
70	32.65719959
71	32.43718374
72	32.23103549
73	32.03651364
74	31.83896651
75	31.65230789
76	31.4702129
77	31.29556911
78	31.12656949
79	30.96594004
80	30.80256963
81	30.64014921
82	30.49858613
83	30.35118442
84	30.20379323
85	30.05675014
86	29.91894927
87	29.78906414
88	29.65242313
89	29.52407909
90	29.39642881
91	29.27958392
92	29.16256245
93	29.0492497
94	28.93530628
95	28.82876485
96	28.72363059
97	28.62518039
98	28.52591694
99	28.43351075
100	28.34026585
101	28.25133407
102	28.16727041
103	28.0867411
104	28.0062244
105	27.93109654
106	27.84415912
107	27.76536196
108	27.68851885
109	27.61292141
110	27.53974998
111	27.47589686
112	27.4036639
113	27.33561722
114	27.26411933
115	27.20304364
116	27.13725836
117	27.07461356
118	27.01934439
119	26.95791626
120	26.90236497
121	26.8517671
122	26.80271097
123	26.74717931
124	26.69785877
125	26.63705486
126	26.58662552
127	26.52422888
128	26.48325505
129	26.43296483
130	26.39079404
131	26.34622115
132	26.30301761
133	26.25892752
134	26.20793009
135	26.16774406
136	26.12976736
137	26.08935986
138	26.0512529
139	26.01425616
140	25.96284952
141	25.92517434
142	25.89147297
143	25.8607377
144	25.82152297
145	25.79008977
146	25.74717571
147	25.71335028
148	25.66821346
149	25.62625536
150	25.59219441
151	25.56285491
152	25.53030333
153	25.50231116
154	25.47015924
155	25.44468036
156	25.40296281
157	25.38125826
158	25.35510477
159	25.3302824
160	25.2957374
161	25.27147059
162	25.24545067
163	25.21242852
164	25.18073334
165	25.15363163
166	25.12493801
167	25.0981805
168	25.07285191
169	25.04816602
170	25.02125249
171	24.99158436
172	24.97132138
173	24.93946074
174	24.91764646
175	24.8950782
176	24.86801187
177	24.84203437
178	24.81069097
179	24.78946227
180	24.76158682
181	24.74065175
