iter	Passed	Remaining
0	77	155530
1	159	158911
2	258	172312
3	342	170883
4	424	169271
5	535	177874
6	624	177704
7	720	179327
8	803	177830
9	886	176367
10	969	175228
11	1043	172929
12	1117	170781
13	1192	169230
14	1264	167370
15	1338	165919
16	1415	165130
17	1498	165014
18	1595	166335
19	1669	165301
20	1768	166613
21	1870	168149
22	1982	170447
23	2088	171983
24	2218	175252
25	2318	176046
26	2432	177740
27	2548	179489
28	2680	182157
29	2802	184016
30	2898	184087
31	2985	183630
32	3073	183219
33	3166	183087
34	3254	182697
35	3335	181983
36	3423	181621
37	3518	181681
38	3596	180853
39	3681	180388
40	3763	179844
41	3843	179200
42	4070	185277
43	4171	185446
44	4287	186274
45	4382	186162
46	4478	186109
47	4570	185880
48	4653	185280
49	4739	184823
50	4836	184814
51	4936	184944
52	5051	185559
53	5238	188784
54	5505	194690
55	5753	199737
56	5881	200496
57	5999	200886
58	6101	200719
59	6378	206232
60	6484	206118
61	6595	206162
62	6689	205667
63	6787	205308
64	6889	205089
65	7001	205154
66	7100	204866
67	7202	204626
68	7303	204383
69	7401	204079
70	7500	203784
71	7600	203532
72	7708	203490
73	7815	203423
74	7925	203422
75	8108	205262
76	8199	204762
77	8282	204087
78	8376	203680
79	8481	203567
80	8610	203983
81	8782	205424
82	9006	208018
83	9117	207970
84	9224	207833
85	9343	207942
86	9443	207658
87	9566	207845
88	9681	207871
89	9892	209942
90	10006	209919
91	10139	210278
92	10307	211368
93	10478	212470
94	10629	213148
95	10783	213874
96	10883	213528
97	10992	213334
98	11103	213208
99	11200	212806
100	11295	212379
101	11410	212328
102	11522	212214
103	11624	211927
104	11729	211680
105	11839	211541
106	11928	211027
107	12026	210680
108	12127	210400
109	12229	210117
110	12335	209927
111	12433	209600
112	12541	209430
113	12641	209140
114	12749	208975
115	12857	208816
116	12955	208513
117	13060	208308
118	13158	207990
119	13269	207888
120	13376	207725
121	13497	207769
122	13618	207818
123	13721	207594
124	13820	207314
125	13937	207295
126	14044	207134
127	14145	206879
128	14235	206467
129	14336	206230
130	14436	205965
131	14546	205858
132	14670	205936
133	15134	210756
134	15252	210714
135	15367	210627
136	15482	210536
137	15587	210323
138	15698	210181
139	15934	211706
140	16181	213343
141	16278	212992
142	16365	212525
143	16466	212234
144	16551	211746
145	16640	211307
146	16722	210788
147	16804	210288
148	16881	209715
149	16974	209349
150	17068	209006
151	17169	208744
152	17400	210051
153	17494	209707
154	17686	210526
155	17792	210313
156	17897	210099
157	18023	210126
158	18246	211270
159	18332	210818
160	18414	210342
161	18505	209958
162	18590	209512
163	18660	208909
164	18751	208536
165	18844	208193
166	18949	207994
167	19030	207525
168	19108	207028
169	19197	206650
170	19285	206272
171	19377	205943
172	19452	205431
173	19529	204944
174	19610	204505
175	19694	204111
176	19780	203727
177	19881	203504
178	20004	203505
179	20085	203085
180	20173	202741
181	20262	202405
182	20340	201957
183	20410	201441
184	20493	201055
185	20572	200634
186	20648	200189
187	20722	199732
188	20805	199360
189	20892	199031
190	20975	198659
191	21054	198262
192	21134	197874
193	21212	197469
194	21306	197220
195	21377	196758
196	21461	196424
197	21553	196161
198	21624	195710
199	21709	195387
200	21799	195110
201	21876	194725
202	21952	194331
203	22034	193991
204	22121	193697
205	22193	193273
206	22259	192808
207	22341	192479
208	22403	191981
209	22485	191661
210	22587	191508
211	22658	191104
212	22742	190804
213	22819	190444
214	22893	190070
215	22974	189755
216	23092	189742
217	23182	189501
218	23277	189300
219	23370	189089
220	23459	188840
221	23552	188635
222	23651	188472
223	23724	188098
224	23815	187876
225	23905	187645
226	24012	187552
227	24098	187290
228	24193	187101
229	24314	187114
230	24393	186802
231	24483	186580
232	24557	186239
233	24636	185935
234	24712	185603
235	24789	185293
236	24857	184907
237	24945	184681
238	25026	184398
239	25115	184177
240	25188	183847
241	25279	183641
242	25361	183377
243	25429	183006
244	25520	182806
245	25613	182626
246	25691	182334
247	25771	182066
248	25855	181820
249	25934	181542
250	26010	181246
251	26095	181009
252	26162	180656
253	26249	180437
254	26317	180097
255	26403	179870
256	26483	179615
257	26576	179442
258	26646	179116
259	26728	178874
260	26806	178605
261	26885	178348
262	26980	178196
263	27067	177990
264	27143	177711
265	27217	177424
266	27310	177265
267	27381	176955
268	27461	176710
269	27540	176466
270	27612	176170
271	27695	175948
272	27773	175692
273	27851	175445
274	27921	175144
275	27999	174893
276	28084	174693
277	28162	174446
278	28242	174215
279	28324	173993
280	28410	173798
281	28501	173635
282	28588	173453
283	28674	173256
284	28757	173051
285	28832	172794
286	28895	172467
287	28991	172336
288	29079	172162
289	29171	172011
290	29254	171805
291	29345	171649
292	29432	171472
293	29508	171232
294	29589	171017
295	29676	170837
296	29737	170516
297	29808	170248
298	29878	169977
299	29957	169758
300	30025	169480
301	30107	169280
302	30192	169096
303	30261	168828
304	30339	168606
305	30411	168357
306	30503	168214
307	30579	167988
308	30657	167774
309	30736	167565
310	30828	167423
311	30920	167287
312	30998	167074
313	31070	166832
314	31142	166585
315	31226	166409
316	31305	166205
317	31382	165991
318	31464	165806
319	31535	165559
320	31619	165385
321	31693	165159
322	31775	164978
323	31851	164760
324	31936	164593
325	32021	164431
326	32101	164240
327	32178	164033
328	32253	163817
329	32334	163630
330	32409	163417
331	32487	163220
332	32568	163036
333	32638	162802
334	32706	162558
335	32785	162364
336	32867	162193
337	32952	162032
338	33026	161819
339	33107	161644
340	33188	161467
341	33284	161361
342	33373	161221
343	33465	161102
344	33553	160959
345	33628	160753
346	33706	160569
347	33779	160356
348	33862	160191
349	33954	160070
350	34046	159950
351	34121	159749
352	34196	159553
353	34271	159353
354	34349	159168
355	34423	158967
356	34506	158807
357	34602	158705
358	34691	158574
359	34785	158467
360	34870	158316
361	34968	158228
362	35046	158048
363	35135	157918
364	35233	157827
365	35323	157700
366	35413	157573
367	35502	157444
368	35576	157250
369	35654	157072
370	35738	156922
371	35814	156735
372	35900	156594
373	35970	156385
374	36040	156174
375	36118	156001
376	36195	155823
377	36276	155660
378	36349	155469
379	36416	155249
380	36502	155111
381	36580	154939
382	36661	154784
383	36751	154664
384	36878	154697
385	36950	154501
386	37029	154338
387	37108	154170
388	37177	153968
389	37261	153821
390	37344	153676
391	37418	153493
392	37489	153296
393	37579	153179
394	37659	153021
395	37730	152828
396	37799	152626
397	37876	152455
398	37952	152285
399	38031	152126
400	38103	151939
401	38177	151758
402	38257	151605
403	38332	151430
404	38434	151363
405	38511	151201
406	38590	151042
407	38677	150919
408	38752	150747
409	38832	150595
410	38905	150416
411	38988	150275
412	39066	150118
413	39149	149978
414	39236	149854
415	39311	149685
416	39393	149542
417	39487	149447
418	39578	149338
419	39670	149235
420	39751	149092
421	39827	148930
422	39936	148890
423	40013	148730
424	40092	148576
425	40171	148428
426	40255	148293
427	40344	148179
428	40428	148048
429	40507	147900
430	40591	147767
431	40683	147667
432	40760	147508
433	40835	147347
434	40912	147192
435	40989	147034
436	41072	146902
437	41155	146770
438	41233	146618
439	41321	146502
440	41402	146362
441	41494	146262
442	41590	146178
443	41674	146047
444	41749	145888
445	41827	145739
446	41933	145687
447	42024	145586
448	42124	145511
449	42222	145432
450	42324	145367
451	42391	145180
452	42479	145066
453	42555	144914
454	42618	144716
455	42699	144580
456	42786	144461
457	42866	144324
458	42938	144156
459	43017	144015
460	43094	143866
461	43170	143714
462	43251	143581
463	43332	143445
464	43415	143319
465	43493	143175
466	43579	143056
467	43667	142945
468	43750	142819
469	43822	142655
470	43905	142528
471	43978	142372
472	44063	142251
473	44151	142140
474	44232	142008
475	44307	141858
476	44385	141716
477	44465	141583
478	44545	141446
479	44630	141330
480	44721	141229
481	44816	141143
482	44906	141041
483	44983	140897
484	45063	140766
485	45146	140642
486	45231	140523
487	45307	140377
488	45377	140215
489	45468	140116
490	45557	140011
491	45648	139915
492	45734	139800
493	45814	139670
494	45898	139548
495	45985	139439
496	46077	139345
497	46166	139241
498	46257	139143
499	46346	139039
500	46418	138885
501	46480	138699
502	46554	138553
503	46643	138449
504	46730	138341
505	46818	138234
506	46915	138154
507	47006	138058
508	47076	137899
509	47159	137779
510	47235	137639
511	47310	137496
512	47394	137378
