iter	Passed	Remaining
513	47486	137287
514	47564	137151
515	47657	137062
516	47736	136930
517	47822	136820
518	47909	136712
519	47989	136585
520	48072	136466
521	48155	136347
522	48234	136219
523	48309	136076
524	48441	136096
525	48528	135991
526	48626	135913
527	48718	135821
528	48819	135752
529	48912	135662
530	49000	135560
531	49108	135509
532	49190	135388
533	49263	135243
534	49361	135166
535	49423	134991
536	49503	134867
537	49575	134718
538	49648	134575
539	49734	134466
540	49874	134503
541	50016	134547
542	50098	134427
543	50174	134291
544	50253	134163
545	50324	134014
546	50410	133905
547	50480	133754
548	50566	133647
549	50647	133524
550	50722	133388
551	50794	133243
552	50879	133132
553	50965	133026
554	51048	132910
555	51139	132814
556	51217	132688
557	51305	132584
558	51387	132466
559	51464	132337
560	51542	132210
561	51640	132133
562	51719	132008
563	51806	131905
564	51884	131776
565	51963	131653
566	52040	131524
567	52119	131399
568	52187	131248
569	52275	131147
570	52356	131030
571	52427	130885
572	52504	130757
573	52583	130635
574	52665	130519
575	52746	130399
576	52834	130301
577	52910	130171
578	52991	130053
579	53067	129922
580	53144	129795
581	53217	129660
582	53291	129527
583	53369	129403
584	53442	129265
585	53521	129146
586	53598	129020
587	53670	128881
588	53750	128764
589	53833	128651
590	53919	128549
591	53987	128403
592	54066	128282
593	54158	128192
594	54241	128082
595	54326	127977
596	54405	127856
597	54472	127709
598	54552	127591
599	54624	127458
600	54700	127330
601	54782	127219
602	54866	127111
603	54951	127007
604	55022	126871
605	55103	126756
606	55174	126620
607	55262	126522
608	55332	126382
609	55413	126269
610	55498	126166
611	55585	126067
612	55662	125945
613	55753	125853
614	55828	125727
615	55912	125622
616	55998	125519
617	56089	125430
618	56164	125304
619	56245	125190
620	56322	125070
621	56414	124982
622	56499	124878
623	56584	124776
624	56672	124678
625	56749	124558
626	56835	124457
627	56912	124338
628	57006	124253
629	57080	124128
630	57268	124247
631	57349	124135
632	57429	124023
633	57510	123910
634	57587	123790
635	57677	123699
636	57771	123613
637	57848	123493
638	57935	123396
639	58012	123275
640	58102	123183
641	58193	123095
