iter	RMSE
0	72.29583644
1	71.23359485
2	70.25647748
3	69.19746276
4	68.23329848
5	67.30155239
6	66.39718102
7	65.51999855
8	64.61594721
9	63.76450076
10	62.92626262
11	62.10418539
12	61.25644297
13	60.39916042
14	59.65144181
15	58.91696521
16	58.2014856
17	57.49897402
18	56.7588658
19	56.00332701
20	55.28693657
21	54.6208382
22	53.96008904
23	53.31485553
24	52.70666496
25	52.03887739
26	51.44192287
27	50.7969721
28	50.2098398
29	49.69661723
30	49.14070597
31	48.54971314
32	47.99114605
33	47.50433665
34	46.9637609
35	46.43080957
36	45.91637977
37	45.47390663
38	44.98294489
39	44.46370478
40	44.02459617
41	43.59100687
42	43.14237076
43	42.65702414
44	42.18474464
45	41.76594569
46	41.36077614
47	40.918741
48	40.50505167
49	40.13276326
50	39.80992983
51	39.45339067
52	39.10169048
53	38.71506052
54	38.34547263
55	38.02112455
56	37.68615316
57	37.36564891
58	37.03864683
59	36.75218041
60	36.43909625
61	36.16514655
62	35.87084302
63	35.63075518
64	35.36911696
65	35.09062335
66	34.81423465
67	34.57611462
68	34.29725014
69	34.03798117
70	33.79564779
71	33.59423969
72	33.36636237
73	33.12401819
74	32.88247319
75	32.67161972
76	32.46423831
77	32.29674443
78	32.09190488
79	31.90114168
80	31.72588813
81	31.53375194
82	31.37423652
83	31.20532554
84	31.02406216
85	30.85432425
86	30.68714593
87	30.51908156
88	30.39064367
89	30.25907269
90	30.09965435
91	29.95166283
92	29.81377882
93	29.67309823
94	29.53285896
95	29.39886742
96	29.26337539
97	29.12705472
98	29.01781936
99	28.90022228
100	28.76915979
101	28.65008609
102	28.53819636
103	28.41511222
104	28.31204223
105	28.20273998
106	28.09798002
107	27.99755982
108	27.90475083
109	27.80151676
110	27.69655433
111	27.60397448
112	27.51407851
113	27.41555899
114	27.32462404
115	27.23847969
116	27.15507827
117	27.08018439
118	27.01325953
119	26.92737517
120	26.85887971
121	26.78655503
122	26.71639975
123	26.63714074
124	26.56149739
125	26.49540304
126	26.43138603
127	26.36393106
128	26.29601107
129	26.2358527
130	26.16919195
131	26.10617242
132	26.04900766
133	25.99348031
134	25.94708051
135	25.88861771
136	25.83181591
137	25.77968578
138	25.72949157
139	25.67950776
140	25.62962682
141	25.5757827
142	25.53454399
143	25.48407709
144	25.4391225
145	25.39486225
146	25.35022837
147	25.30110067
148	25.26082441
149	25.21642978
150	25.17528399
151	25.13316207
152	25.09472985
153	25.05081241
154	25.01599394
155	24.97521101
156	24.93404748
157	24.89619503
158	24.85186999
159	24.81342648
160	24.77702485
161	24.7416542
162	24.7114308
163	24.67768872
164	24.64387817
165	24.61393545
166	24.57871572
167	24.54120582
168	24.50655425
169	24.47206572
170	24.44024603
171	24.40277851
172	24.3676482
173	24.33477478
174	24.30407697
175	24.27437044
176	24.24188064
177	24.21312867
178	24.18658556
179	24.15941974
180	24.1293797
181	24.09818859
182	24.06757972
183	24.03981036
184	24.01793322
185	23.99193
186	23.97113863
187	23.94790858
188	23.9238173
189	23.90247505
190	23.88473991
191	23.86633867
192	23.84423475
193	23.82754248
194	23.80516129
195	23.78323644
196	23.76086738
197	23.74012336
198	23.71888054
199	23.69601047
200	23.67469868
201	23.65311776
202	23.63120944
203	23.61067262
204	23.58695841
205	23.56836773
206	23.54245497
207	23.52594136
208	23.50394909
209	23.48712343
210	23.46984683
211	23.45576513
212	23.43755892
213	23.41887225
214	23.39946822
215	23.38362186
216	23.36366593
217	23.34564393
218	23.33156087
219	23.3170545
220	23.29824795
221	23.27576267
222	23.25483924
223	23.23897213
224	23.22282137
225	23.20675532
226	23.19306121
227	23.17695798
228	23.16487453
229	23.14595493
230	23.12806614
231	23.11304352
232	23.09337462
233	23.0754733
234	23.05852653
235	23.04769677
236	23.03078241
237	23.02112122
238	23.00301635
239	22.99192814
240	22.98023272
241	22.96234806
242	22.94692984
243	22.92681095
244	22.91135677
245	22.8933017
246	22.87828479
247	22.86390907
248	22.85221827
249	22.83898778
250	22.82528229
251	22.81034266
252	22.79315404
253	22.77674713
254	22.76354399
255	22.75315307
256	22.73495127
257	22.71749237
258	22.70433479
259	22.68895553
260	22.6771059
261	22.66453378
262	22.65161423
263	22.63699428
264	22.62488452
265	22.60904589
266	22.59923415
267	22.59052865
268	22.57691586
269	22.56215708
270	22.54682622
271	22.53923611
272	22.52499652
273	22.51564033
274	22.49978827
275	22.48659359
276	22.47109231
277	22.46099802
278	22.44847044
279	22.43750084
280	22.42441
281	22.41120738
282	22.40057882
283	22.38604112
284	22.37226149
285	22.35612201
286	22.34544159
287	22.32997808
288	22.31763231
289	22.30649653
290	22.29301377
291	22.27983994
292	22.26254773
293	22.24982469
294	22.2352469
295	22.22399889
296	22.21151875
297	22.20212803
298	22.19070188
299	22.17870414
300	22.16645228
301	22.15081714
302	22.13937522
303	22.12798452
304	22.11375298
305	22.10043637
306	22.08676348
307	22.07593451
308	22.06276443
309	22.05309912
310	22.04288884
311	22.02995376
312	22.01431213
313	22.00388516
314	21.99372093
315	21.98412566
316	21.97327672
317	21.95643633
318	21.9433882
319	21.93528475
320	21.92187724
321	21.91494742
322	21.90243355
323	21.8887933
324	21.8739783
325	21.86514981
326	21.85468939
327	21.84738438
328	21.83631824
329	21.82882521
330	21.81701673
331	21.80431052
332	21.79603741
333	21.78462069
334	21.77357031
335	21.76521082
336	21.75701332
337	21.747494
338	21.73765479
339	21.72655253
340	21.71291689
341	21.70071693
342	21.69185089
343	21.67985241
344	21.66407724
345	21.64605292
346	21.63573083
347	21.6225452
348	21.60991551
349	21.60065089
350	21.5879266
351	21.57795037
352	21.56787787
353	21.56073069
354	21.55029497
355	21.53883672
356	21.52080331
357	21.51276839
358	21.50518892
359	21.49292522
360	21.48176623
361	21.46763229
362	21.4530601
363	21.44296559
364	21.43157475
365	21.41984986
366	21.40850724
367	21.40076604
368	21.38917925
369	21.37542585
370	21.36425249
371	21.35520237
372	21.34850002
373	21.33649684
374	21.32986928
375	21.31841434
376	21.31059236
377	21.30307892
378	21.29291355
379	21.28594402
380	21.2765638
381	21.26769963
382	21.25804466
383	21.24638948
384	21.23548489
385	21.22481942
386	21.21520278
387	21.20500737
388	21.195753
389	21.18813662
390	21.1748556
391	21.16368557
392	21.15667183
393	21.14604007
394	21.13496706
395	21.12868505
396	21.11810875
397	21.10629455
398	21.09085769
399	21.08235563
400	21.07340526
401	21.06269442
402	21.05646992
403	21.04940581
404	21.03987295
405	21.03034585
406	21.02321128
407	21.0146981
408	21.00655447
409	20.9965958
410	20.98555185
411	20.9782584
412	20.9698485
413	20.95876477
414	20.95087483
415	20.94280257
416	20.93427761
417	20.92577267
418	20.91540028
419	20.90753837
420	20.90242666
421	20.89435145
422	20.88792835
423	20.87932973
424	20.87177104
425	20.86461545
426	20.85424732
427	20.8430105
428	20.83403179
429	20.82322017
430	20.81132124
431	20.80558162
432	20.79810291
433	20.79115823
434	20.78308188
435	20.77148943
436	20.76238324
437	20.75337566
438	20.74520969
439	20.73663855
440	20.73163639
441	20.72407789
442	20.71510541
443	20.70575549
444	20.69551816
445	20.68537717
446	20.67609748
447	20.6680635
448	20.65804338
449	20.65166365
450	20.64410397
451	20.63548881
452	20.62846892
453	20.61806193
454	20.60862211
455	20.60258624
456	20.59693377
457	20.58745797
458	20.5816345
459	20.56760391
460	20.55910448
461	20.5512236
462	20.54361833
463	20.53405211
464	20.52544062
465	20.51814562
466	20.51185265
467	20.50458438
468	20.49675827
469	20.49044907
470	20.48396434
471	20.4770032
472	20.46858416
473	20.46060058
474	20.44929637
475	20.4412887
476	20.43143398
477	20.42626623
478	20.41887341
479	20.41140787
480	20.4027706
481	20.39222265
482	20.37736319
483	20.36662783
484	20.35777937
485	20.35036446
486	20.34070704
487	20.33264819
488	20.32544555
489	20.31230287
490	20.30360617
491	20.29622972
492	20.28829136
493	20.28207324
494	20.2738322
495	20.26826792
496	20.2593072
497	20.24943505
498	20.24222292
499	20.23490347
500	20.22912544
501	20.22406005
502	20.2148152
503	20.20620268
504	20.19934319
505	20.19271242
506	20.18281942
507	20.17725435
508	20.17022028
509	20.16248111
510	20.15664203
511	20.14771937
512	20.13883023
513	20.12849954
514	20.11812914
515	20.10395869
516	20.09921307
517	20.09064716
518	20.08163711
519	20.07064829
520	20.0644486
521	20.05608997
522	20.04987012
523	20.0429306
