Modelo,MAE (€/MWh),RMSE (€/MWh),R²,MAPE (%),wAPE (%),sMAPE (%),MedAE (€/MWh),Moda Error (€/MWh)
ARMA,48.067,58.925,-0.646,2.7555476026859197e+18,76.23,76.69,40.95,100
