datetime,Precio_Real,Prediccion_ARMA,Diferencia_ARMA,hour,month
2024-01-04 00:00:00,90.39,97.31215014775293,-6.92215014775293,0,1
2024-01-04 01:00:00,87.0,97.40135241618809,-10.40135241618809,1,1
2024-01-04 02:00:00,80.21,97.48768438764718,-17.277684387647184,2,1
2024-01-04 03:00:00,70.1,97.57123842082099,-27.471238420820995,3,1
2024-01-04 04:00:00,66.86,97.65210390253793,-30.79210390253793,4,1
2024-01-04 05:00:00,68.14,97.73036734339074,-29.59036734339074,5,1
2024-01-04 06:00:00,86.74,97.80611247028631,-11.066112470286313,6,1
2024-01-04 07:00:00,94.51,97.87942031601746,-3.369420316017454,7,1
2024-01-04 08:00:00,96.0,97.95036930595248,-1.9503693059524778,8,1
2024-01-04 09:00:00,98.13,98.01903534193534,0.11096465806465972,9,1
2024-01-04 10:00:00,95.0,98.08549188348606,-3.085491883486057,10,1
2024-01-04 11:00:00,90.35,98.1498100263884,-7.7998100263884,11,1
2024-01-04 12:00:00,89.0,98.21205857874872,-9.212058578748724,12,1
2024-01-04 13:00:00,85.96,98.27230413460751,-12.312304134607515,13,1
2024-01-04 14:00:00,92.11,98.33061114518222,-6.220611145182218,14,1
2024-01-04 15:00:00,98.62,98.38704198781778,0.23295801218222323,15,1
2024-01-04 16:00:00,99.5,98.44165703271842,1.0583429672815754,16,1
2024-01-04 17:00:00,100.0,98.49451470753222,1.5054852924677817,17,1
2024-01-04 18:00:00,102.57,98.54567155985751,4.024328440142483,18,1
2024-01-04 19:00:00,104.0,98.59518231773798,5.404817682262021,19,1
2024-01-04 20:00:00,105.18,98.64309994821127,6.536900051788734,20,1
2024-01-04 21:00:00,102.42,98.68947571397348,3.7305242860265224,21,1
2024-01-04 22:00:00,99.41,98.73435922822048,0.6756407717795128,22,1
2024-01-04 23:00:00,90.39,98.77779850772461,-8.38779850772461,23,1
2024-01-05 00:00:00,86.08,98.81984002420329,-12.73984002420329,0,1
2024-01-05 01:00:00,80.51,98.860528754035,-18.350528754034997,1,1
2024-01-05 02:00:00,77.01,98.89990822637533,-21.889908226375326,2,1
2024-01-05 03:00:00,70.67,98.93802056972488,-28.268020569724882,3,1
2024-01-05 04:00:00,61.1,98.97490655699866,-37.87490655699866,4,1
2024-01-05 05:00:00,68.26,99.01060564914533,-30.750605649145328,5,1
2024-01-05 06:00:00,75.0,99.0451560373629,-24.0451560373629,6,1
2024-01-05 07:00:00,86.39,99.07859468395593,-12.688594683955927,7,1
2024-01-05 08:00:00,90.88,99.11095736187815,-8.230957361878154,8,1
2024-01-05 09:00:00,90.0,99.14227869300272,-9.142278693002723,9,1
2024-01-05 10:00:00,76.47,99.17259218516097,-22.702592185160967,10,1
2024-01-05 11:00:00,57.68,99.20193026798935,-41.521930267989354,11,1
2024-01-05 12:00:00,45.87,99.230324327623,-53.360324327623,12,1
2024-01-05 13:00:00,44.07,99.25780474027283,-55.18780474027283,13,1
2024-01-05 14:00:00,40.0,99.28440090472232,-59.28440090472232,14,1
2024-01-05 15:00:00,30.55,99.31014127377856,-68.76014127377856,15,1
2024-01-05 16:00:00,44.37,99.3350533847113,-54.965053384711304,16,1
2024-01-05 17:00:00,67.0,99.35916388871259,-32.35916388871259,17,1
2024-01-05 18:00:00,75.47,99.38249857940846,-23.912498579408464,18,1
2024-01-05 19:00:00,78.19,99.40508242045311,-21.215082420453115,19,1
2024-01-05 20:00:00,79.94,99.4269395722353,-19.4869395722353,20,1
2024-01-05 21:00:00,78.26,99.44809341772533,-21.188093417725327,21,1
2024-01-05 22:00:00,75.0,99.4685665874903,-24.4685665874903,22,1
2024-01-05 23:00:00,68.0,99.48838098390459,-31.48838098390459,23,1
2024-01-06 00:00:00,52.5,99.50755780458107,-47.00755780458107,0,1
2024-01-06 01:00:00,45.0,99.52611756504861,-54.52611756504861,1,1
2024-01-06 02:00:00,44.2,99.5440801206997,-55.3440801206997,2,1
2024-01-06 03:00:00,43.5,99.56146468803199,-56.06146468803199,3,1
2024-01-06 04:00:00,23.99,99.57828986520614,-75.58828986520615,4,1
2024-01-06 05:00:00,23.99,99.59457365194247,-75.60457365194247,5,1
2024-01-06 06:00:00,30.51,99.61033346877701,-69.10033346877701,6,1
2024-01-06 07:00:00,44.4,99.62558617569837,-55.225586175698375,7,1
2024-01-06 08:00:00,45.8,99.64034809018449,-53.84034809018449,8,1
2024-01-06 09:00:00,45.0,99.65463500465937,-54.65463500465937,9,1
2024-01-06 10:00:00,25.0,99.66846220338782,-74.66846220338782,10,1
2024-01-06 11:00:00,4.0,99.68184447882685,-95.68184447882685,11,1
2024-01-06 12:00:00,3.2,99.69479614745059,-96.49479614745059,12,1
2024-01-06 13:00:00,3.2,99.70733106506634,-96.50733106506634,13,1
2024-01-06 14:00:00,3.2,99.71946264163753,-96.51946264163753,14,1
2024-01-06 15:00:00,3.2,99.73120385562984,-96.53120385562984,15,1
2024-01-06 16:00:00,25.0,99.74256726789572,-74.74256726789572,16,1
2024-01-06 17:00:00,65.0,99.75356503511202,-34.75356503511202,17,1
2024-01-06 18:00:00,85.96,99.76420892278536,-13.804208922785364,18,1
2024-01-06 19:00:00,92.05,99.77451031783896,-7.724510317838963,19,1
2024-01-06 20:00:00,92.14,99.78448024079448,-7.644480240794479,20,1
2024-01-06 21:00:00,88.0,99.79412935756184,-11.794129357561843,21,1
2024-01-06 22:00:00,86.57,99.80346799084975,-13.23346799084976,22,1
2024-01-06 23:00:00,79.87,99.81250613120899,-19.942506131208987,23,1
2024-01-07 00:00:00,84.08,99.82125344772038,-15.741253447720382,0,1
2024-01-07 01:00:00,79.82,99.8297192983389,-20.009719298338908,1,1
2024-01-07 02:00:00,76.76,99.83791273990487,-23.07791273990486,2,1
2024-01-07 03:00:00,73.46,99.84584253783302,-26.385842537833028,3,1
2024-01-07 04:00:00,71.86,99.85351717548988,-27.993517175489885,4,1
2024-01-07 05:00:00,72.08,99.8609448632693,-27.780944863269298,5,1
2024-01-07 06:00:00,74.9,99.86813354737596,-24.968133547375956,6,1
2024-01-07 07:00:00,77.69,99.8750909183264,-22.18509091832641,7,1
2024-01-07 08:00:00,81.79,99.88182441917635,-18.091824419176348,8,1
2024-01-07 09:00:00,84.86,99.8883412534833,-15.028341253483305,9,1
2024-01-07 10:00:00,61.0,99.89464839301307,-38.89464839301307,10,1
2024-01-07 11:00:00,55.87,99.90075258519813,-44.03075258519814,11,1
2024-01-07 12:00:00,50.6,99.90666036035617,-49.30666036035617,12,1
2024-01-07 13:00:00,51.77,99.91237803867621,-48.142378038676206,13,1
2024-01-07 14:00:00,49.98,99.91791173698003,-49.937911736980034,14,1
2024-01-07 15:00:00,45.57,99.92326737526604,-54.353267375266036,15,1
2024-01-07 16:00:00,60.0,99.92845068304244,-39.92845068304244,16,1
2024-01-07 17:00:00,92.05,99.9334672054568,-7.883467205456796,17,1
2024-01-07 18:00:00,104.85,99.93832230922821,4.911677690771782,18,1
2024-01-07 19:00:00,103.55,99.94302118838878,3.6069788116112136,19,1
2024-01-07 20:00:00,100.5,99.94756886984013,0.5524311301598743,20,1
2024-01-07 21:00:00,95.89,99.95197021873125,-4.061970218731247,21,1
2024-01-07 22:00:00,91.17,99.9562299436633,-8.786229943663301,22,1
2024-01-07 23:00:00,83.86,99.96035260172692,-16.100352601726925,23,1
2024-01-08 00:00:00,86.97,99.96434260337743,-12.994342603377433,0,1
2024-01-08 01:00:00,84.18,99.96820421715313,-15.788204217153122,1,1
2024-01-08 02:00:00,81.53,99.97194157424188,-18.44194157424188,2,1
2024-01-08 03:00:00,78.79,99.97555867290068,-21.18555867290067,3,1
2024-01-08 04:00:00,78.43,99.979059382733,-21.54905938273299,4,1
2024-01-08 05:00:00,82.1,99.98244744882854,-17.882447448828543,5,1
2024-01-08 06:00:00,94.3,99.98572649576975,-5.685726495769757,6,1
2024-01-08 07:00:00,111.07,99.98890003150946,11.081099968490534,7,1
2024-01-08 08:00:00,120.4,99.99197145112369,20.408028548876317,8,1
2024-01-08 09:00:00,116.98,99.99494404044373,16.985055959556277,9,1
2024-01-08 10:00:00,110.57,99.99782097957139,10.572179020428607,10,1
2024-01-08 11:00:00,103.0,100.00060534628106,2.9993946537189373,11,1
2024-01-08 12:00:00,95.46,100.00330011931239,-4.543300119312391,12,1
2024-01-08 13:00:00,93.88,100.00590818155688,-6.1259081815568805,13,1
2024-01-08 14:00:00,100.0,100.00843232314212,-0.008432323142116616,14,1
2024-01-08 15:00:00,107.98,100.01087524441664,7.9691247555833655,15,1
2024-01-08 16:00:00,115.27,100.01323955883878,15.25676044116122,16,1
2024-01-08 17:00:00,125.17,100.01552779577257,25.15447220422743,17,1
2024-01-08 18:00:00,129.99,100.01774240319374,29.972257596806273,18,1
2024-01-08 19:00:00,130.0,100.01988575030845,29.980114249691553,19,1
2024-01-08 20:00:00,133.28,100.02196013008802,33.25803986991198,20,1
2024-01-08 21:00:00,129.47,100.02396776172192,29.44603223827808,21,1
2024-01-08 22:00:00,115.42,100.02591079299185,15.39408920700815,22,1
2024-01-08 23:00:00,107.98,100.02779130256948,7.952208697430521,23,1
2024-01-09 00:00:00,98.92,100.02961130224027,-1.1096113022402676,0,1
2024-01-09 01:00:00,100.0,100.03137273905561,-0.03137273905561244,1,1
2024-01-09 02:00:00,98.43,100.03307749741587,-1.6030774974158675,2,1
2024-01-09 03:00:00,98.62,100.03472740108631,-1.41472740108631,3,1
2024-01-09 04:00:00,97.15,100.03632421514817,-2.8863242151481643,4,1
2024-01-09 05:00:00,97.53,100.03786964788695,-2.507869647886949,5,1
2024-01-09 06:00:00,102.79,100.03936535262,2.7506346473800107,6,1
2024-01-09 07:00:00,108.28,100.04081292946516,8.23918707053484,7,1
2024-01-09 08:00:00,122.55,100.04221392705273,22.50778607294727,8,1
2024-01-09 09:00:00,120.75,100.04356984418203,20.70643015581797,9,1
2024-01-09 10:00:00,110.32,100.04488213142496,10.275117868575038,10,1
2024-01-09 11:00:00,107.67,100.04615219267778,7.623847807322221,11,1
2024-01-09 12:00:00,107.01,100.047381386663,6.962618613337,12,1
2024-01-09 13:00:00,106.48,100.04857102838302,6.431428971616981,13,1
2024-01-09 14:00:00,107.07,100.04972239052684,7.020277609473155,14,1
2024-01-09 15:00:00,114.75,100.05083670483164,14.699163295168361,15,1
2024-01-09 16:00:00,124.29,100.05191516340055,24.238084836599455,16,1
2024-01-09 17:00:00,137.35,100.05295891997785,37.29704108002214,17,1
2024-01-09 18:00:00,137.0,100.0539690911834,36.946030908816596,18,1
2024-01-09 19:00:00,138.95,100.0549467577071,38.89505324229289,19,1
2024-01-09 20:00:00,148.01,100.05589296546505,47.95410703453494,20,1
2024-01-09 21:00:00,130.0,100.0568087267185,29.9431912732815,21,1
2024-01-09 22:00:00,111.86,100.05769502115679,11.80230497884321,22,1
2024-01-09 23:00:00,106.11,100.05855279694536,6.051447203054636,23,1
2024-01-10 00:00:00,92.33,100.05938297174022,-7.729382971740222,0,1
2024-01-10 01:00:00,90.12,100.06018643366951,-9.94018643366951,1,1
2024-01-10 02:00:00,87.01,100.0609640422838,-13.050964042283795,2,1
2024-01-10 03:00:00,85.8,100.0617166294755,-14.261716629475501,3,1
2024-01-10 04:00:00,85.0,100.06244500036891,-15.06244500036891,4,1
2024-01-10 05:00:00,86.3,100.06314993418152,-13.763149934181527,5,1
2024-01-10 06:00:00,95.0,100.06383218505763,-5.063832185057635,6,1
2024-01-10 07:00:00,103.94,100.06449248287514,3.875507517124859,7,1
2024-01-10 08:00:00,121.4,100.06513153402636,21.334868465973642,8,1
2024-01-10 09:00:00,121.4,100.06575002217376,21.334249977826246,9,1
2024-01-10 10:00:00,105.38,100.06634860898131,5.313651391018681,10,1
2024-01-10 11:00:00,102.97,100.06692793482237,2.903072065177625,11,1
2024-01-10 12:00:00,99.99,100.06748861946474,-0.07748861946474506,12,1
2024-01-10 13:00:00,98.5,100.0680312627337,-1.5680312627336974,13,1
2024-01-10 14:00:00,94.76,100.06855644515372,-5.308556445153712,14,1
2024-01-10 15:00:00,94.73,100.0690647285695,-5.339064728569497,15,1
2024-01-10 16:00:00,99.37,100.06955665674705,-0.699556656747049,16,1
2024-01-10 17:00:00,102.7,100.0700327559554,2.6299672440446074,17,1
2024-01-10 18:00:00,111.29,100.07049353552958,11.219506464470427,18,1
2024-01-10 19:00:00,121.4,100.0709394884156,21.3290605115844,19,1
2024-01-10 20:00:00,120.0,100.0713710916977,19.9286289083023,20,1
2024-01-10 21:00:00,107.71,100.07178880710883,7.638211192891163,21,1
2024-01-10 22:00:00,101.32,100.07219308152453,1.2478069184754617,22,1
2024-01-10 23:00:00,92.68,100.07258434744108,-7.392584347441073,23,1
2024-01-11 00:00:00,91.75,100.07296302343815,-8.322963023438149,0,1
2024-01-11 01:00:00,86.18,100.07332951462661,-13.8933295146266,1,1
2024-01-11 02:00:00,82.1,100.07368421308188,-17.97368421308188,2,1
2024-01-11 03:00:00,80.0,100.07402749826348,-20.074027498263476,3,1
2024-01-11 04:00:00,79.6,100.07435973742082,-20.474359737420826,4,1
2024-01-11 05:00:00,81.1,100.07468128598629,-18.974681285986293,5,1
2024-01-11 06:00:00,85.91,100.07499248795527,-14.164992487955274,6,1
2024-01-11 07:00:00,102.05,100.07529367625436,1.974706323745636,7,1
2024-01-11 08:00:00,113.84,100.0755851730974,13.764414826902609,8,1
2024-01-11 09:00:00,110.0,100.07586729033024,9.924132709669763,9,1
2024-01-11 10:00:00,97.63,100.07614032976433,-2.446140329764333,10,1
2024-01-11 11:00:00,86.18,100.07640458349962,-13.896404583499617,11,1
2024-01-11 12:00:00,83.89,100.07666033423708,-16.186660334237075,12,1
2024-01-11 13:00:00,82.18,100.07690785558101,-17.896907855581006,13,1
2024-01-11 14:00:00,83.0,100.07714741233193,-17.077147412331925,14,1
2024-01-11 15:00:00,85.0,100.0773792607697,-15.077379260769703,15,1
2024-01-11 16:00:00,97.63,100.07760364892782,-2.4476036489278243,16,1
2024-01-11 17:00:00,118.5,100.07782081685865,18.422179183141353,17,1
2024-01-11 18:00:00,128.93,100.07803099689033,28.851969003109673,18,1
2024-01-11 19:00:00,132.31,100.0782344138753,32.23176558612471,19,1
2024-01-11 20:00:00,117.93,100.07843128543078,17.851568714569225,20,1
2024-01-11 21:00:00,108.33,100.0786218221717,8.2513781778283,21,1
2024-01-11 22:00:00,100.0,100.07880622793589,-0.07880622793588543,22,1
2024-01-11 23:00:00,93.26,100.07898470000224,-6.818984700002233,23,1
2024-01-12 00:00:00,88.98,100.07915742930172,-11.099157429301712,0,1
2024-01-12 01:00:00,86.45,100.07932460062162,-13.629324600621615,1,1
2024-01-12 02:00:00,84.99,100.07948639280328,-15.08948639280328,2,1
2024-01-12 03:00:00,83.0,100.07964297893335,-17.07964297893335,3,1
2024-01-12 04:00:00,83.14,100.07979452652906,-16.939794526529056,4,1
2024-01-12 05:00:00,85.0,100.07994119771733,-15.079941197717332,5,1
2024-01-12 06:00:00,89.0,100.08008314940827,-11.080083149408267,6,1
2024-01-12 07:00:00,102.77,100.080220533463,2.68977946653699,7,1
2024-01-12 08:00:00,113.28,100.08035349685622,13.199646503143782,8,1
2024-01-12 09:00:00,105.0,100.08048218183328,4.9195178181667245,9,1
2024-01-12 10:00:00,100.0,100.0806067260625,-0.08060672606249852,10,1
2024-01-12 11:00:00,94.58,100.08072726278237,-5.500727262782377,11,1
2024-01-12 12:00:00,92.0,100.08084392094413,-8.080843920944133,12,1
2024-01-12 13:00:00,91.78,100.08095682534969,-8.300956825349687,13,1
2024-01-12 14:00:00,90.1,100.08106609678514,-9.981066096785142,14,1
2024-01-12 15:00:00,92.01,100.08117185215002,-8.071171852150016,15,1
2024-01-12 16:00:00,100.98,100.08127420458233,0.8987257954176755,16,1
2024-01-12 17:00:00,107.1,100.08137326357961,7.018626736420387,17,1
2024-01-12 18:00:00,126.0,100.08146913511601,25.91853086488399,18,1
2024-01-12 19:00:00,119.47,100.08156192175574,19.388438078244263,19,1
2024-01-12 20:00:00,110.0,100.08165172276274,9.918348277237257,20,1
2024-01-12 21:00:00,102.26,100.08173863420693,2.1782613657930767,21,1
2024-01-12 22:00:00,98.0,100.0818227490669,-2.0818227490669017,22,1
2024-01-12 23:00:00,95.49,100.08190415732946,-4.591904157329466,23,1
2024-01-13 00:00:00,90.0,100.08198294608589,-10.081982946085887,0,1
2024-01-13 01:00:00,87.48,100.08205919962508,-12.602059199625074,1,1
2024-01-13 02:00:00,82.0,100.08213299952371,-18.082132999523708,2,1
2024-01-13 03:00:00,78.47,100.08220442473356,-21.612204424733562,3,1
2024-01-13 04:00:00,75.0,100.08227355166593,-25.082273551665935,4,1
2024-01-13 05:00:00,75.0,100.08234045427344,-25.082340454273435,5,1
2024-01-13 06:00:00,78.3,100.08240520412906,-21.782405204129063,6,1
2024-01-13 07:00:00,85.59,100.08246787050274,-14.492467870502736,7,1
2024-01-13 08:00:00,92.71,100.0825285204355,-7.372528520435509,8,1
2024-01-13 09:00:00,94.83,100.0825872188112,-5.2525872188112,9,1
2024-01-13 10:00:00,90.93,100.08264402842585,-9.15264402842584,10,1
2024-01-13 11:00:00,83.39,100.08269901005485,-16.692699010054852,11,1
2024-01-13 12:00:00,73.96,100.08275222251805,-26.12275222251806,12,1
2024-01-13 13:00:00,71.45,100.0828037227426,-28.632803722742594,13,1
2024-01-13 14:00:00,74.51,100.08285356582387,-25.572853565823863,14,1
2024-01-13 15:00:00,80.4,100.08290180508443,-19.682901805084427,15,1
2024-01-13 16:00:00,91.23,100.08294849213107,-8.852948492131063,16,1
2024-01-13 17:00:00,99.3,100.08299367690996,-0.7829936769099675,17,1
2024-01-13 18:00:00,107.99,100.08303740776022,7.906962592239779,18,1
2024-01-13 19:00:00,103.14,100.08307973146546,3.0569202685345402,19,1
2024-01-13 20:00:00,100.0,100.08312069330395,-0.08312069330395389,20,1
2024-01-13 21:00:00,97.61,100.08316033709703,-2.4731603370970277,21,1
2024-01-13 22:00:00,93.12,100.08319870525595,-6.963198705255948,22,1
2024-01-13 23:00:00,90.0,100.08323583882733,-10.083235838827335,23,1
2024-01-14 00:00:00,86.1,100.08327177753696,-13.98327177753697,0,1
2024-01-14 01:00:00,82.78,100.08330655983241,-17.303306559832407,1,1
2024-01-14 02:00:00,78.66,100.08334022292405,-21.423340222924054,2,1
2024-01-14 03:00:00,72.53,100.08337280282495,-27.553372802824953,3,1
2024-01-14 04:00:00,69.34,100.0834043343894,-30.743404334389396,4,1
2024-01-14 05:00:00,69.13,100.08343485135012,-30.953434851350124,5,1
2024-01-14 06:00:00,69.71,100.08346438635442,-30.373464386354428,6,1
2024-01-14 07:00:00,72.95,100.0834929709991,-27.1334929709991,7,1
2024-01-14 08:00:00,77.9,100.08352063586428,-22.18352063586427,8,1
2024-01-14 09:00:00,79.45,100.08354741054603,-20.63354741054603,9,1
2024-01-14 10:00:00,74.69,100.08357332368819,-25.393573323688187,10,1
2024-01-14 11:00:00,69.0,100.08359840301283,-31.08359840301283,11,1
2024-01-14 12:00:00,67.8,100.08362267535003,-32.28362267535003,12,1
2024-01-14 13:00:00,65.4,100.08364616666655,-34.68364616666655,13,1
2024-01-14 14:00:00,63.1,100.08366890209362,-36.98366890209362,14,1
2024-01-14 15:00:00,62.3,100.08369090595377,-37.783690905953776,15,1
2024-01-14 16:00:00,65.13,100.08371220178695,-34.953712201786956,16,1
2024-01-14 17:00:00,72.84,100.0837328123756,-27.243732812375598,17,1
2024-01-14 18:00:00,86.18,100.08375275976911,-13.903752759769105,18,1
2024-01-14 19:00:00,92.01,100.0837720653074,-8.073772065307395,19,1
2024-01-14 20:00:00,86.03,100.08379074964367,-14.053790749643667,20,1
2024-01-14 21:00:00,84.49,100.08380883276661,-15.593808832766612,21,1
2024-01-14 22:00:00,82.97,100.08382633402167,-17.113826334021667,22,1
2024-01-14 23:00:00,72.52,100.08384327213187,-27.563843272131876,23,1
2024-01-15 00:00:00,77.7,100.08385966521776,-22.383859665217756,0,1
2024-01-15 01:00:00,67.0,100.08387553081677,-33.08387553081677,1,1
2024-01-15 02:00:00,64.99,100.08389088590206,-35.09389088590207,2,1
2024-01-15 03:00:00,62.04,100.08390574690067,-38.04390574690067,3,1
2024-01-15 04:00:00,62.1,100.08392012971099,-37.98392012971099,4,1
2024-01-15 05:00:00,65.1,100.08393404971989,-34.98393404971989,5,1
2024-01-15 06:00:00,69.13,100.0839475218191,-30.953947521819103,6,1
2024-01-15 07:00:00,86.74,100.0839605604212,-13.343960560421209,7,1
2024-01-15 08:00:00,99.52,100.083973179475,-0.5639731794749991,8,1
2024-01-15 09:00:00,100.33,100.08398539248047,0.24601460751952686,9,1
2024-01-15 10:00:00,94.92,100.08399721250319,-5.16399721250319,10,1
2024-01-15 11:00:00,90.3,100.08400865218833,-9.784008652188334,11,1
2024-01-15 12:00:00,85.7,100.08401972377416,-14.38401972377416,12,1
2024-01-15 13:00:00,82.41,100.08403043910515,-17.674030439105152,13,1
2024-01-15 14:00:00,84.99,100.08404080964466,-15.094040809644667,14,1
2024-01-15 15:00:00,90.1,100.08405084648719,-9.984050846487193,15,1
2024-01-15 16:00:00,95.82,100.08406056037023,-4.26406056037024,16,1
2024-01-15 17:00:00,100.0,100.08406996168578,-0.08406996168578473,17,1
2024-01-15 18:00:00,112.85,100.08407906049145,12.765920939508547,18,1
2024-01-15 19:00:00,113.9,100.08408786652122,13.81591213347879,19,1
2024-01-15 20:00:00,107.58,100.08409638919586,7.495903610804135,20,1
2024-01-15 21:00:00,100.0,100.08410463763299,-0.08410463763298992,21,1
2024-01-15 22:00:00,97.21,100.08411262065688,-2.874112620656888,22,1
2024-01-15 23:00:00,91.0,100.08412034680781,-9.084120346807808,23,1
2024-01-16 00:00:00,86.59,100.08412782435131,-13.49412782435131,0,1
2024-01-16 01:00:00,83.33,100.08413506128691,-16.754135061286917,1,1
2024-01-16 02:00:00,80.94,100.08414206535674,-19.144142065356746,2,1
2024-01-16 03:00:00,78.65,100.08414884405383,-21.434148844053823,3,1
2024-01-16 04:00:00,78.35,100.08415540463007,-21.734155404630073,4,1
2024-01-16 05:00:00,80.37,100.08416175410404,-19.71416175410404,5,1
