datetime,Precio_Real,Prediccion_SARIMAX,Diferencia_SARIMAX,hour,month
2024-01-02 09:00:00,54.23,48.63863388558108,5.591366114418918,9,1
2024-01-02 10:00:00,50.0,46.489552361950906,3.5104476380490937,10,1
2024-01-02 11:00:00,52.2,38.220655249689706,13.979344750310297,11,1
2024-01-02 12:00:00,45.0,34.4969163942749,10.503083605725102,12,1
2024-01-02 13:00:00,43.0,28.913975287370643,14.086024712629357,13,1
2024-01-02 14:00:00,43.0,27.0835718699517,15.916428130048299,14,1
2024-01-02 15:00:00,40.99,29.629918381173077,11.360081618826925,15,1
2024-01-02 16:00:00,43.66,45.772359911473416,-2.112359911473419,16,1
2024-01-02 17:00:00,52.2,70.14921168600355,-17.94921168600355,17,1
2024-01-02 18:00:00,57.77,82.35297549058319,-24.582975490583188,18,1
