iter	Passed	Remaining
0	63	126079
1	110	110059
2	170	113295
3	234	116770
4	294	117324
5	357	118687
6	421	119923
7	465	115865
8	535	118434
9	604	120339
10	654	118422
11	706	116974
12	763	116626
13	838	118991
14	916	121291
15	982	121840
16	1045	121943
17	1122	123547
18	1195	124627
19	1263	125083
20	1324	124857
21	1367	122920
22	1422	122235
23	1487	122457
24	1560	123318
25	1632	123921
26	1687	123311
27	1757	123806
28	1835	124748
29	1899	124761
30	1979	125737
31	2050	126129
32	2104	125445
33	2182	126223
34	2254	126554
35	2323	126755
36	2394	127024
37	2446	126334
38	2508	126124
39	2563	125618
40	2618	125116
41	2690	125424
42	2761	125686
43	2819	125352
44	2894	125762
45	2946	125178
46	3007	124953
47	3081	125299
48	3143	125159
49	3204	124993
50	3269	124951
51	3341	125167
52	3390	124556
53	3440	123978
54	3543	125322
55	3610	125334
56	3656	124637
57	3720	124573
58	3797	124933
59	3858	124768
60	3940	125245
61	4011	125400
62	4073	125259
63	4126	124818
64	4185	124612
65	4263	124930
66	4336	125116
67	4404	125142
68	4470	125117
69	4543	125276
70	4620	125524
71	4696	125751
72	4762	125712
73	4827	125635
74	4892	125578
75	4959	125555
76	5025	125509
77	5087	125350
78	5163	125549
79	5230	125539
80	5288	125291
81	5431	127043
82	5521	127529
83	5582	127339
84	5628	126800
85	5691	126660
86	5747	126379
87	5817	126402
88	5877	126201
89	5925	125743
90	5986	125574
91	6052	125521
92	6127	125640
93	6192	125563
94	6256	125468
95	6316	125278
96	6372	125012
97	6427	124740
98	6505	124914
99	6558	124615
100	6628	124626
101	6689	124476
102	6765	124604
103	6839	124697
104	6906	124649
105	6972	124580
106	7041	124581
107	7112	124596
108	7188	124705
109	7239	124384
110	7294	124140
111	7354	123970
112	7405	123673
113	7484	123827
114	7566	124024
115	7627	123888
116	7723	124301
117	7808	124532
118	7885	124642
119	7960	124719
120	8035	124776
121	8093	124580
122	8166	124625
123	8228	124482
124	8292	124389
125	8368	124467
126	8421	124196
127	8500	124314
128	8573	124348
129	8639	124270
130	8706	124218
131	8769	124103
132	8835	124026
133	8886	123750
134	8953	123691
135	9028	123742
136	9086	123567
137	9135	123262
138	9202	123212
139	9247	122859
140	9316	122830
141	9394	122923
142	9462	122886
143	9523	122749
144	9580	122567
145	9645	122485
146	9723	122565
147	9784	122432
148	9849	122358
149	9917	122315
150	9982	122240
151	10035	122016
152	10100	121936
153	10152	121697
154	10218	121630
155	10272	121427
156	10348	121474
157	10400	121251
158	10462	121138
159	10531	121109
160	10593	121004
161	10671	121077
162	10745	121106
163	10813	121058
164	10869	120883
165	10931	120778
166	10994	120674
167	11068	120703
168	11129	120583
169	11179	120346
170	11237	120192
171	11287	119967
172	11344	119802
173	11430	119953
174	11493	119857
175	11567	119884
176	11629	119773
177	11693	119698
178	11768	119726
179	11820	119515
180	11999	120591
181	12067	120545
182	12124	120385
183	12195	120366
184	12282	120498
185	12346	120409
186	12406	120279
187	12467	120161
188	12519	119958
189	12566	119712
190	12638	119704
191	12697	119571
192	12761	119485
193	12830	119441
194	12901	119421
195	12962	119310
196	13026	119224
197	13098	119210
198	13148	118992
199	13228	119052
200	13280	118860
201	13340	118746
202	13407	118688
203	13467	118568
204	13526	118437
205	13604	118477
206	13675	118458
207	13742	118399
208	13812	118366
209	13892	118413
210	13964	118398
211	14031	118337
212	14086	118183
213	14177	118324
214	14239	118225
215	14316	118241
216	14378	118144
217	14448	118103
218	14503	117948
219	14575	117931
220	14640	117854
221	14706	117783
222	14759	117614
223	14827	117561
224	14880	117394
225	14926	117168
226	14993	117108
227	15041	116899
228	15123	116958
229	15184	116856
230	15254	116820
231	15326	116798
232	15402	116808
233	15469	116748
234	15526	116615
235	15591	116542
236	15651	116425
237	15702	116251
238	15792	116365
239	15858	116297
240	15954	116448
241	16006	116276
242	16074	116228
243	16137	116139
244	16210	116123
245	16273	116031
246	16340	115973
247	16393	115813
248	16454	115713
249	16522	115660
250	16593	115628
251	16658	115552
252	16717	115436
253	16786	115392
254	16852	115326
255	16902	115149
256	16972	115106
257	17027	114969
258	17076	114789
259	17141	114717
260	17201	114610
261	17256	114474
262	17316	114370
263	17394	114382
264	17453	114272
265	17519	114209
266	17585	114138
267	17660	114131
268	17736	114130
269	17806	114092
270	17871	114023
271	17952	114048
272	18024	114023
273	18087	113935
274	18141	113797
275	18217	113791
276	18287	113750
277	18338	113590
278	18399	113496
279	18443	113296
280	18501	113183
281	18570	113136
282	18609	112908
283	18667	112795
284	18725	112680
285	18769	112486
286	18817	112313
287	18854	112081
288	18920	112015
289	18974	111883
290	19049	111872
291	19108	111771
292	19283	112344
