iter	RMSE
227	23.08006935
228	23.06537818
229	23.05104618
230	23.03785794
231	23.02240297
232	23.01043367
233	22.99262556
234	22.97983858
235	22.96832022
236	22.95602033
237	22.94212862
238	22.92197204
239	22.90684464
240	22.89753506
241	22.88232132
242	22.87379944
243	22.86094166
244	22.83806601
245	22.82057736
246	22.80826368
247	22.79053725
248	22.77935831
249	22.76533342
250	22.75493609
251	22.73562211
252	22.72429242
253	22.71503046
254	22.69884872
255	22.68482564
256	22.67223475
257	22.65992897
258	22.65046682
259	22.63842028
260	22.62328889
261	22.61390323
262	22.60331622
263	22.59334302
264	22.57983742
265	22.56376061
266	22.55064608
267	22.53438132
268	22.52586591
269	22.51359459
270	22.49992977
271	22.49084695
272	22.47817489
273	22.46641637
274	22.4575778
275	22.44334173
276	22.43456688
277	22.42278658
278	22.41681633
279	22.4006509
280	22.38945511
281	22.38067404
282	22.37212593
283	22.35753432
284	22.34544906
285	22.33309415
286	22.32243471
287	22.30908099
288	22.30088993
289	22.29091373
290	22.27537501
291	22.26092785
292	22.25369598
293	22.24228619
294	22.23302546
295	22.22520748
296	22.21526097
297	22.20803044
298	22.19477311
299	22.18043025
300	22.16461175
301	22.15217386
302	22.14468645
303	22.13572959
304	22.12320429
305	22.11007519
306	22.09772729
307	22.0852573
308	22.07505322
309	22.06648574
310	22.05505301
311	22.04524784
312	22.02895734
313	22.02090936
314	22.01044779
315	21.9942645
316	21.98358199
317	21.97563967
318	21.96576027
319	21.95890687
320	21.94904776
321	21.93542678
322	21.92624849
323	21.91539576
324	21.90776446
325	21.89548925
326	21.88419302
327	21.87523343
328	21.86463286
329	21.85237543
330	21.84509744
331	21.83442071
332	21.82015141
333	21.81031015
334	21.80156572
335	21.79177452
336	21.77794932
337	21.77353766
338	21.76735196
339	21.75915146
340	21.74972148
341	21.74351215
342	21.72793901
343	21.72181545
344	21.71286121
345	21.70261592
346	21.69226243
347	21.68149503
348	21.67308256
349	21.663935
350	21.6529491
351	21.64143595
352	21.63344013
353	21.62320102
354	21.61706465
355	21.60628469
356	21.59701766
357	21.58742147
358	21.57528631
359	21.56965965
360	21.56123012
361	21.55019313
362	21.53908037
363	21.52678999
364	21.5182237
365	21.50457864
366	21.49336358
367	21.48496242
368	21.47456768
369	21.46552206
370	21.45523001
371	21.44581752
372	21.43423773
373	21.42857983
374	21.41723836
375	21.41067865
376	21.39974315
377	21.38983294
378	21.37647463
379	21.37051526
380	21.364766
381	21.35602479
382	21.34729518
383	21.34047931
384	21.32783617
385	21.32057537
386	21.31026062
387	21.29713083
388	21.29187712
389	21.28561869
390	21.27856696
391	21.27126005
392	21.26321476
393	21.25697168
394	21.24925592
395	21.24066073
396	21.2335066
397	21.2247063
398	21.2174645
399	21.20670547
400	21.19827823
401	21.1921146
402	21.18324036
403	21.17553919
404	21.169364
405	21.16179643
406	21.15367952
407	21.14464975
408	21.13296606
409	21.11890379
410	21.10722775
411	21.09477037
412	21.08476126
413	21.07026313
414	21.0651747
415	21.05734915
416	21.05107186
417	21.04621409
418	21.03728764
419	21.02859273
420	21.02032983
421	21.01226258
422	21.00485031
423	20.99431664
424	20.98591523
425	20.97663403
426	20.96964927
427	20.95959417
428	20.9509058
429	20.94283878
430	20.93772131
431	20.93167228
432	20.92221176
433	20.91584132
434	20.90923029
435	20.90340393
436	20.89383031
437	20.883992
438	20.87681665
439	20.87265488
440	20.86596112
441	20.85809281
442	20.85320035
443	20.84380417
444	20.83828331
445	20.83032368
446	20.82151955
447	20.81219168
448	20.80348326
449	20.79712506
450	20.79019235
451	20.78475257
452	20.77561418
453	20.7691037
454	20.76391691
455	20.75429692
456	20.742628
457	20.73514418
458	20.72721255
459	20.72081138
460	20.71029638
461	20.70200442
462	20.69689342
463	20.69118981
464	20.68317888
465	20.67746949
466	20.67157651
467	20.66422063
468	20.65884538
469	20.64961198
470	20.64192197
471	20.63424038
472	20.62982448
473	20.62404489
474	20.61313419
475	20.6051872
476	20.59970096
477	20.5919822
478	20.57833805
479	20.5728218
480	20.56159702
481	20.55377212
482	20.54555762
483	20.53551626
484	20.52935397
485	20.52214228
486	20.51388594
487	20.50535439
488	20.49816083
489	20.49088599
490	20.48297755
491	20.47794289
492	20.47167341
493	20.46376412
494	20.45465043
495	20.4482937
496	20.44080711
497	20.43161955
498	20.42277463
499	20.41660773
500	20.40522669
501	20.39984767
502	20.39118363
503	20.38575442
504	20.37659773
505	20.36885878
506	20.36129329
507	20.35419995
508	20.3454352
509	20.33595152
510	20.33002837
511	20.32183295
512	20.31610216
513	20.30930967
514	20.30172548
515	20.29546428
516	20.2876831
517	20.27658978
518	20.27009156
519	20.2612868
520	20.25153967
521	20.24364116
522	20.23714149
523	20.22763682
524	20.21921318
525	20.21245665
526	20.20260547
527	20.19523579
528	20.18913751
529	20.18117767
530	20.17576261
531	20.17190827
532	20.16525332
533	20.15451855
534	20.14523286
535	20.13900891
536	20.13060587
537	20.12317
538	20.11693504
539	20.10606339
540	20.10125795
541	20.09288576
542	20.08692378
543	20.07893343
544	20.07103744
545	20.061057
546	20.05368387
547	20.04726699
548	20.04145587
549	20.03642916
550	20.02771822
551	20.02350714
552	20.01645847
553	20.00870161
554	20.00016768
555	19.99376301
556	19.98656007
557	19.97729661
558	19.96727416
559	19.95740286
560	19.94963533
561	19.94444454
562	19.93988985
563	19.93283913
564	19.92542061
565	19.91510578
566	19.90988396
567	19.90250149
568	19.89679626
569	19.88931369
570	19.8826681
571	19.87197257
572	19.86514253
573	19.86003548
574	19.85296194
575	19.84614387
576	19.83787041
577	19.83158516
578	19.82400424
579	19.81366968
580	19.80859457
581	19.80100705
582	19.79534748
583	19.78594692
584	19.77779265
585	19.77222412
586	19.7634666
587	19.756317
588	19.74680449
589	19.73746355
590	19.73017751
591	19.72297523
592	19.71348986
593	19.70668182
594	19.69996728
595	19.69374504
596	19.68688554
597	19.67831517
598	19.66930181
599	19.66134047
600	19.65384803
601	19.64677362
602	19.63835153
603	19.63027047
604	19.62423531
605	19.61736074
606	19.60640539
607	19.59896994
608	19.59036673
609	19.58397702
610	19.57714447
611	19.56738084
612	19.56189507
613	19.55506281
614	19.54844851
615	19.54263806
616	19.53310485
617	19.52775707
618	19.52010634
619	19.51337433
620	19.50558275
621	19.50057162
622	19.49039468
623	19.48313255
624	19.47640382
625	19.47023145
626	19.46178683
627	19.45363254
628	19.4486646
629	19.43805231
630	19.43135148
631	19.42371328
632	19.41076723
633	19.40635155
634	19.39953565
635	19.39356827
636	19.38358162
637	19.37722097
638	19.36865812
639	19.36063461
640	19.35408749
641	19.34278992
642	19.33670525
643	19.32818461
644	19.32300236
645	19.31371232
646	19.30507896
647	19.29578568
648	19.28945122
649	19.28169708
650	19.27608704
651	19.26870954
652	19.26110271
653	19.25522507
654	19.24836009
655	19.24303117
656	19.23290212
657	19.22808435
658	19.22342758
659	19.21848644
660	19.20984108
661	19.20393847
662	19.19855194
663	19.19165461
664	19.18477183
665	19.17684204
666	19.17128253
667	19.16730816
668	19.16048206
669	19.1550966
670	19.1501166
671	19.14309227
672	19.13368503
673	19.12579382
674	19.12008788
675	19.1145313
676	19.10459755
677	19.09789341
678	19.09378196
679	19.08536825
680	19.07809959
681	19.07337605
682	19.0640933
683	19.05864593
684	19.05362697
685	19.04280247
686	19.03703891
687	19.031682
688	19.02612318
