datetime,Precio_Real,Prediccion_LightGBM,Diferencia_LightGBM,Prediccion_XGBoost,Diferencia_XGBoost,Prediccion_CatBoost,Diferencia_CatBoost,hour,month
2024-01-01 00:00:00,63.33,60.11279070525084,3.2172092947491606,56.555218,6.774782257080076,48.370198155398455,14.959801844601543,0,1
2024-01-01 01:00:00,50.09,53.25871190487518,-3.168711904875174,51.697193,-1.6071931457519497,43.42090365703912,6.669096342960884,1,1
2024-01-01 02:00:00,47.5,48.68850517981854,-1.1885051798185415,44.46922,3.030780792236328,39.910788338519865,7.589211661480135,2,1
2024-01-01 03:00:00,43.5,45.24009048816903,-1.740090488169031,39.683334,3.8166656494140625,38.76329543137803,4.736704568621967,3,1
2024-01-01 04:00:00,42.5,44.97423220576188,-2.4742322057618793,34.031918,8.468082427978516,31.744508079437722,10.755491920562278,4,1
2024-01-01 05:00:00,42.09,46.98119983557035,-4.891199835570347,36.895737,5.194263305664066,29.931455422649705,12.158544577350298,5,1
2024-01-01 06:00:00,42.5,54.59818625784559,-12.09818625784559,45.07696,-2.5769615173339844,36.116885039084806,6.383114960915194,6,1
2024-01-01 07:00:00,42.59,60.94305329041227,-18.35305329041227,50.25037,-7.660370025634762,42.360729999975476,0.22927000002452758,7,1
2024-01-01 08:00:00,43.37,66.4336572203987,-23.063657220398703,63.7917,-20.42169845581055,54.1115992077458,-10.7415992077458,8,1
2024-01-01 09:00:00,42.29,64.53625132177835,-22.246251321778352,57.039276,-14.749276123046876,49.159678871765536,-6.869678871765537,9,1
2024-01-01 10:00:00,25.0,59.9061730989224,-34.9061730989224,53.50179,-28.501789093017578,45.72697197833192,-20.726971978331918,10,1
2024-01-01 11:00:00,3.9,52.755479940164086,-48.85547994016409,52.645878,-48.74587783813477,38.50518366729273,-34.60518366729273,11,1
2024-01-01 12:00:00,3.2,50.77141335154686,-47.57141335154686,49.683815,-46.4838150024414,35.347971674550536,-32.14797167455053,12,1
2024-01-01 13:00:00,2.06,49.36526530667648,-47.305265306676475,49.747368,-47.68736785888672,35.08422614141125,-33.02422614141125,13,1
2024-01-01 14:00:00,1.73,45.37802749110497,-43.648027491104976,43.587357,-41.857356567382816,32.75355843455367,-31.023558434553667,14,1
2024-01-01 15:00:00,5.72,42.568654447723,-36.848654447723,43.44441,-37.72440841674805,34.55923265879022,-28.839232658790223,15,1
2024-01-01 16:00:00,18.49,61.03057859808158,-42.54057859808158,60.229435,-41.73943496704102,46.21097600266542,-27.72097600266542,16,1
2024-01-01 17:00:00,37.0,82.1126541415176,-45.112654141517595,82.913155,-45.91315460205078,77.77244095506882,-40.77244095506882,17,1
2024-01-01 18:00:00,47.5,89.0761358551082,-41.576135855108205,89.51707,-42.017066955566406,90.50162199683336,-43.001621996833364,18,1
2024-01-01 19:00:00,54.97,96.18198512844548,-41.21198512844548,94.210304,-39.24030426025391,102.41470097494653,-47.44470097494653,19,1
2024-01-01 20:00:00,60.9,95.48861724276183,-34.588617242761835,93.17448,-32.27447662353516,96.2702404085689,-35.3702404085689,20,1
2024-01-01 21:00:00,60.0,94.7773744380945,-34.7773744380945,91.81618,-31.816177368164062,97.07742540801293,-37.07742540801293,21,1
2024-01-01 22:00:00,47.5,83.96930015596531,-36.469300155965314,82.58699,-35.08699035644531,84.17956139186437,-36.67956139186437,22,1
2024-01-01 23:00:00,42.09,75.11821696194285,-33.028216961942846,74.720184,-32.63018432617187,75.82674657800793,-33.736746578007924,23,1
2024-01-02 00:00:00,37.8,73.32872550787746,-35.52872550787747,68.73153,-30.931529235839847,69.7558777902111,-31.955877790211105,0,1
2024-01-02 01:00:00,25.0,70.13017929767989,-45.13017929767989,60.312984,-35.312984466552734,62.6009006455108,-37.6009006455108,1,1
2024-01-02 02:00:00,3.99,68.66355121572393,-64.67355121572393,60.53605,-56.546048889160154,60.20403113030887,-56.21403113030887,2,1
2024-01-02 03:00:00,14.0,69.14612864382534,-55.146128643825335,61.61568,-47.61568069458008,59.5736369618907,-45.5736369618907,3,1
2024-01-02 04:00:00,10.0,71.19344562273433,-61.19344562273433,61.953,-51.952999114990234,55.99443617100113,-45.99443617100113,4,1
2024-01-02 05:00:00,14.54,72.74816127472039,-58.20816127472039,63.130898,-48.59089752197266,59.363213918792276,-44.82321391879228,5,1
2024-01-02 06:00:00,36.29,78.7123196490856,-42.4223196490856,69.11735,-32.82734771728516,61.21228630060194,-24.92228630060194,6,1
2024-01-02 07:00:00,44.7,85.62078046758087,-40.92078046758087,75.773766,-31.07376556396484,64.08077511182174,-19.380775111821734,7,1
2024-01-02 08:00:00,53.78,94.97464932098745,-41.19464932098745,84.07847,-30.298468322753905,73.42307449002044,-19.64307449002044,8,1
2024-01-02 09:00:00,54.23,97.03146634281804,-42.80146634281804,89.13959,-34.90958740234375,73.98878210228366,-19.758782102283668,9,1
2024-01-02 10:00:00,50.0,79.34001638788996,-29.34001638788996,69.5997,-19.599700927734375,64.67877213223471,-14.678772132234712,10,1
2024-01-02 11:00:00,52.2,71.1155246479602,-18.915524647960197,61.297302,-9.097302246093747,62.88486632110255,-10.684866321102547,11,1
2024-01-02 12:00:00,45.0,68.08704159993304,-23.087041599933045,56.019905,-11.019905090332031,57.11940151668211,-12.11940151668211,12,1
2024-01-02 13:00:00,43.0,61.84861674388591,-18.848616743885913,50.770206,-7.770206451416016,53.26475730800819,-10.264757308008193,13,1
2024-01-02 14:00:00,43.0,58.10608357294818,-15.10608357294818,46.72864,-3.7286415100097656,52.5832375918937,-9.583237591893699,14,1
2024-01-02 15:00:00,40.99,59.89587746640638,-18.90587746640638,49.436394,-8.446393737792967,53.14306708541794,-12.153067085417938,15,1
2024-01-02 16:00:00,43.66,74.1185475100715,-30.458547510071497,59.763733,-16.103732910156253,59.906456282742155,-16.24645628274216,16,1
2024-01-02 17:00:00,52.2,89.1054330394838,-36.905433039483796,79.29632,-27.096318054199216,77.60108936395372,-25.401089363953716,17,1
2024-01-02 18:00:00,57.77,95.89394810047689,-38.12394810047689,91.004456,-33.23445556640625,81.05928617020732,-23.289286170207312,18,1
2024-01-02 19:00:00,62.45,95.35600893963618,-32.90600893963618,94.8041,-32.35410003662109,84.75770907510771,-22.30770907510771,19,1
2024-01-02 20:00:00,58.0,96.38239501490868,-38.38239501490868,100.66455,-42.66455078125,93.68892647307932,-35.68892647307932,20,1
2024-01-02 21:00:00,52.83,88.61207754687915,-35.78207754687915,87.21461,-34.38460723876953,84.30111588100046,-31.471115881000458,21,1
2024-01-02 22:00:00,46.26,77.63827187099992,-31.378271870999917,75.77326,-29.513262023925783,73.00287762642344,-26.742877626423443,22,1
2024-01-02 23:00:00,40.1,72.99089362688805,-32.89089362688805,69.34896,-29.248960876464842,65.01472605501284,-24.914726055012842,23,1
2024-01-03 00:00:00,6.8,58.060200034053544,-51.26020003405355,52.123413,-45.3234130859375,54.762543619853105,-47.96254361985311,0,1
2024-01-03 01:00:00,3.2,52.607123208486435,-49.40712320848643,47.45811,-44.25811080932617,43.44851275189594,-40.24851275189594,1,1
2024-01-03 02:00:00,3.2,37.84377274862144,-34.64377274862144,33.412045,-30.212044525146485,32.49793005875283,-29.29793005875283,2,1
2024-01-03 03:00:00,3.2,40.62486590341003,-37.42486590341003,33.387405,-30.187405395507813,29.50681435929455,-26.306814359294552,3,1
2024-01-03 04:00:00,3.2,38.89964606357345,-35.69964606357345,30.44465,-27.244650650024415,27.81280292526371,-24.61280292526371,4,1
2024-01-03 05:00:00,2.21,42.57539023564382,-40.36539023564382,35.01174,-32.80174163818359,30.38717122922567,-28.17717122922567,5,1
2024-01-03 06:00:00,4.78,55.072758993765405,-50.2927589937654,50.707012,-45.92701217651367,42.98469884104569,-38.20469884104569,6,1
2024-01-03 07:00:00,45.42,62.93302364582386,-17.513023645823857,56.327133,-10.907133178710936,53.91283367582361,-8.492833675823611,7,1
2024-01-03 08:00:00,61.92,68.05581944653377,-6.135819446533773,64.90179,-2.981786804199217,61.730628022731416,0.18937197726858557,8,1
2024-01-03 09:00:00,67.0,69.02529741678767,-2.025297416787666,63.194855,3.805145263671875,60.423903948289926,6.576096051710074,9,1
2024-01-03 10:00:00,63.6,62.02837778487155,1.5716222151284498,58.165955,5.434045410156251,53.526626995629755,10.073373004370247,10,1
