iter	Passed	Remaining
437	41408	147672
438	41495	147548
439	41599	147490
440	41696	147402
441	41793	147318
442	41895	147247
443	41995	147172
444	42086	147065
445	42180	146970
446	42260	146824
447	42362	146754
448	42456	146660
449	42543	146539
450	42632	146424
451	42711	146276
452	42796	146152
453	42905	146104
454	43066	146236
455	43153	146115
456	43257	146052
457	43343	145927
458	43443	145852
459	43540	145765
460	43640	145687
461	43730	145577
462	43824	145482
463	43920	145393
464	44011	145286
465	44105	145188
466	44186	145049
467	44268	144912
468	44355	144793
469	44434	144648
470	44519	144522
471	44713	144750
472	44808	144656
473	44904	144565
474	44982	144418
475	45083	144341
476	45159	144189
477	45253	144090
478	45343	143980
479	45439	143890
480	45537	143808
481	45620	143676
482	45703	143546
483	45793	143435
484	45885	143332
